phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
w gruncie,"{'w': 14.727692604064941, 'gruncie': 34.88576078414917, 'rzeczy': 38.43966770172119}","regułą, a w gruncie rzeczy zasługą przeoryszy było to, że każdy z gości występował z kazaniem lub wykładem dla mniszek.","{'regula,': 38.02588939666748, 'a': 9.067344665527344, 'w': 7.966312408447266, 'gruncie': 30.44288158416748, 'rzeczy': 39.57154655456543, 'zasluga': 34.21772575378418, 'przeoryszy': 40.60757398605347, 'bylo': 16.879621505737305, 'to,': 15.109570026397705, 'ze': 17.156017303466797, 'kazdy': 29.347771644592285, 'z': 9.118412017822266, 'gosci': 22.811017990112305, 'wystepowal': 47.49890756607056, 'kazaniem': 29.92233371734619, 'lub': 16.260628700256348, 'wykladem': 44.45976686477661, 'dla': 18.870123863220215, 'mniszek.': 49.95701217651367}",в сущности,"{'в': 13.380268096923828, 'сущности': 10.757331848144531}","правилом, и, в сущности, заслугой аббатисы было то, что каждый из гостей выступал с проповедью или с лекцией для монашек.","{'правилом,': 40.52177047729492, 'и,': 25.773252487182617, 'в': 15.090473175048828, 'сущности,': 29.988990783691406, 'заслугой': 31.707763671875, 'аббатисы': 46.39617347717285, 'было': 12.54954719543457, 'то,': 26.089463233947754, 'что': 16.68559455871582, 'каждый': 17.812673568725586, 'из': 10.435796737670898, 'гостей': 20.243160247802734, 'выступал': 13.781840324401855, 'с': 11.578378677368164, 'проповедью': 36.32200527191162, 'или': 13.163619041442871, 'лекцией': 30.12462329864502, 'для': 16.512086868286133, 'монашек.': 38.28127193450928}",в основе речи,"{'в': 13.370186805725098, 'основе': 14.292131423950195, 'речи': 8.910425186157227}","правилом, и, в основе речи, заслугой аббатисы было то, что каждый из гостей выступал с проповедью или с лекцией для монашек.","{'правилом,': 40.014400482177734, 'и,': 25.80935764312744, 'в': 15.5308837890625, 'основе': 20.658082962036133, 'речи,': 20.15140199661255, 'заслугой': 32.95778846740723, 'аббатисы': 46.61845874786377, 'было': 12.867117881774902, 'то,': 26.471858978271484, 'что': 16.887142181396484, 'каждый': 17.959856033325195, 'из': 10.496273040771484, 'гостей': 19.898530960083008, 'выступал': 13.305877685546875, 'с': 11.709687232971191, 'проповедью': 36.54642677307129, 'или': 13.34607219696045, 'лекцией': 29.97150993347168, 'для': 16.308849334716797, 'монашек.': 38.28119468688965}"
jak wiadomo,"{'jak': 20.27823257446289, 'wiadomo': 36.14941167831421}","okazało się, że tempe, jak wiadomo, był u szczytu, pani osłabędzka umarła na serce w nędzy.","{'okazalo': 41.03068447113037, 'sie,': 30.47244167327881, 'ze': 20.416316032409668, 'tempe,': 30.65298843383789, 'jak': 23.899527549743652, 'wiadomo,': 47.25562000274658, 'byl': 21.87477970123291, 'u': 9.67189884185791, 'szczytu,': 51.98875427246094, 'pani': 27.999455451965332, 'oslabedzka': 55.41236877441406, 'umarla': 25.693438053131104, 'na': 10.153240203857422, 'serce': 15.915278434753418, 'w': 8.590845108032227, 'nedzy.': 34.87814521789551}",как известно,"{'как': 15.495388984680176, 'известно': 8.306365966796875}","что же получалось, темпе, как известно, находился наверху, госпожа ослабендзкая в нищете умерла от болезни сердца.","{'что': 19.320556640625, 'же': 5.944095611572266, 'получалось,': 23.139789581298828, 'темпе,': 33.771098136901855, 'как': 14.309345245361328, 'известно,': 29.710124969482422, 'находился': 21.41998291015625, 'наверху,': 17.799747467041016, 'госпожа': 19.17721939086914, 'ослабендзкая': 48.360087394714355, 'в': 13.489534378051758, 'нищете': 28.831257820129395, 'умерла': 17.195066452026367, 'от': 8.982577323913574, 'болезни': 19.347063064575195, 'сердца.': 16.633061408996582}",как ведомо,"{'как': 14.868233680725098, 'ведомо': 10.84189510345459}","что же получалось, темпе, как ведомо, находился наверху, госпожа ослабендзкая в нищете умерла от болезни сердца.","{'что': 19.3773250579834, 'же': 5.734616279602051, 'получалось,': 22.828264713287354, 'темпе,': 34.53848934173584, 'как': 15.049421310424805, 'ведомо,': 30.28274154663086, 'находился': 19.97292137145996, 'наверху,': 17.396004676818848, 'госпожа': 19.250452041625977, 'ослабендзкая': 48.310691833496094, 'в': 13.535682678222656, 'нищете': 28.904817581176758, 'умерла': 17.334320068359375, 'от': 8.712580680847168, 'болезни': 19.5357723236084, 'сердца.': 16.581520080566406}"
moim zdaniem,"{'moim': 22.50136375427246, 'zdaniem': 36.85706853866577}","podejrzanych nadal było ośniu ludzi, z czego dwoje, moim zdaniem, można wykluczyć z powodów psychologicznych.","{'podejrzanych': 59.46319770812988, 'nadal': 21.8622465133667, 'bylo': 19.81597900390625, 'osniu': 26.647400856018066, 'ludzi,': 42.003822326660156, 'z': 9.642197608947754, 'czego': 23.982712268829346, 'dwoje,': 45.69699287414551, 'moim': 21.20797634124756, 'zdaniem,': 47.02775192260742, 'mozna': 27.401432037353516, 'wykluczyc': 63.5946102142334, 'powodow': 28.085310459136963, 'psychologicznych.': 70.62624597549438}",по его мнению,"{'по': 13.677735328674316, 'его': 5.977968215942383, 'мнению': 16.215818405151367}","подозреваемых до сих пор было восемь человек, из них двое, по моему мнению, исключались по психологическим мотивам.","{'подозреваемых': 46.53819274902344, 'до': 9.527765274047852, 'сих': 12.19904899597168, 'пор': 14.84583854675293, 'было': 13.55075740814209, 'восемь': 14.042444229125977, 'человек,': 17.397916793823242, 'из': 17.22568130493164, 'них': 18.00888442993164, 'двое,': 21.751253128051758, 'по': 13.824129104614258, 'моему': 13.80380630493164, 'мнению,': 23.38873863220215, 'исключались': 37.39677906036377, 'психологическим': 32.76608085632324, 'мотивам.': 26.881568908691406}",моим зданием,"{'моим': 25.885132789611816, 'зданием': 13.667912483215332}","подозреваемых до сих пор было восемь человек, из них двое, моим зданием, исключались по психологическим мотивам.","{'подозреваемых': 46.30232810974121, 'до': 9.63266372680664, 'сих': 12.309926986694336, 'пор': 14.587160110473633, 'было': 13.216585159301758, 'восемь': 13.916034698486328, 'человек,': 17.53480625152588, 'из': 17.127185821533203, 'них': 17.84270668029785, 'двое,': 22.634662628173828, 'моим': 17.01427459716797, 'зданием,': 24.340189933776855, 'исключались': 36.92027473449707, 'по': 13.661467552185059, 'психологическим': 32.956711769104004, 'мотивам.': 26.65367031097412}"
jednym słowem,"{'jednym': 37.45992374420166, 'slowem': 24.575325965881348}","zrobił to jednym gestem i jednym słowem, reynevan w życiu nie widział równie sprawnie rzuconego zaklęcia.","{'zrobil': 35.43320178985596, 'to': 7.114659309387207, 'jednym': 32.93988752365112, 'gestem': 23.577269554138184, 'i': 8.676678657531738, 'slowem,': 34.86877632141113, 'reynevan': 46.494903564453125, 'w': 9.755414009094238, 'zyciu': 29.801483154296875, 'nie': 17.705925941467285, 'widzial': 39.19918632507324, 'rownie': 24.553482055664062, 'sprawnie': 35.17693901062012, 'rzuconego': 39.25480556488037, 'zaklecia.': 53.61494493484497}",одним словом,"{'одним': 19.759361267089844, 'словом': 7.663286209106445}","он сделал это одним жестом и одним словом, рейневан в жизни не видел столь ловко брошенного заклинания.","{'он': 20.496946334838867, 'сделал': 10.698373794555664, 'это': 9.808719635009766, 'одним': 13.02393627166748, 'жестом': 12.283825874328613, 'и': 6.551372528076172, 'словом,': 21.681489944458008, 'рейневан': 44.47931671142578, 'в': 7.758224010467529, 'жизни': 14.765325546264648, 'не': 11.959761619567871, 'видел': 18.06234359741211, 'столь': 9.487642288208008, 'ловко': 12.514071464538574, 'брошенного': 26.910432815551758, 'заклинания.': 25.1307373046875}",единым словом,"{'единым': 28.60874652862549, 'словом': 12.841266632080078}","он сделал это одним жестом и единым словом, рейневан в жизни не видел столь ловко брошенного заклинания.","{'он': 20.425941467285156, 'сделал': 10.86697006225586, 'это': 9.757373809814453, 'одним': 9.261619567871094, 'жестом': 11.762243270874023, 'и': 6.730420112609863, 'единым': 18.447689056396484, 'словом,': 16.092135429382324, 'рейневан': 45.11711502075195, 'в': 7.7154412269592285, 'жизни': 14.591553688049316, 'не': 11.707715034484863, 'видел': 17.775493621826172, 'столь': 9.326980590820312, 'ловко': 12.376662254333496, 'брошенного': 26.56167507171631, 'заклинания.': 24.73872184753418}"
co znaczy,"{'co': 15.699840545654297, 'znaczy': 31.287111282348633}","ot, co znaczy wiedzieć, na jakiego konia postawić!","{'ot,': 24.129356384277344, 'co': 13.732812881469727, 'znaczy': 32.40351963043213, 'wiedziec,': 53.72021675109863, 'na': 15.676056861877441, 'jakiego': 30.45837926864624, 'konia': 21.951756954193115, 'postawic!': 56.052635192871094}",что называется,"{'что': 15.54840087890625, 'называется': 8.830219268798828}","вот что называется угадать, на какую лошадь поставить!","{'вот': 17.67872428894043, 'что': 7.49411153793335, 'называется': 12.177860260009766, 'угадать,': 20.110822200775146, 'на': 13.586356163024902, 'какую': 12.025703430175781, 'лошадь': 14.671685218811035, 'поставить!': 17.849868774414062}",что значит,"{'что': 15.561853408813477, 'значит': 6.360396862030029}","вот что значит угадать, на какую лошадь поставить!","{'вот': 17.40176010131836, 'что': 6.844629764556885, 'значит': 11.843335151672363, 'угадать,': 20.710994243621826, 'на': 13.097848892211914, 'какую': 12.302053451538086, 'лошадь': 14.82872200012207, 'поставить!': 18.12320041656494}"
wygląda na to,"{'wyglada': 51.93997097015381, 'na': 7.96159553527832, 'to': 5.614895343780518}","wygląda na to, że lubimy takie pochwały.","{'wyglada': 48.8829927444458, 'na': 7.804584503173828, 'to,': 13.986875534057617, 'ze': 16.979576110839844, 'lubimy': 35.670573234558105, 'takie': 27.610164642333984, 'pochwaly.': 41.16664791107178}",судя по всему,"{'судя': 21.693317413330078, 'по': 7.66279411315918, 'всему': 13.157445907592773}","судя по всему, мы любим похвалу как таковую.","{'судя': 24.290756225585938, 'по': 7.696960926055908, 'всему,': 23.063005447387695, 'мы': 13.78965950012207, 'любим': 16.623746871948242, 'похвалу': 24.082833290100098, 'как': 13.730530738830566, 'таковую.': 35.56435775756836}",глядит на то,"{'глядит': 29.45534896850586, 'на': 9.055044174194336, 'то': 9.480594635009766}","глядит на то, мы любим похвалу как таковую.","{'глядит': 33.34520244598389, 'на': 9.776244163513184, 'то,': 26.41676425933838, 'мы': 16.811084747314453, 'любим': 16.429927825927734, 'похвалу': 24.957448959350586, 'как': 13.76406192779541, 'таковую.': 36.258090019226074}"
na miłosierdzie boskie,"{'na': 15.182737350463867, 'milosierdzie': 48.06875467300415, 'boskie': 35.916922092437744}","a, na miłosierdzie boskie! - zawołał - czy to ziemia jest rajem, żeby od niej wszystkiego dobrego razem wymagać było można!","{'a,': 22.73166275024414, 'na': 14.886299133300781, 'milosierdzie': 48.82401371002197, 'boskie!': 45.78185749053955, '-': 11.219547271728516, 'zawolal': 40.188941955566406, 'czy': 21.48918342590332, 'to': 7.385972023010254, 'ziemia': 25.7691330909729, 'jest': 19.085768699645996, 'rajem,': 35.127564430236816, 'zeby': 34.30649757385254, 'od': 18.019505500793457, 'niej': 28.101157188415527, 'wszystkiego': 55.29515027999878, 'dobrego': 37.187222480773926, 'razem': 23.30573797225952, 'wymagac': 44.846773624420166, 'bylo': 18.04450035095215, 'mozna!': 32.07815456390381}",ради бога,"{'ради': 18.02484893798828, 'бога': 9.231822967529297}","да скажите, ради бога, — вскричал он, — разве наша земля — рай, чтоб от нее можно было требовать всего этого?","{'да': 20.063003540039062, 'скажите,': 21.45636749267578, 'ради': 17.99016571044922, 'бога,': 22.05215358734131, '—': 9.613107681274414, 'вскричал': 20.421314239501953, 'он,': 20.49053955078125, 'разве': 17.22358512878418, 'наша': 9.336803436279297, 'земля': 12.023231506347656, 'рай,': 29.406370162963867, 'чтоб': 21.98786163330078, 'от': 11.4462890625, 'нее': 18.01865005493164, 'можно': 16.392852783203125, 'было': 12.276662826538086, 'требовать': 16.375520706176758, 'всего': 7.393496513366699, 'этого?': 23.59328556060791}",на милосердие бога,"{'на': 12.3091459274292, 'милосердие': 15.870790481567383, 'бога': 7.666975975036621}","да скажите, на милосердие бога, — вскричал он, — разве наша земля — рай, чтоб от нее можно было требовать всего этого?","{'да': 20.27486801147461, 'скажите,': 21.120962142944336, 'на': 13.964612007141113, 'милосердие': 18.289764404296875, 'бога,': 14.705124855041504, '—': 9.871496200561523, 'вскричал': 20.37845802307129, 'он,': 21.07047462463379, 'разве': 17.516128540039062, 'наша': 9.594097137451172, 'земля': 12.524770736694336, 'рай,': 29.63357162475586, 'чтоб': 21.814817428588867, 'от': 11.943471908569336, 'нее': 18.204641342163086, 'можно': 15.823463439941406, 'было': 11.911949157714844, 'требовать': 16.5738525390625, 'всего': 7.379622936248779, 'этого?': 23.639705657958984}"
więc jednak,"{'wiec': 32.36501407623291, 'jednak': 45.01024293899536}","odróżnia nas... tak..., więc jednak","{'odroznia': 45.31264305114746, 'nas...': 28.741241455078125, 'tak...,': 28.86872386932373, 'wiec': 27.729297161102295, 'jednak': 40.885013580322266}",все же,"{'все': 15.890511512756348, 'же': 7.072635173797607}","различает же нас… ага, все же…","{'различает': 31.517460823059082, 'же': 6.055710315704346, 'нас…': 17.772384643554688, 'ага,': 26.377285957336426, 'все': 15.239960670471191, 'же…': 21.71261215209961}",ведь однако,"{'ведь': 15.533365249633789, 'однако': 8.758058547973633}","различает же нас… ага, ведь однако…","{'различает': 32.08126449584961, 'же': 6.494110584259033, 'нас…': 18.506152153015137, 'ага,': 26.277832984924316, 'ведь': 16.24379539489746, 'однако…': 18.19856071472168}"
także i,"{'takze': 35.15376043319702, 'i': 6.707065105438232}",odkrycie harvey'a ma obok praktycznego także i filozoficzne znaczenie.,"{'odkrycie': 45.95982885360718, ""harvey'a"": 40.540762424468994, 'ma': 12.037961959838867, 'obok': 22.53350257873535, 'praktycznego': 49.19882106781006, 'takze': 24.562804222106934, 'i': 6.14888858795166, 'filozoficzne': 59.86195945739746, 'znaczenie.': 56.1150221824646}",еще и,"{'еще': 17.425317764282227, 'и': 7.482095718383789}","но, кроме практического, открытие гарвея имеет еще и философское значение.","{'но,': 29.680932998657227, 'кроме': 20.5705509185791, 'практического,': 39.66042613983154, 'открытие': 15.993559837341309, 'гарвея': 32.72312831878662, 'имеет': 12.664804458618164, 'еще': 11.60842227935791, 'и': 10.751787185668945, 'философское': 29.008706092834473, 'значение.': 31.438183784484863}",также и,"{'также': 16.301645278930664, 'и': 7.103485107421875}","но, кроме практического, открытие гарвея имеет также и философское значение.","{'но,': 29.588398933410645, 'кроме': 20.664199829101562, 'практического,': 39.05354690551758, 'открытие': 15.628894805908203, 'гарвея': 32.76880359649658, 'имеет': 12.63298225402832, 'также': 9.398332595825195, 'и': 11.645018577575684, 'философское': 29.435824394226074, 'значение.': 31.202213287353516}"
czy jak,"{'czy': 28.98950958251953, 'jak': 18.7508602142334}","pozwoliłem. bo co on, zniewolony czy jak? pogadaliśmy.","{'pozwolilem.': 62.22293949127197, 'bo': 11.912443161010742, 'co': 6.715025901794434, 'on,': 17.16222381591797, 'zniewolony': 51.941551208496094, 'czy': 20.564337730407715, 'jak?': 27.727964401245117, 'pogadalismy.': 54.830201148986816}",что ли,"{'что': 15.135330200195312, 'ли': 5.503811836242676}","позволил. он что, несвободен, что ли? мы поговорили.","{'позволил.': 57.65498161315918, 'он': 9.52918529510498, 'что,': 17.56951332092285, 'несвободен,': 44.709726333618164, 'что': 13.516453742980957, 'ли?': 26.777204513549805, 'мы': 7.754993438720703, 'поговорили.': 27.152657508850098}",что как,"{'что': 15.700437545776367, 'как': 6.019238471984863}","позволил. он что, несвободен, что как? мы поговорили.","{'позволил.': 58.02807426452637, 'он': 10.034347534179688, 'что,': 18.047612190246582, 'несвободен,': 45.315927505493164, 'что': 14.126768112182617, 'как?': 17.91629695892334, 'мы': 7.880213260650635, 'поговорили.': 27.18497657775879}"
w dodatku,"{'w': 16.311229705810547, 'dodatku': 26.18404197692871}","sami własny klasztor niszczą, w dodatku z ochotą.","{'sami': 20.11594295501709, 'wlasny': 29.674918174743652, 'klasztor': 34.13378858566284, 'niszcza,': 53.0653018951416, 'w': 12.993847846984863, 'dodatku': 26.92874050140381, 'z': 10.01830005645752, 'ochota.': 36.933250427246094}",к тому же,"{'к': 16.13102912902832, 'тому': 8.454673767089844, 'же': 9.947833061218262}",сами собственный монастырь разрушают к тому же с охотой.,"{'сами': 23.316431045532227, 'собственный': 7.104320049285889, 'монастырь': 10.717964172363281, 'разрушают': 26.82881736755371, 'к': 12.0120267868042, 'тому': 13.46782112121582, 'же': 15.009806632995605, 'с': 13.447641372680664, 'охотой.': 30.941190719604492}",в дополнении,"{'в': 13.00438117980957, 'дополнении': 25.82932949066162}",сами собственный монастырь разрушают в дополнении с охотой.,"{'сами': 22.66141128540039, 'собственный': 7.47476863861084, 'монастырь': 11.000950813293457, 'разрушают': 28.15512180328369, 'в': 11.689931869506836, 'дополнении': 30.319419860839844, 'с': 13.306863784790039, 'охотой.': 32.42268943786621}"
nieomalże,{'nieomalze': 41.28327941894531},to było nieomalże ostatnie nasze zwycięstwo.,"{'to': 13.0367431640625, 'bylo': 14.772930145263672, 'nieomalze': 34.060068130493164, 'ostatnie': 41.177881717681885, 'nasze': 25.948518753051758, 'zwyciestwo.': 73.60128164291382}",едва ли не,"{'едва': 19.065143585205078, 'ли': 5.2579169273376465, 'не': 14.694600105285645}",это была едва ли не последняя наша победа.,"{'это': 20.133371353149414, 'была': 6.033607006072998, 'едва': 15.301372528076172, 'ли': 11.791645050048828, 'не': 15.603878021240234, 'последняя': 14.233009338378906, 'наша': 5.089253902435303, 'победа.': 23.82400417327881}",необработанные,{'необработанные': 45.2347469329834},это была необработанные последняя наша победа.,"{'это': 20.70827293395996, 'была': 4.875502586364746, 'необработанные': 48.574835777282715, 'последняя': 11.035741806030273, 'наша': 4.527781963348389, 'победа.': 23.09265422821045}"
nic podobnego,"{'nic': 22.155805587768555, 'podobnego': 40.033302783966064}",jej nic podobnego przydarzyć się nie mogło więc to miłosierdzie nie budziło w niej żadnych osobistych uczuć czy też obaw.,"{'jej': 18.588618278503418, 'nic': 14.234872817993164, 'podobnego': 41.15089988708496, 'przydarzyc': 48.25219964981079, 'sie': 16.823955535888672, 'nie': 17.032493591308594, 'moglo': 28.494169235229492, 'wiec': 25.418293476104736, 'to': 7.807608604431152, 'milosierdzie': 51.033154010772705, 'budzilo': 39.523128032684326, 'w': 11.038918495178223, 'niej': 21.53353261947632, 'zadnych': 30.883769989013672, 'osobistych': 44.84772300720215, 'uczuc': 23.886013507843018, 'czy': 16.55778980255127, 'tez': 15.406349182128906, 'obaw.': 38.96993827819824}",ничего подобного,"{'ничего': 17.99893569946289, 'подобного': 7.719011306762695}",с клэр ничего подобного случиться не могло и это сочувствие не пробуждало в ней личных чувств или опасений.,"{'с': 16.79177474975586, 'клэр': 17.262651443481445, 'ничего': 11.430766105651855, 'подобного': 11.247060775756836, 'случиться': 9.553187370300293, 'не': 6.825475692749023, 'могло': 17.37026596069336, 'и': 9.426092147827148, 'это': 9.452299118041992, 'сочувствие': 16.173084259033203, 'пробуждало': 30.84684181213379, 'в': 12.955322265625, 'ней': 20.570693969726562, 'личных': 13.701210021972656, 'чувств': 8.252501487731934, 'или': 10.620033264160156, 'опасений.': 44.076415061950684}",нет подобного,"{'нет': 13.118302345275879, 'подобного': 8.462739944458008}",с клэр нет подобного случиться не могло и это сочувствие не пробуждало в ней личных чувств или опасений.,"{'с': 16.759307861328125, 'клэр': 17.514920711517334, 'нет': 11.398133277893066, 'подобного': 11.05561351776123, 'случиться': 10.532493591308594, 'не': 6.977482318878174, 'могло': 17.282215118408203, 'и': 9.029026985168457, 'это': 9.38880729675293, 'сочувствие': 16.198471069335938, 'пробуждало': 31.093785285949707, 'в': 12.787208557128906, 'ней': 20.59979820251465, 'личных': 13.670077323913574, 'чувств': 8.260445594787598, 'или': 10.55000114440918, 'опасений.': 44.10360813140869}"
co tam,"{'co': 16.35946273803711, 'tam': 17.553176879882812}","gdybyś nie palił… co tam, i tak wystarczy tylko na kartofle i chleb.","{'gdybys': 34.674007415771484, 'nie': 20.416458129882812, 'palil...': 30.116931915283203, 'co': 8.66020393371582, 'tam,': 26.949953079223633, 'i': 7.199756622314453, 'tak': 18.493101119995117, 'wystarczy': 48.097941398620605, 'tylko': 39.16461229324341, 'na': 8.718738555908203, 'kartofle': 32.34634256362915, 'chleb.': 37.521634578704834}",да ладно,"{'да': 15.006105422973633, 'ладно': 6.835995197296143}","если б ты еще не курил… ну да ладно, все равно хватит только на хлеб да на картошку.","{'если': 20.523927688598633, 'б': 7.433706283569336, 'ты': 8.678630828857422, 'еще': 10.905343055725098, 'не': 11.414970397949219, 'курил…': 28.79599380493164, 'ну': 8.811542510986328, 'да': 6.38237190246582, 'ладно,': 23.517318725585938, 'все': 11.3935546875, 'равно': 16.83902359008789, 'хватит': 12.665386199951172, 'только': 8.50857162475586, 'на': 8.377883911132812, 'хлеб': 14.326920509338379, 'картошку.': 25.4615535736084}",что там,"{'что': 16.15907859802246, 'там': 5.577051162719727}","если б ты еще не курил… ну что там, все равно хватит только на хлеб да на картошку.","{'если': 20.675418853759766, 'б': 7.381797790527344, 'ты': 8.758247375488281, 'еще': 11.344600677490234, 'не': 11.79482364654541, 'курил…': 29.04103660583496, 'ну': 9.468242645263672, 'что': 10.397199630737305, 'там,': 24.436309814453125, 'все': 10.266291618347168, 'равно': 18.21921157836914, 'хватит': 13.955950736999512, 'только': 8.48731803894043, 'на': 8.275016784667969, 'хлеб': 14.836702346801758, 'да': 6.609816551208496, 'картошку.': 26.27806854248047}"
nie inaczej jak,"{'nie': 24.795720100402832, 'inaczej': 30.58204936981201, 'jak': 17.98457622528076}","za to zająć się czasami którąś z dziewcząt ze służby, lecz nie inaczej jak w poufnym porozumieniu z marfą pietrowna.","{'za': 12.465864181518555, 'to': 6.028179168701172, 'zajac': 26.468631744384766, 'sie': 17.02971076965332, 'czasami': 30.247108459472656, 'ktoras': 28.641176223754883, 'z': 10.0411958694458, 'dziewczat': 38.13218688964844, 'ze': 16.9039945602417, 'sluzby,': 48.688204288482666, 'lecz': 22.553277015686035, 'nie': 14.999357223510742, 'inaczej': 32.024935245513916, 'jak': 15.905843734741211, 'w': 7.482369899749756, 'poufnym': 38.28160905838013, 'porozumieniu': 58.9054069519043, 'marfa': 16.648499488830566, 'pietrowna.': 49.02090930938721}",не иначе как,"{'не': 13.273027420043945, 'иначе': 9.457435607910156, 'как': 8.202640533447266}","за это марфа петровна позволяет мне приглянуть иногда на сенных девушек, но не иначе как с ее секретного ведома.","{'за': 17.670997619628906, 'это': 7.322822570800781, 'марфа': 21.45812225341797, 'петровна': 17.18552017211914, 'позволяет': 11.01658821105957, 'мне': 10.074559211730957, 'приглянуть': 28.57365894317627, 'иногда': 16.757043838500977, 'на': 8.848230361938477, 'сенных': 29.082366943359375, 'девушек,': 21.882573127746582, 'но': 16.562583923339844, 'не': 14.13176155090332, 'иначе': 17.34747886657715, 'как': 9.78779125213623, 'с': 13.3213472366333, 'ее': 11.491201400756836, 'секретного': 28.752026557922363, 'ведома.': 24.849273681640625}",как по-иному,"{'как': 16.60726547241211, 'по-иному': 42.0346622467041}","за это марфа петровна позволяет мне приглянуть иногда на сенных девушек, но как по-иному с ее секретного ведома.","{'за': 17.565980911254883, 'это': 7.456902503967285, 'марфа': 21.549015045166016, 'петровна': 17.219362258911133, 'позволяет': 10.9468994140625, 'мне': 10.264442443847656, 'приглянуть': 28.642230987548828, 'иногда': 16.834014892578125, 'на': 8.943914413452148, 'сенных': 28.947914123535156, 'девушек,': 21.305173873901367, 'но': 17.000713348388672, 'как': 11.619869232177734, 'по-иному': 45.92673301696777, 'с': 16.772680282592773, 'ее': 14.050660133361816, 'секретного': 28.54195213317871, 'ведома.': 25.273611068725586}"
nieledwie,{'nieledwie': 54.32726764678955},"ale baśka moja nieledwie w waćpanny leciech dlatego poczuwam się w tym aby zaś miała czasem jakowąś uciechę grzeczną, a młodemu wiekowi przystojną.","{'ale': 14.201066970825195, 'baska': 24.46355628967285, 'moja': 15.136438369750977, 'nieledwie': 47.41982460021973, 'w': 8.840170860290527, 'wacpanny': 34.89626455307007, 'leciech': 37.2693567276001, 'dlatego': 35.775805950164795, 'poczuwam': 39.436925411224365, 'sie': 14.919248580932617, 'tym': 14.601419448852539, 'aby': 14.2296724319458, 'zas': 20.75995969772339, 'miala': 27.644222259521484, 'czasem': 40.32941818237305, 'jakowas': 33.37060260772705, 'ucieche': 39.5977725982666, 'grzeczna,': 51.564130783081055, 'a': 10.87370491027832, 'mlodemu': 40.02056694030762, 'wiekowi': 43.38829517364502, 'przystojna.': 65.06907320022583}",почти что,"{'почти': 18.58280372619629, 'что': 7.605209827423096}","а вот баська моя почти что тебе ровесница и я стараюсь чтобы у нее порой бывали приятные развлечения, подобающие молодому возрасту.",{},лишь не,"{'лишь': 18.544878005981445, 'не': 7.289091110229492}","а вот баська моя лишь не тебе ровесница и я стараюсь чтобы у нее порой бывали приятные развлечения, подобающие молодому возрасту.",{}
to mianowicie,"{'to': 16.10512351989746, 'mianowicie': 34.895564556121826}","jeden z praskich mentorów reynevana usiłował dowodzić odnośnie lotów czarodziejskich, a to mianowicie, że są one poddane kontroli mentalnej wysmarowanej maścią lotną czarownicy lub czarownika.","{'jeden': 24.22768497467041, 'z': 10.443025588989258, 'praskich': 21.24761390686035, 'mentorow': 32.583412170410156, 'reynevana': 39.49277973175049, 'usilowal': 28.25973129272461, 'dowodzic': 38.65823316574097, 'odnosnie': 55.68082904815674, 'lotow': 25.683995246887207, 'czarodziejskich,': 72.31651306152344, 'a': 10.999004364013672, 'to': 6.408390522003174, 'mianowicie,': 46.61897659301758, 'ze': 20.019885063171387, 'sa': 13.539636611938477, 'one': 7.399913311004639, 'poddane': 27.35139751434326, 'kontroli': 35.11358833312988, 'mentalnej': 36.622292041778564, 'wysmarowanej': 48.41274452209473, 'mascia': 25.010539054870605, 'lotna': 28.0991849899292, 'czarownicy': 53.175344467163086, 'lub': 20.374019622802734, 'czarownika.': 53.72168445587158}",именно что,"{'именно': 18.904443740844727, 'что': 6.988731861114502}","один из пражских менторов рейневана говорил относительно магических полетов, а именно, что они подчиняются ментальному контролю намазавшегося летной субстанцией колдуна либо колдуньи.","{'один': 20.80000877380371, 'из': 10.280936241149902, 'пражских': 43.621575355529785, 'менторов': 24.29909896850586, 'рейневана': 35.28404426574707, 'говорил': 13.657936096191406, 'относительно': 13.233969688415527, 'магических': 11.656403541564941, 'полетов,': 26.233311653137207}",то именно,"{'то': 12.569475173950195, 'именно': 5.760537147521973}","один из пражских менторов рейневана говорил относительно магических полетов, а то именно они подчиняются ментальному контролю намазавшегося летной субстанцией колдуна либо колдуньи.","{'один': 20.7904052734375, 'из': 9.795218467712402, 'пражских': 43.87667179107666, 'менторов': 24.38975715637207, 'рейневана': 35.48295021057129, 'говорил': 13.809697151184082, 'относительно': 12.864197731018066, 'магических': 11.526784896850586, 'полетов,': 26.362298011779785}"
