phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
по такъв начин,"{'по': 0.0, 'такъв': 25.573039054870605, 'начин': 10.210436820983887}",по такъв начин този проблем с военните превози е решен.,"{'по': 0.0, 'такъв': 25.573038578033447, 'начин': 10.21043586730957, 'този': 13.46141529083252, 'проблем': 7.419655799865723, 'с': 5.444781303405762, 'военните': 14.585370063781738, 'превози': 13.770730972290039, 'е': 8.091324806213379, 'решен.': 8.276156425476074}",таким образом,"{'таким': 4.949761390686035, 'образом': 0.5503902435302734}","таким образом, эта проблема военных перевозок была разрешена.","{'таким': 4.949761390686035, 'образом,': 1.359757423400879, 'эта': 6.554197311401367, 'проблема': 4.273921966552734, 'военных': 11.636547088623047, 'перевозок': 6.759073257446289, 'была': 3.021879196166992, 'разрешена.': 5.572704315185547}",по такому способу,"{'по': 0.0, 'такому': 8.334317207336426, 'способу': 5.957568168640137}","по такому способу, эта проблема военных перевозок была разрешена.","{'по': 0.0, 'такому': 8.334317207336426, 'способу,': 9.025127410888672, 'эта': 7.9223737716674805, 'проблема': 5.03950309753418, 'военных': 12.504111289978027, 'перевозок': 8.120237350463867, 'была': 2.9951305389404297, 'разрешена.': 7.04044246673584}"
във всеки случай,"{'във': 13.17370319366455, 'всеки': 17.38720989227295, 'случай': 6.815176010131836}",във всеки случай сега съм сам и изоставен.,"{'във': 13.173704624176025, 'всеки': 17.38720989227295, 'случай': 6.815174102783203, 'сега': 10.552282333374023, 'съм': 6.205921173095703, 'сам': 7.698455810546875, 'и': 3.849703788757324, 'изоставен.': 22.299662590026855}",во всяком случае,"{'во': 0.0, 'всяком': 8.503047943115234, 'случае': 0.010145187377929688}","во всяком случае, сижу один.","{'во': 0.0, 'всяком': 8.503047943115234, 'случае,': 0.3202199935913086, 'сижу': 11.852970123291016, 'один.': 7.701976776123047}",во всякий случай,"{'во': 0.0, 'всякий': 10.425394058227539, 'случай': 2.643705368041992}","во всякий случай, сижу один.","{'во': 0.0, 'всякий': 10.425394058227539, 'случай,': 4.28154182434082, 'сижу': 10.970087051391602, 'один.': 8.428457260131836}"
между другото,"{'между': 0.0, 'другото': 20.898752212524414}",и между другото въпросният „един час време отдавна беше минал.,"{'и': 0.0, 'между': 8.657209396362305, 'другото': 22.607747077941895, 'въпросният': 20.07937479019165, '„един': 17.403691291809082, 'час': 8.761348724365234, 'време': 6.334257125854492, 'отдавна': 12.52786636352539, 'беше': 6.852921485900879, 'минал.': 15.39745283126831}",между прочим,"{'между': 0.0, 'прочим': 6.992068290710449}","между прочим, и «часок» давно уже миновал.","{'между': 0.0, 'прочим,': 7.189598083496094, 'и': 4.206700325012207, '«часок»': 20.668916702270508, 'давно': 7.276343822479248, 'уже': 1.6459159851074219, 'миновал.': 4.4304399490356445}",между другим,"{'между': 0.0, 'другим': 8.508670806884766}","между другим, и «часок» давно уже миновал.","{'между': 0.0, 'другим,': 9.718631744384766, 'и': 4.153489112854004, '«часок»': 21.768404006958008, 'давно': 7.462802886962891, 'уже': 1.6887798309326172, 'миновал.': 3.590505599975586}"
може да се каже,"{'може': 8.11831283569336, 'да': 7.038747787475586, 'се': 4.447461128234863, 'каже': 6.629810333251953}","всичко това спомогна най-вече и за този неочакван случай, благодарение на който сега се променя, може да се каже, цялата ни съдба.","{'всичко': 15.190121173858643, 'това': 8.621725082397461, 'спомогна': 19.66648578643799, 'най-вече': 14.156084060668945, 'и': 4.690351486206055, 'за': 4.262167930603027, 'този': 6.977483749389648, 'неочакван': 15.035962104797363, 'случай,': 10.053020477294922, 'благодарение': 11.521682739257812, 'на': 1.474496841430664, 'който': 7.707517623901367, 'сега': 6.098574638366699, 'се': 0.9685268402099609, 'променя,': 11.77102279663086, 'може': 4.490955352783203, 'да': 0.3805103302001953, 'каже,': 6.543376922607422, 'цялата': 10.875732421875, 'ни': 5.145711898803711, 'съдба.': 15.531970024108887}",можно сказать,"{'можно': 0.0, 'сказать': 4.402440071105957}","все это способствовало главным образом и тому неожиданному случаю, через который теперь меняется, можно сказать, вся судьба наша.","{'все': 0.0, 'это': 4.760685920715332, 'способствовало': 8.101652145385742, 'главным': 10.620326042175293, 'образом': 0.0016689300537109375, 'и': 6.116183280944824, 'тому': 4.205051422119141, 'неожиданному': 9.95590591430664, 'случаю,': 5.524953842163086, 'через': 7.860323905944824, 'который': 0.05246925354003906, 'теперь': 6.800604820251465, 'меняется,': 17.363508224487305, 'можно': 6.131738662719727, 'сказать,': 0.13080787658691406, 'вся': 1.651707649230957, 'судьба': 3.975055694580078, 'наша.': 7.719477653503418}",может себе сказать,"{'может': 0.0, 'себе': 7.6432905197143555, 'сказать': 5.466575622558594}","все это способствовало главным образом и тому неожиданному случаю, через который теперь меняется, может себе сказать, вся судьба наша.","{'все': 0.0, 'это': 4.760685920715332, 'способствовало': 8.101652145385742, 'главным': 10.620326042175293, 'образом': 0.0016689300537109375, 'и': 6.116183280944824, 'тому': 4.205051422119141, 'неожиданному': 9.95590591430664, 'случаю,': 5.524953842163086, 'через': 7.860323905944824, 'который': 0.05246925354003906, 'теперь': 6.800604820251465, 'меняется,': 17.363508224487305, 'может': 4.463603973388672, 'себе': 10.082036018371582, 'сказать,': 5.785210609436035, 'вся': 1.8369760513305664, 'судьба': 3.8369827270507812, 'наша.': 7.028387069702148}"
в същност,"{'в': 0.0, 'същност': 23.645629405975342}","в същност тя не „заставаше, а някак витаеше наоколо му като една сянка, която неочаквано беше добила едно ново измерение, плътността.","{'в': 0.0, 'същност': 23.645631313323975, 'тя': 8.444204330444336, 'не': 5.0333662033081055, '„заставаше,': 31.055206298828125, 'а': 1.8433465957641602, 'някак': 10.616189002990723, 'витаеше': 18.620723724365234, 'наоколо': 20.041680335998535, 'му': 6.7881364822387695, 'като': 8.27714729309082, 'една': 7.145145893096924, 'сянка,': 11.103261947631836, 'която': 4.402953147888184, 'неочаквано': 19.136676788330078, 'беше': 5.0632219314575195, 'добила': 12.701144695281982, 'едно': 11.479093551635742, 'ново': 8.057214736938477, 'измерение,': 10.326600074768066, 'плътността.': 24.84068489074707}",в сущности,"{'в': 0.0, 'сущности': 9.258739471435547}","в сущности, она не «возникала», а как бы витала рядом, подобно тени, неожиданно обретшей плоть, еще одно измерение.","{'в': 0.0, 'сущности,': 9.492419242858887, 'она': 4.0352067947387695, 'не': 2.532773971557617, '«возникала»,': 18.980156898498535, 'а': 0.9811019897460938, 'как': 4.903099060058594, 'бы': 0.6604080200195312, 'витала': 7.30950927734375, 'рядом,': 6.306770324707031, 'подобно': 5.233312606811523, 'тени,': 6.194267272949219, 'неожиданно': 8.222928047180176, 'обретшей': 5.892473220825195, 'плоть,': 3.7691898345947266, 'еще': 6.807736396789551, 'одно': 6.443115234375, 'измерение.': 6.319718360900879}",в сущность,"{'в': 0.0, 'сущность': 11.329330444335938}","в сущность, она не «возникала», а как бы витала рядом, подобно тени, неожиданно обретшей плоть, еще одно измерение.","{'в': 0.0, 'сущность,': 14.062653541564941, 'она': 4.702489852905273, 'не': 2.5677528381347656, '«возникала»,': 19.08295440673828, 'а': 1.1725616455078125, 'как': 4.856841087341309, 'бы': 0.6688175201416016, 'витала': 6.937778472900391, 'рядом,': 5.961977005004883, 'подобно': 5.343605041503906, 'тени,': 6.166154861450195, 'неожиданно': 8.026473045349121, 'обретшей': 6.008923530578613, 'плоть,': 3.8300085067749023, 'еще': 6.885613441467285, 'одно': 6.323644638061523, 'измерение.': 5.923724174499512}"
както е известно,"{'както': 7.04254150390625, 'е': 8.097238540649414, 'известно': 11.410173416137695}",както е известно светът не е останал без добри хора.,"{'както': 7.04254150390625, 'е': 2.271914482116699, 'известно': 11.410175323486328, 'светът': 21.760762691497803, 'не': 2.613344192504883, 'останал': 9.22148323059082, 'без': 4.303762435913086, 'добри': 10.844109535217285, 'хора.': 8.073931694030762}",как известно,"{'как': 0.0, 'известно': 6.380215167999268}",мир как известно не без добрых людей.,"{'мир': 0.0, 'как': 7.646386623382568, 'известно': 6.4293622970581055, 'не': 2.8836050033569336, 'без': 6.074745178222656, 'добрых': 3.000364303588867, 'людей.': 1.5868072509765625}",как это известно,"{'как': 0.0, 'это': 5.3333420753479, 'известно': 8.854122161865234}",мир как это известно не без добрых людей.,"{'мир': 0.0, 'как': 7.646386623382568, 'это': 5.451923370361328, 'известно': 7.659976959228516, 'не': 3.675994873046875, 'без': 6.307161331176758, 'добрых': 5.195611953735352, 'людей.': 2.7590866088867188}"
по негово мнение,"{'по': 0.0, 'негово': 19.94234275817871, 'мнение': 10.408500671386719}","сега той почна едно сепнато pizzicato, което по негово мнение изображаваше песента: „открадна-ла сей, бабината, сла-сланин-каа, сланинка, откраднала сей бабината сланинка“… която „сланинка “цяла е открадната от чешката „slaninka“.","{'сега': 7.128406524658203, 'той': 11.015889167785645, 'почна': 21.343178749084473, 'едно': 11.413492202758789, 'сепнато': 23.858198642730713, 'pizzicato,': 24.972020149230957, 'което': 3.5546131134033203, 'по': 5.620962142944336, 'негово': 7.711731910705566, 'мнение': 4.932609558105469, 'изображаваше': 13.56966781616211, 'песента:': 18.08560848236084, '„открадна-ла': 35.0782265663147, 'сей,': 14.685927391052246, 'бабината,': 20.9968204498291, 'сла-сланин-каа,': 44.98652172088623, 'сланинка,': 17.118889808654785, 'откраднала': 16.93846035003662, 'сей': 5.6852006912231445, 'бабината': 6.216048240661621, 'сланинка“…': 16.24949073791504, 'която': 12.882609367370605, '„сланинка': 16.09139919281006, '“цяла': 21.077802658081055, 'е': 5.757402420043945, 'открадната': 13.305802345275879, 'от': 2.924459457397461, 'чешката': 9.886194229125977, '„slaninka“.': 24.58317470550537}",по его мнению,"{'по': 0.0, 'его': 7.188804626464844, 'мнению': 1.915421485900879}","в данный момент он начал осторожное пиччикато, представлявшее, по его мнению, мотив песни: «украли у бабушки саль-це-е, сальце, украли у бабушки сальце», причем «сальце» это украдено целиком у чехов.","{'в': 0.0, 'данный': 9.010229110717773, 'момент': 0.07097434997558594, 'он': 3.7695159912109375, 'начал': 7.728488922119141, 'осторожное': 12.269384384155273, 'пиччикато,': 38.76510524749756, 'представлявшее,': 16.750073432922363, 'по': 3.302976608276367, 'его': 2.2359066009521484, 'мнению,': 0.46917152404785156, 'мотив': 10.51426887512207, 'песни:': 10.093393325805664, '«украли': 15.694293022155762, 'у': 5.354486465454102, 'бабушки': 0.3053398132324219, 'саль-це-е,': 38.811184883117676, 'сальце,': 9.085724830627441, 'украли': 9.23469352722168, 'сальце»,': 6.995059013366699, 'причем': 5.331790924072266, '«сальце»': 5.519096374511719, 'это': 3.794083595275879, 'украдено': 9.450511932373047, 'целиком': 7.095050811767578, 'чехов.': 13.378044128417969}",за его мнение,"{'за': 0.0, 'его': 6.063085079193115, 'мнение': 10.130497932434082}","в данный момент он начал осторожное пиччикато, представлявшее, за его мнение, мотив песни: «украли у бабушки саль-це-е, сальце, украли у бабушки сальце», причем «сальце» это украдено целиком у чехов.","{'в': 0.0, 'данный': 9.010229110717773, 'момент': 0.07097434997558594, 'он': 3.7695159912109375, 'начал': 7.728488922119141, 'осторожное': 12.269384384155273, 'пиччикато,': 38.76510524749756, 'представлявшее,': 16.750073432922363, 'за': 6.929576873779297, 'его': 5.108650207519531, 'мнение,': 9.618914604187012, 'мотив': 10.410259246826172, 'песни:': 11.55998706817627, '«украли': 15.568243026733398, 'у': 4.950013160705566, 'бабушки': 0.3005504608154297, 'саль-це-е,': 38.58777904510498, 'сальце,': 9.387423515319824, 'украли': 8.985892295837402, 'сальце»,': 6.747458457946777, 'причем': 5.612448692321777, '«сальце»': 5.5978803634643555, 'это': 3.7420654296875, 'украдено': 9.32726001739502, 'целиком': 7.15872859954834, 'чехов.': 13.524502754211426}"
с една дума,"{'с': 0.0, 'една': 18.367509841918945, 'дума': 8.568912506103516}","с една дума, всички бяха затънали в работа до гуша…","{'с': 0.0, 'една': 18.367509841918945, 'дума,': 10.954102516174316, 'всички': 9.927970886230469, 'бяха': 9.504202842712402, 'затънали': 22.27290916442871, 'в': 3.4435958862304688, 'работа': 8.805290222167969, 'до': 6.392423629760742, 'гуша…': 23.82792377471924}",одним словом,"{'одним': 6.0306901931762695, 'словом': 2.2404518127441406}","одним словом, дел было невпроворот…","{'одним': 6.0306901931762695, 'словом,': 2.908140182495117, 'дел': 8.548892974853516, 'было': 3.339249610900879, 'невпроворот…': 5.220849990844727}",с одной мыслью,"{'с': 0.0, 'одной': 8.108992576599121, 'мыслью': 8.385336875915527}","с одной мыслью, дел было невпроворот…","{'с': 0.0, 'одной': 8.108992576599121, 'мыслью,': 9.779580116271973, 'дел': 10.23127555847168, 'было': 7.878407001495361, 'невпроворот…': 6.327541351318359}"
дето се вика,"{'дето': 5.855277061462402, 'се': 9.092284202575684, 'вика': 12.101546287536621}","дето се вика, останаха с пръст и устата!","{'дето': 5.855276584625244, 'се': 9.092283248901367, 'вика,': 15.284271240234375, 'останаха': 16.916961669921875, 'с': 4.081254959106445, 'пръст': 10.351838111877441, 'и': 3.086977005004883, 'устата!': 17.62965202331543}",что называется,"{'что': 0.0, 'называется': 7.739140510559082}","что называется, получили от тех ворот поворот!","{'что': 0.0, 'называется,': 9.779314041137695, 'получили': 9.15523624420166, 'от': 3.857341766357422, 'тех': 6.9004974365234375, 'ворот': 6.858960151672363, 'поворот!': 5.072509765625}",его зовут,"{'его': 0.0, 'зовут': 9.384222030639648}","его зовут, получили от тех ворот поворот!","{'его': 0.0, 'зовут,': 12.24080753326416, 'получили': 12.101160049438477, 'от': 3.2594194412231445, 'тех': 7.43797492980957, 'ворот': 7.910400390625, 'поворот!': 5.751412391662598}"
съдейки по всичко,"{'съдейки': 20.54966640472412, 'по': 4.845938682556152, 'всичко': 14.273705959320068}","момичето бързешком извади парите и ги хвърли в найлоновия плик, но съдейки по всичко, сумата бе смехотворна.","{'момичето': 21.086767196655273, 'бързешком': 29.919219970703125, 'извади': 12.944024085998535, 'парите': 9.356302261352539, 'и': 2.3828916549682617, 'ги': 4.850461006164551, 'хвърли': 8.618043899536133, 'в': 1.628936767578125, 'найлоновия': 25.269963264465332, 'плик,': 13.896796226501465, 'но': 3.237957000732422, 'съдейки': 17.99087429046631, 'по': 5.537793159484863, 'всичко,': 11.369104385375977, 'сумата': 11.226167678833008, 'бе': 3.5104618072509766, 'смехотворна.': 12.31070327758789}",судя по всему,"{'судя': 3.829318046569824, 'по': 0.02623748779296875, 'всему': 1.3844575881958008}","девушка торопливо достала деньги и бросила их в пакет, сумма, судя по всему, была смехотворная.","{'девушка': 6.539580345153809, 'торопливо': 8.431848526000977, 'достала': 5.09359073638916, 'деньги': 4.403741836547852, 'и': 1.0172405242919922, 'бросила': 4.633715629577637, 'их': 0.7655315399169922, 'в': 1.2881202697753906, 'пакет,': 6.364699363708496, 'сумма,': 17.12186336517334, 'судя': 3.375761032104492, 'по': 0.0011749267578125, 'всему,': 0.8802680969238281, 'была': 0.5675468444824219, 'смехотворная.': 9.22247314453125}",судить по всему,"{'судить': 8.354372024536133, 'по': 3.7122745513916016, 'всему': 5.238885879516602}","девушка торопливо достала деньги и бросила их в пакет, сумма, судить по всему, была смехотворная.","{'девушка': 6.539580345153809, 'торопливо': 8.431848526000977, 'достала': 5.09359073638916, 'деньги': 4.403741836547852, 'и': 1.0172405242919922, 'бросила': 4.633715629577637, 'их': 0.7655315399169922, 'в': 1.2881202697753906, 'пакет,': 6.364699363708496, 'сумма,': 17.12186336517334, 'судить': 16.43243980407715, 'по': 1.1923627853393555, 'всему,': 2.4291391372680664, 'была': 0.5966053009033203, 'смехотворная.': 8.25047492980957}"
за бога,"{'за': 0.0, 'бога': 10.089173316955566}","пишете, за бога, пишете, ще чакам!","{'пишете,': 10.95707893371582, 'за': 6.356280326843262, 'бога,': 13.558158874511719, 'ще': 11.43507194519043, 'чакам!': 22.654314041137695}",ради бога,"{'ради': 0.0, 'бога': 11.743861198425293}","пишите, ради бога пишите, я буду ждать!","{'пишите,': 11.418601036071777, 'ради': 7.419759750366211, 'бога': 1.0819053649902344, 'я': 3.047975540161133, 'буду': 3.404186248779297, 'ждать!': 4.8194580078125}",за бога,"{'за': 0.0, 'бога': 10.089173316955566}","пишите, за бога пишите, я буду ждать!","{'пишите,': 9.921894073486328, 'за': 6.252485275268555, 'бога': 11.244186401367188, 'я': 4.478867530822754, 'буду': 4.587752342224121, 'ждать!': 6.903714179992676}"
все пак,"{'все': 0.0, 'пак': 11.573333740234375}",но все пак… моля ви да си спомните накъде хукна другият престъпник.,"{'но': 0.0, 'все': 6.3282599449157715, 'пак…': 21.515378952026367, 'моля': 16.0086612701416, 'ви': 8.827497482299805, 'да': 5.703300476074219, 'си': 6.959798336029053, 'спомните': 7.438154220581055, 'накъде': 16.060626983642578, 'хукна': 20.678874015808105, 'другият': 15.755125999450684, 'престъпник.': 11.142797470092773}",все же,"{'все': 0.0, 'же': 5.203333377838135}","и все же… пожалуйста, вспомните, куда побежал второй преступник?","{'и': 0.0, 'все': 6.378076553344727, 'же…': 7.662065505981445, 'пожалуйста,': 10.482236862182617, 'вспомните,': 8.072021484375, 'куда': 5.443599700927734, 'побежал': 9.021350860595703, 'второй': 6.776763916015625, 'преступник?': 6.714269638061523}",все снова,"{'все': 0.0, 'снова': 8.621589660644531}","и все снова… пожалуйста, вспомните, куда побежал второй преступник?","{'и': 0.0, 'все': 6.378076553344727, 'снова…': 13.83774709701538, 'пожалуйста,': 10.955412864685059, 'вспомните,': 8.357972145080566, 'куда': 5.8263444900512695, 'побежал': 9.321168899536133, 'второй': 7.1793975830078125, 'преступник?': 7.9955596923828125}"
още и,"{'още': 6.329789161682129, 'и': 3.951817512512207}",тази операция е скъпа още и заради бащините чувства.,"{'тази': 7.59019136428833, 'операция': 12.570671081542969, 'е': 8.936716079711914, 'скъпа': 15.366473197937012, 'още': 8.636849403381348, 'и': 4.117071151733398, 'заради': 7.806166648864746, 'бащините': 17.774937629699707, 'чувства.': 12.42276668548584}",еще и,"{'еще': 0.0, 'и': 3.6758852005004883}",эта операция дорога еще и по отцовским чувствам.,"{'эта': 0.0, 'операция': 9.708070755004883, 'дорога': 11.898643493652344, 'еще': 6.629481315612793, 'и': 2.1212663650512695, 'по': 4.017486572265625, 'отцовским': 12.746795654296875, 'чувствам.': 5.668966293334961}",больше и,"{'больше': 0.0, 'и': 3.991888999938965}",эта операция дорога больше и по отцовским чувствам.,"{'эта': 0.0, 'операция': 9.708070755004883, 'дорога': 11.898643493652344, 'больше': 8.968297004699707, 'и': 5.312920570373535, 'по': 5.960005760192871, 'отцовским': 14.334915161132812, 'чувствам.': 6.45482063293457}"
ли е,"{'ли': 0.0, 'е': 9.593622207641602}",за кавказ ли е? равнодушно попита колка.,"{'за': 0.0, 'кавказ': 12.229192733764648, 'ли': 13.841869354248047, 'е?': 12.619318008422852, 'равнодушно': 16.259634017944336, 'попита': 17.74396800994873, 'колка.': 23.719487190246582}",что ли,"{'что': 0.0, 'ли': 6.380331516265869}","про кавказ, что ли? скучно поинтересовался колька.","{'про': 0.0, 'кавказ,': 20.844666481018066, 'что': 4.014176368713379, 'ли?': 3.2180747985839844, 'скучно': 12.17451286315918, 'поинтересовался': 14.652851104736328, 'колька.': 15.646012306213379}",или есть,"{'или': 0.0, 'есть': 7.381984710693359}","про кавказ, или есть? скучно поинтересовался колька.","{'про': 0.0, 'кавказ,': 20.844666481018066, 'или': 4.502536773681641, 'есть?': 11.336018562316895, 'скучно': 12.589241027832031, 'поинтересовался': 15.345457077026367, 'колька.': 15.818832397460938}"
камо ли,"{'камо': 8.192022323608398, 'ли': 10.130746841430664}","ами той, ако искаш да знаеш, дори мислите ни чува! камо ли разговорите…","{'ами': 0.0, 'той,': 13.061864852905273, 'ако': 13.894771575927734, 'искаш': 13.574580192565918, 'да': 7.254899501800537, 'знаеш,': 11.043652057647705, 'дори': 8.494919776916504, 'мислите': 11.754392623901367, 'ни': 7.597907066345215, 'чува!': 13.873961448669434, 'камо': 14.244731903076172, 'ли': 6.609416961669922, 'разговорите…': 20.944744110107422}",не то что,"{'не': 0.0, 'то': 7.172945976257324, 'что': 1.6347408294677734}","да он, если хочешь знать, даже наши мысли слышит! не то что разговоры…","{'да': 0.0, 'он,': 10.725100994110107, 'если': 4.94038200378418, 'хочешь': 4.836198806762695, 'знать,': 1.8330354690551758, 'даже': 4.0997114181518555, 'наши': 9.5712890625, 'мысли': 5.777242660522461, 'слышит!': 7.225935935974121, 'не': 10.013391494750977, 'то': 1.6863536834716797, 'что': 0.4149188995361328, 'разговоры…': 10.044292449951172}",уже ли,"{'уже': 0.0, 'ли': 6.033292770385742}","да он, если хочешь знать, даже наши мысли слышит! уже ли разговоры…","{'да': 0.0, 'он,': 10.725100994110107, 'если': 4.94038200378418, 'хочешь': 4.836198806762695, 'знать,': 1.8330354690551758, 'даже': 4.0997114181518555, 'наши': 9.5712890625, 'мысли': 5.777242660522461, 'слышит!': 7.225935935974121, 'уже': 12.583635330200195, 'ли': 7.774080276489258, 'разговоры…': 20.07212734222412}"
едва ли не,"{'едва': 8.080429077148438, 'ли': 3.121053695678711, 'не': 2.5206966400146484}","той имаше сбръчкано личице, редички бели косици и напрегнат и едва ли не страхлив поглед.","{'той': 0.0, 'имаше': 20.04209327697754, 'сбръчкано': 37.1735200881958, 'личице,': 17.68036937713623, 'редички': 19.020610809326172, 'бели': 8.93636417388916, 'косици': 14.453348159790039, 'и': 5.491405487060547, 'напрегнат': 21.065552711486816, 'едва': 9.198244094848633, 'ли': 2.136495590209961, 'не': 0.7293739318847656, 'страхлив': 13.946681022644043, 'поглед.': 11.470346450805664}",едва ли не,"{'едва': 8.080429077148438, 'ли': 3.121053695678711, 'не': 2.5206966400146484}","сморщенное личико, редкие седые волосы, настороженный и едва ли не пугливый взгляд.","{'сморщенное': 11.530704498291016, 'личико,': 4.66610050201416, 'редкие': 7.563135147094727, 'седые': 2.4079437255859375, 'волосы,': 0.9787349700927734, 'настороженный': 7.934250354766846, 'и': 3.9944753646850586, 'едва': 7.677212715148926, 'ли': 1.8957023620605469, 'не': 0.09703254699707031, 'пугливый': 7.106487274169922, 'взгляд.': 0.7983303070068359}",почти что не,"{'почти': 0.0, 'что': 4.318419456481934, 'не': 3.6534881591796875}","сморщенное личико, редкие седые волосы, настороженный и почти что не пугливый взгляд.","{'сморщенное': 11.530704498291016, 'личико,': 4.66610050201416, 'редкие': 7.563135147094727, 'седые': 2.4079437255859375, 'волосы,': 0.9787349700927734, 'настороженный': 7.934250354766846, 'и': 3.9944753646850586, 'почти': 6.263191223144531, 'что': 4.2504730224609375, 'не': 4.757579803466797, 'пугливый': 7.827559471130371, 'взгляд.': 0.8534946441650391}"
нищо подобно,"{'нищо': 11.331718921661377, 'подобно': 12.710935592651367}","от двайсет и пет години насам, професоре, кълна ви се, нищо подобно.","{'от': 0.0, 'двайсет': 28.184471130371094, 'и': 4.264652252197266, 'пет': 7.831859588623047, 'години': 15.246065139770508, 'насам,': 15.52316951751709, 'професоре,': 17.008304595947266, 'кълна': 18.809351921081543, 'ви': 6.808281898498535, 'се,': 10.110397338867188, 'нищо': 9.504595756530762, 'подобно.': 10.530193328857422}",ничего подобного,"{'ничего': 0.0, 'подобного': 7.7904767990112305}","двадцать пять лет, клянусь богом, профессор, ничего подобного.","{'двадцать': 5.635366916656494, 'пять': 2.098896026611328, 'лет,': 4.1943254470825195, 'клянусь': 10.179295539855957, 'богом,': 4.198446273803711, 'профессор,': 11.916299819946289, 'ничего': 6.911903381347656, 'подобного.': 4.526379585266113}",ничего подобно,"{'ничего': 0.0, 'подобно': 10.385635375976562}","двадцать пять лет, клянусь богом, профессор, ничего подобно.","{'двадцать': 5.635366916656494, 'пять': 2.098896026611328, 'лет,': 4.1943254470825195, 'клянусь': 10.179295539855957, 'богом,': 4.198446273803711, 'профессор,': 11.916299819946289, 'ничего': 6.911903381347656, 'подобно.': 13.162768363952637}"
добре де,"{'добре': 5.421053886413574, 'де': 9.440032958984375}","добре де, пошегувах се, имам само едно огледало и то се намира в антрето…","{'добре': 5.421053886413574, 'де,': 14.297019004821777, 'пошегувах': 35.248141288757324, 'се,': 9.901672840118408, 'имам': 8.586718559265137, 'само': 7.919017791748047, 'едно': 6.482643127441406, 'огледало': 13.283018112182617, 'и': 3.302825927734375, 'то': 3.770303726196289, 'се': 4.362794876098633, 'намира': 11.150900840759277, 'в': 2.7226762771606445, 'антрето…': 24.77853775024414}",да ладно,"{'да': 0.0, 'ладно': 10.82226276397705}","да ладно, я пошутил, зеркало всего одно и то в прихожей…","{'да': 0.0, 'ладно,': 11.621466636657715, 'я': 3.2629261016845703, 'пошутил,': 7.91380500793457, 'зеркало': 11.915014266967773, 'всего': 8.292993545532227, 'одно': 1.9760723114013672, 'и': 2.9828968048095703, 'то': 2.5106849670410156, 'в': 2.7574167251586914, 'прихожей…': 7.549022674560547}",хорошо же,"{'хорошо': 0.0, 'же': 6.033421993255615}","хорошо же, я пошутил, зеркало всего одно и то в прихожей…","{'хорошо': 0.0, 'же,': 7.331461429595947, 'я': 3.9688472747802734, 'пошутил,': 9.82903003692627, 'зеркало': 12.819883346557617, 'всего': 8.268516540527344, 'одно': 2.3404178619384766, 'и': 3.0869674682617188, 'то': 3.0298614501953125, 'в': 3.097341537475586, 'прихожей…': 6.570035934448242}"
