phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
по такъв начин,"{'по': 7.259134769439697, 'такъв': 25.263519287109375, 'начин': 17.25949478149414}",по такъв начин този проблем с военните превози е решен.,"{'по': 5.850282669067383, 'такъв': 20.718074798583984, 'начин': 14.43571949005127, 'този': 12.228744506835938, 'проблем': 6.4376420974731445, 'с': 3.333101272583008, 'военните': 12.947966575622559, 'превози': 19.995746612548828, 'е': 6.3852314949035645, 'решен.': 13.875134468078613}",таким образом,"{'таким': 0.10242652893066406, 'образом': 1.592524528503418}","таким образом, эта проблема военных перевозок была разрешена.","{'таким': 0.07474708557128906, 'образом,': 0.0765838623046875, 'эта': 2.1856346130371094, 'проблема': 2.3886184692382812, 'военных': 4.20706844329834, 'перевозок': 4.677554130554199, 'была': 1.5710926055908203, 'разрешена.': 0.8035411834716797}",по такому способу,"{'по': 0.5069503784179688, 'такому': 2.9321422576904297, 'способу': 2.7200536727905273}","по такому способу, эта проблема военных перевозок была разрешена.","{'по': 2.533498764038086, 'такому': 0.9101982116699219, 'способу,': 4.204345703125, 'эта': 2.861907958984375, 'проблема': 3.4977807998657227, 'военных': 4.124164581298828, 'перевозок': 5.676729202270508, 'была': 3.219482421875, 'разрешена.': 1.2546157836914062}"
във всеки случай,"{'във': 19.492128372192383, 'всеки': 18.310195922851562, 'случай': 12.196479797363281}",във всеки случай сега съм сам и изоставен.,"{'във': 12.404484272003174, 'всеки': 12.39216136932373, 'случай': 12.919943809509277, 'сега': 17.27170467376709, 'съм': 3.5144948959350586, 'сам': 7.636758327484131, 'и': 4.3441314697265625, 'изоставен.': 24.960113525390625}",во всяком случае,"{'во': 0.22435951232910156, 'всяком': 0.0062408447265625, 'случае': 0.00476837158203125}","во всяком случае, сижу один.","{'во': 2.357616424560547, 'всяком': 0.00080108642578125, 'случае,': 1.9264917373657227, 'сижу': 11.85175609588623, 'один.': 4.884779930114746}",во всякий случай,"{'во': 11.527143478393555, 'всякий': 0.7708930969238281, 'случай': 0.10909652709960938}","во всякий случай, сижу один.","{'во': 12.380217552185059, 'всякий': 0.16159629821777344, 'случай,': 5.33631706237793, 'сижу': 10.936752319335938, 'один.': 4.495277404785156}"
между другото,"{'между': 9.609882354736328, 'другото': 17.323720932006836}",и между другото въпросният „един час време отдавна беше минал.,"{'и': 2.971590042114258, 'между': 8.303489685058594, 'другото': 13.994895935058594, 'въпросният': 36.06164503097534, '„един': 20.08669662475586, 'час': 9.156938552856445, 'време': 8.033182144165039, 'отдавна': 22.811067581176758, 'беше': 11.479288578033447, 'минал.': 16.505818367004395}",между прочим,"{'между': 1.1731338500976562, 'прочим': 1.9455080032348633}","между прочим, и «часок» давно уже миновал.","{'между': 1.328481674194336, 'прочим,': 1.414520263671875, 'и': 6.199129104614258, '«часок»': 17.381616592407227, 'давно': 3.7705764770507812, 'уже': 0.20743179321289062, 'миновал.': 8.334063053131104}",между другим,"{'между': 6.3692779541015625, 'другим': 8.537988662719727}","между другим, и «часок» давно уже миновал.","{'между': 7.1152849197387695, 'другим,': 16.434107780456543, 'и': 5.237112045288086, '«часок»': 17.101274490356445, 'давно': 3.7204208374023438, 'уже': 0.2645587921142578, 'миновал.': 7.174411296844482}"
може да се каже,"{'може': 4.7615814208984375, 'да': 8.32124137878418, 'се': 8.650660514831543, 'каже': 5.205862045288086}","всичко това спомогна най-вече и за този неочакван случай, благодарение на който сега се променя, може да се каже, цялата ни съдба.","{'всичко': 11.789592742919922, 'това': 6.157342910766602, 'спомогна': 12.398887634277344, 'най-вече': 22.990671157836914, 'и': 4.324395179748535, 'за': 1.611612319946289, 'този': 9.13936996459961, 'неочакван': 29.46041202545166, 'случай,': 18.32827854156494, 'благодарение': 13.139469146728516, 'на': 5.598320960998535, 'който': 9.603612899780273, 'сега': 11.396642684936523, 'се': 3.07645320892334, 'променя,': 12.756752014160156, 'може': 4.792776107788086, 'да': 4.9625444412231445, 'каже,': 5.004433631896973, 'цялата': 18.61579132080078, 'ни': 6.112565040588379, 'съдба.': 16.01935577392578}",можно сказать,"{'можно': 3.980682373046875, 'сказать': 8.185503005981445}","все это способствовало главным образом и тому неожиданному случаю, через который теперь меняется, можно сказать, вся судьба наша.","{'все': 3.0635147094726562, 'это': 0.018003463745117188, 'способствовало': 3.298961639404297, 'главным': 0.9501743316650391, 'образом': 0.0051517486572265625, 'и': 1.2196617126464844, 'тому': 0.3983478546142578, 'неожиданному': 0.2562217712402344, 'случаю,': 6.3545989990234375, 'через': 2.640988349914551, 'который': 0.039417266845703125, 'теперь': 3.989321708679199, 'меняется,': 6.053045272827148, 'можно': 0.8022384643554688, 'сказать,': 0.018444061279296875, 'вся': 1.5986309051513672, 'судьба': 4.494807243347168, 'наша.': 5.151542663574219}",может себе сказать,"{'может': 6.267319679260254, 'себе': 7.65614652633667, 'сказать': 9.068046569824219}","все это способствовало главным образом и тому неожиданному случаю, через который теперь меняется, может себе сказать, вся судьба наша.","{'все': 2.9102745056152344, 'это': 0.01959991455078125, 'способствовало': 2.9144821166992188, 'главным': 1.062973976135254, 'образом': 0.003711700439453125, 'и': 1.226339340209961, 'тому': 0.2512340545654297, 'неожиданному': 0.3008308410644531, 'случаю,': 6.331923484802246, 'через': 2.982924461364746, 'который': 0.05297279357910156, 'теперь': 3.9854507446289062, 'меняется,': 6.067507743835449, 'может': 8.019969940185547, 'себе': 8.34732723236084, 'сказать,': 1.5557994842529297, 'вся': 2.313081741333008, 'судьба': 4.517307281494141, 'наша.': 3.9065914154052734}"
в същност,"{'в': 4.833474159240723, 'същност': 23.59934711456299}","в същност тя не „заставаше, а някак витаеше наоколо му като една сянка, която неочаквано беше добила едно ново измерение, плътността.","{'в': 4.095240592956543, 'същност': 18.873042106628418, 'тя': 9.518033027648926, 'не': 0.6462602615356445, '„заставаше,': 31.370195388793945, 'а': 1.9374799728393555, 'някак': 19.233781337738037, 'витаеше': 21.573296546936035, 'наоколо': 21.61364459991455, 'му': 9.729854583740234, 'като': 5.768092155456543, 'една': 7.545917987823486, 'сянка,': 15.76856517791748, 'която': 10.413899421691895, 'неочаквано': 28.47824478149414, 'беше': 6.053391456604004, 'добила': 14.888638496398926, 'едно': 4.261666297912598, 'ново': 7.667349338531494, 'измерение,': 8.982025146484375, 'плътността.': 31.99236488342285}",в сущности,"{'в': 6.121804237365723, 'сущности': 10.129158020019531}","в сущности, она не «возникала», а как бы витала рядом, подобно тени, неожиданно обретшей плоть, еще одно измерение.","{'в': 4.041940689086914, 'сущности,': 3.138845443725586, 'она': 0.4835529327392578, 'не': 0.00206756591796875, '«возникала»,': 2.9872207641601562, 'а': 0.9634857177734375, 'как': 0.17874717712402344, 'бы': 0.18281173706054688, 'витала': 3.7374706268310547, 'рядом,': 2.428203582763672, 'подобно': 0.20487403869628906, 'тени,': 2.1688623428344727, 'неожиданно': 2.697935104370117, 'обретшей': 1.6234664916992188, 'плоть,': 8.941985130310059, 'еще': 1.1039247512817383, 'одно': 0.2217388153076172, 'измерение.': 2.271890640258789}",в сущность,"{'в': 7.892020225524902, 'сущность': 13.166484832763672}","в сущность, она не «возникала», а как бы витала рядом, подобно тени, неожиданно обретшей плоть, еще одно измерение.","{'в': 10.151837348937988, 'сущность,': 14.425403594970703, 'она': 3.2659358978271484, 'не': 0.003200531005859375, '«возникала»,': 4.454252243041992, 'а': 0.8762435913085938, 'как': 0.21139907836914062, 'бы': 0.231903076171875, 'витала': 2.5043411254882812, 'рядом,': 1.9868850708007812, 'подобно': 0.3266792297363281, 'тени,': 2.3949623107910156, 'неожиданно': 2.980222702026367, 'обретшей': 2.5711870193481445, 'плоть,': 7.934329032897949, 'еще': 0.9868259429931641, 'одно': 0.16648101806640625, 'измерение.': 2.0810766220092773}"
както е известно,"{'както': 15.3211088180542, 'е': 9.750039100646973, 'известно': 15.018182754516602}",както е известно светът не е останал без добри хора.,"{'както': 14.314467430114746, 'е': 1.7801055908203125, 'известно': 13.426850318908691, 'светът': 20.02188014984131, 'не': 4.055078506469727, 'останал': 17.2304105758667, 'без': 4.9551286697387695, 'добри': 12.139826774597168, 'хора.': 10.355764389038086}",как известно,"{'как': 4.219122886657715, 'известно': 7.500978946685791}",мир как известно не без добрых людей.,"{'мир': 2.490283966064453, 'как': 0.04789924621582031, 'известно': 0.8318796157836914, 'не': 0.057437896728515625, 'без': 0.0880126953125, 'добрых': 0.059719085693359375, 'людей.': 0.3292427062988281}",как это известно,"{'как': 6.75330924987793, 'это': 4.611573219299316, 'известно': 11.323060035705566}",мир как это известно не без добрых людей.,"{'мир': 3.137125015258789, 'как': 1.947885513305664, 'это': 4.1258440017700195, 'известно': 4.897734642028809, 'не': 0.3481864929199219, 'без': 0.18108749389648438, 'добрых': 0.08691024780273438, 'людей.': 0.3116035461425781}"
по негово мнение,"{'по': 7.643874168395996, 'негово': 24.65806293487549, 'мнение': 11.691932678222656}","сега той почна едно сепнато pizzicato, което по негово мнение изображаваше песента: „открадна-ла сей, бабината, сла-сланин-каа, сланинка, откраднала сей бабината сланинка“… която „сланинка “цяла е открадната от чешката „slaninka“.","{'сега': 12.63663101196289, 'той': 7.775168418884277, 'почна': 12.407562255859375, 'едно': 9.98385763168335, 'сепнато': 23.730584144592285, 'pizzicato,': 18.98508358001709, 'което': 10.255104064941406, 'по': 4.716936111450195, 'негово': 13.202052116394043, 'мнение': 11.342355728149414, 'изображаваше': 23.85421133041382, 'песента:': 17.177027702331543, '„открадна-ла': 10.940685272216797, 'сей,': 6.067811012268066, 'бабината,': 0.2885618209838867, 'сла-сланин-каа,': 20.91226100921631, 'сланинка,': 0.9108171463012695, 'откраднала': 6.734174728393555, 'сей': 5.680665016174316, 'бабината': 0.1009063720703125, 'сланинка“…': 4.498605728149414, 'която': 19.804244995117188, '„сланинка': 2.1353187561035156, '“цяла': 19.896239280700684, 'е': 6.537508010864258, 'открадната': 1.1019487380981445, 'от': 2.675142288208008, 'чешката': 12.446022510528564, '„slaninka“.': 2.1493263244628906}",по его мнению,"{'по': 1.0882339477539062, 'его': 1.2672805786132812, 'мнению': 2.710674285888672}","в данный момент он начал осторожное пиччикато, представлявшее, по его мнению, мотив песни: «украли у бабушки саль-це-е, сальце, украли у бабушки сальце», причем «сальце» это украдено целиком у чехов.","{'в': 4.117982864379883, 'данный': 4.638484954833984, 'момент': 0.024951934814453125, 'он': 0.8339872360229492, 'начал': 5.277831077575684, 'осторожное': 8.494771003723145, 'пиччикато,': 12.739785194396973, 'представлявшее,': 4.473293304443359, 'по': 0.0011997222900390625, 'его': 0.3880615234375, 'мнению,': 1.9858474731445312, 'мотив': 3.950425148010254, 'песни:': 6.327746391296387, '«украли': 2.7760181427001953, 'у': 0.08837699890136719, 'бабушки': 0.06323623657226562, 'саль-це-е,': 5.685546875, 'сальце,': 0.4119987487792969, 'украли': 0.025136947631835938, 'сальце»,': 1.3003807067871094, 'причем': 0.8907489776611328, '«сальце»': 0.020765304565429688, 'это': 4.298532485961914, 'украдено': 0.43552398681640625, 'целиком': 6.948214530944824, 'чехов.': 3.6912403106689453}",за его мнение,"{'за': 8.591241836547852, 'его': 3.9919538497924805, 'мнение': 7.463592529296875}","в данный момент он начал осторожное пиччикато, представлявшее, за его мнение, мотив песни: «украли у бабушки саль-це-е, сальце, украли у бабушки сальце», причем «сальце» это украдено целиком у чехов.","{'в': 3.5386505126953125, 'данный': 4.333487510681152, 'момент': 0.029781341552734375, 'он': 0.9506492614746094, 'начал': 5.367383003234863, 'осторожное': 8.146061897277832, 'пиччикато,': 13.548593521118164, 'представлявшее,': 3.715240478515625, 'за': 9.361286163330078, 'его': 0.6253185272216797, 'мнение,': 8.474748611450195, 'мотив': 3.539576530456543, 'песни:': 6.896631240844727, '«украли': 2.8504180908203125, 'у': 0.11177444458007812, 'бабушки': 0.0651092529296875, 'саль-це-е,': 5.71720027923584, 'сальце,': 0.4500083923339844, 'украли': 0.026226043701171875, 'сальце»,': 1.5492286682128906, 'причем': 1.0275459289550781, '«сальце»': 0.02710723876953125, 'это': 4.5174407958984375, 'украдено': 0.5697135925292969, 'целиком': 6.797619819641113, 'чехов.': 3.280514717102051}"
с една дума,"{'с': 8.081592559814453, 'една': 17.88303232192993, 'дума': 6.934258460998535}","с една дума, всички бяха затънали в работа до гуша…","{'с': 7.004728317260742, 'една': 16.127066612243652, 'дума,': 7.311489105224609, 'всички': 16.010432720184326, 'бяха': 9.648194313049316, 'затънали': 23.577216625213623, 'в': 4.278064727783203, 'работа': 9.797630310058594, 'до': 7.44072151184082, 'гуша…': 22.98844814300537}",одним словом,"{'одним': 0.0293426513671875, 'словом': 4.117435455322266}","одним словом, дел было невпроворот…","{'одним': 0.06608009338378906, 'словом,': 1.5292243957519531, 'дел': 1.3867816925048828, 'было': 2.032299041748047, 'невпроворот…': 7.533419609069824}",с одной мыслью,"{'с': 0.6771221160888672, 'одной': 2.3716869354248047, 'мыслью': 6.862239837646484}","с одной мыслью, дел было невпроворот…","{'с': 1.1860313415527344, 'одной': 3.396608352661133, 'мыслью,': 11.651054382324219, 'дел': 0.8969898223876953, 'было': 4.475384712219238, 'невпроворот…': 6.950018882751465}"
дето се вика,"{'дето': 12.115259170532227, 'се': 8.974212646484375, 'вика': 10.446096420288086}","дето се вика, останаха с пръст и устата!","{'дето': 11.758281707763672, 'се': 5.502442836761475, 'вика,': 13.410123825073242, 'останаха': 22.315814971923828, 'с': 6.9952073097229, 'пръст': 19.170955657958984, 'и': 5.636147499084473, 'устата!': 14.69583511352539}",что называется,"{'что': 5.831097602844238, 'называется': 11.180017471313477}","что называется, получили от тех ворот поворот!","{'что': 1.5312919616699219, 'называется,': 4.757403373718262, 'получили': 6.965716361999512, 'от': 0.09185600280761719, 'тех': 4.329207420349121, 'ворот': 0.4767780303955078, 'поворот!': 2.9270124435424805}",его зовут,"{'его': 2.6890335083007812, 'зовут': 5.189837455749512}","его зовут, получили от тех ворот поворот!","{'его': 7.707723617553711, 'зовут,': 13.370823383331299, 'получили': 9.67036247253418, 'от': 0.14696311950683594, 'тех': 5.335444450378418, 'ворот': 0.6404294967651367, 'поворот!': 4.895602226257324}"
съдейки по всичко,"{'съдейки': 30.035700798034668, 'по': 9.509588241577148, 'всичко': 16.840394973754883}","момичето бързешком извади парите и ги хвърли в найлоновия плик, но съдейки по всичко, сумата бе смехотворна.","{'момичето': 24.3989896774292, 'бързешком': 22.854363441467285, 'извади': 17.047450065612793, 'парите': 13.732809066772461, 'и': 4.641590118408203, 'ги': 8.890029907226562, 'хвърли': 11.975936889648438, 'в': 2.9831438064575195, 'найлоновия': 25.163928985595703, 'плик,': 16.76974391937256, 'но': 3.231736183166504, 'съдейки': 20.569259643554688, 'по': 6.69918155670166, 'всичко,': 16.991482257843018, 'сумата': 14.009407043457031, 'бе': 5.936215400695801, 'смехотворна.': 5.119339942932129}",судя по всему,"{'судя': 0.008989334106445312, 'по': 0.0009746551513671875, 'всему': 2.029435157775879}","девушка торопливо достала деньги и бросила их в пакет, сумма, судя по всему, была смехотворная.","{'девушка': 3.486063003540039, 'торопливо': 5.277965545654297, 'достала': 2.2402210235595703, 'деньги': 0.11119461059570312, 'и': 0.17193603515625, 'бросила': 1.8179817199707031, 'их': 0.10616683959960938, 'в': 0.010366439819335938, 'пакет,': 8.975687026977539, 'сумма,': 0.4371490478515625, 'судя': 0.0005702972412109375, 'по': 0.0007877349853515625, 'всему,': 0.08498001098632812, 'была': 0.48812294006347656, 'смехотворная.': 1.5914955139160156}",судить по всему,"{'судить': 5.143747329711914, 'по': 0.03166770935058594, 'всему': 7.305471420288086}","девушка торопливо достала деньги и бросила их в пакет, сумма, судить по всему, была смехотворная.","{'девушка': 3.539854049682617, 'торопливо': 5.212491989135742, 'достала': 2.3136157989501953, 'деньги': 0.13183212280273438, 'и': 0.22310447692871094, 'бросила': 1.885833740234375, 'их': 0.09826087951660156, 'в': 0.010936737060546875, 'пакет,': 9.254568099975586, 'сумма,': 0.8051033020019531, 'судить': 12.715080261230469, 'по': 0.00084686279296875, 'всему,': 0.7928428649902344, 'была': 0.45906639099121094, 'смехотворная.': 1.3747100830078125}"
за бога,"{'за': 4.831442832946777, 'бога': 9.72297477722168}","пишете, за бога, пишете, ще чакам!","{'пишете,': 3.2592525482177734, 'за': 7.648794174194336, 'бога,': 13.05003833770752, 'ще': 6.882193565368652, 'чакам!': 21.87306308746338}",ради бога,"{'ради': 0.11795806884765625, 'бога': 4.243377685546875}","пишите, ради бога пишите, я буду ждать!","{'пишите,': 2.475691795349121, 'ради': 0.00241851806640625, 'бога': 0.2743263244628906, 'я': 0.25885963439941406, 'буду': 0.38144683837890625, 'ждать!': 1.819803237915039}",за бога,"{'за': 4.831442832946777, 'бога': 9.72297477722168}","пишите, за бога пишите, я буду ждать!","{'пишите,': 4.71197509765625, 'за': 12.337851524353027, 'бога': 10.399633407592773, 'я': 0.3708686828613281, 'буду': 0.08810997009277344, 'ждать!': 2.151392936706543}"
все пак,"{'все': 8.776568412780762, 'пак': 16.052581787109375}",но все пак… моля ви да си спомните накъде хукна другият престъпник.,"{'но': 4.207294464111328, 'все': 6.274163722991943, 'пак…': 22.858860969543457, 'моля': 13.092499732971191, 'ви': 6.954307556152344, 'да': 3.3995256423950195, 'си': 6.069648742675781, 'спомните': 10.870645523071289, 'накъде': 14.06085729598999, 'хукна': 21.11423969268799, 'другият': 17.74489116668701, 'престъпник.': 18.969621658325195}",все же,"{'все': 6.912221908569336, 'же': 6.580254554748535}","и все же… пожалуйста, вспомните, куда побежал второй преступник?","{'и': 2.313814163208008, 'все': 0.28821372985839844, 'же…': 8.981075286865234, 'пожалуйста,': 3.9400529861450195, 'вспомните,': 6.35365104675293, 'куда': 0.11894035339355469, 'побежал': 3.8873138427734375, 'второй': 3.4513492584228516, 'преступник?': 6.010096549987793}",все снова,"{'все': 4.977802276611328, 'снова': 11.12451171875}","и все снова… пожалуйста, вспомните, куда побежал второй преступник?","{'и': 2.023069381713867, 'все': 4.352654457092285, 'снова…': 20.74262809753418, 'пожалуйста,': 5.999421119689941, 'вспомните,': 6.362757682800293, 'куда': 0.19496917724609375, 'побежал': 3.9676742553710938, 'второй': 3.494020462036133, 'преступник?': 6.589838027954102}"
още и,"{'още': 17.2249698638916, 'и': 7.939959526062012}",тази операция е скъпа още и заради бащините чувства.,"{'тази': 18.91831111907959, 'операция': 12.016393661499023, 'е': 7.039628505706787, 'скъпа': 25.25506067276001, 'още': 11.654284954071045, 'и': 4.25572395324707, 'заради': 4.6356096267700195, 'бащините': 24.50717544555664, 'чувства.': 10.96049976348877}",еще и,"{'еще': 5.6047210693359375, 'и': 8.116729736328125}",эта операция дорога еще и по отцовским чувствам.,"{'эта': 2.05255126953125, 'операция': 4.750875473022461, 'дорога': 11.490962982177734, 'еще': 1.2005329132080078, 'и': 0.027395248413085938, 'по': 4.952543258666992, 'отцовским': 1.3285961151123047, 'чувствам.': 3.098574638366699}",больше и,"{'больше': 3.5273313522338867, 'и': 8.011219024658203}",эта операция дорога больше и по отцовским чувствам.,"{'эта': 3.0302658081054688, 'операция': 5.295868873596191, 'дорога': 13.49711799621582, 'больше': 9.984570503234863, 'и': 6.719028472900391, 'по': 5.939319610595703, 'отцовским': 1.662872314453125, 'чувствам.': 3.968832015991211}"
ли е,"{'ли': 8.371784210205078, 'е': 15.119036674499512}",за кавказ ли е? равнодушно попита колка.,"{'за': 8.356240272521973, 'кавказ': 11.841995239257812, 'ли': 5.808294773101807, 'е?': 13.774559020996094, 'равнодушно': 13.84231185913086, 'попита': 15.755854606628418, 'колка.': 17.088459014892578}",что ли,"{'что': 2.698733329772949, 'ли': 9.988431930541992}","про кавказ, что ли? скучно поинтересовался колька.","{'про': 5.782926559448242, 'кавказ,': 12.020437240600586, 'что': 0.010240554809570312, 'ли?': 0.46648120880126953, 'скучно': 11.683476448059082, 'поинтересовался': 14.181487083435059, 'колька.': 20.295438766479492}",или есть,"{'или': 7.206508636474609, 'есть': 8.107553482055664}","про кавказ, или есть? скучно поинтересовался колька.","{'про': 5.96617317199707, 'кавказ,': 14.813057899475098, 'или': 5.8328704833984375, 'есть?': 9.018333911895752, 'скучно': 10.776275634765625, 'поинтересовался': 14.431797981262207, 'колька.': 21.074328422546387}"
камо ли,"{'камо': 13.087468147277832, 'ли': 9.876791954040527}","ами той, ако искаш да знаеш, дори мислите ни чува! камо ли разговорите…","{'ами': 9.704910278320312, 'той,': 8.766180992126465, 'ако': 6.75868034362793, 'искаш': 11.57758617401123, 'да': 4.330266952514648, 'знаеш,': 3.7047739028930664, 'дори': 12.30948543548584, 'мислите': 12.453633308410645, 'ни': 5.8469319343566895, 'чува!': 13.003108978271484, 'камо': 9.391475677490234, 'ли': 5.259706020355225, 'разговорите…': 21.58649253845215}",не то что,"{'не': 3.4082393646240234, 'то': 4.656603813171387, 'что': 8.813933372497559}","да он, если хочешь знать, даже наши мысли слышит! не то что разговоры…","{'да': 1.0207386016845703, 'он,': 0.5465984344482422, 'если': 0.0076427459716796875, 'хочешь': 0.7508373260498047, 'знать,': 0.10704612731933594, 'даже': 0.4587574005126953, 'наши': 1.5090980529785156, 'мысли': 0.52410888671875, 'слышит!': 5.351749420166016, 'не': 0.31720542907714844, 'то': 0.000988006591796875, 'что': 0.017757415771484375, 'разговоры…': 12.391740798950195}",уже ли,"{'уже': 6.224662780761719, 'ли': 9.425965309143066}","да он, если хочешь знать, даже наши мысли слышит! уже ли разговоры…","{'да': 2.018594741821289, 'он,': 0.5480747222900391, 'если': 0.0111846923828125, 'хочешь': 0.9779300689697266, 'знать,': 0.13999176025390625, 'даже': 1.1586265563964844, 'наши': 1.1038188934326172, 'мысли': 3.415464401245117, 'слышит!': 6.293638229370117, 'уже': 9.938826560974121, 'ли': 8.95733642578125, 'разговоры…': 17.1889967918396}"
едва ли не,"{'едва': 0.9225711822509766, 'ли': 1.1183843612670898, 'не': 2.923428535461426}","той имаше сбръчкано личице, редички бели косици и напрегнат и едва ли не страхлив поглед.","{'той': 7.005376815795898, 'имаше': 15.339758396148682, 'сбръчкано': 21.871654510498047, 'личице,': 7.553244590759277, 'редички': 16.079415321350098, 'бели': 9.207290649414062, 'косици': 11.544320106506348, 'и': 3.9916229248046875, 'напрегнат': 23.413943767547607, 'едва': 2.477792739868164, 'ли': 0.10041999816894531, 'не': 0.33389759063720703, 'страхлив': 14.152467727661133, 'поглед.': 15.36252737045288}",едва ли не,"{'едва': 0.9225711822509766, 'ли': 1.1183843612670898, 'не': 2.923428535461426}","сморщенное личико, редкие седые волосы, настороженный и едва ли не пугливый взгляд.","{'сморщенное': 6.715822219848633, 'личико,': 3.7414474487304688, 'редкие': 1.6993045806884766, 'седые': 1.3827686309814453, 'волосы,': 1.3696861267089844, 'настороженный': 0.7629871368408203, 'и': 1.7042732238769531, 'едва': 1.7260894775390625, 'ли': 0.001644134521484375, 'не': 0.004901885986328125, 'пугливый': 4.447620391845703, 'взгляд.': 0.30383777618408203}",почти что не,"{'почти': 5.259058952331543, 'что': 4.7114715576171875, 'не': 7.888028621673584}","сморщенное личико, редкие седые волосы, настороженный и почти что не пугливый взгляд.","{'сморщенное': 6.1962432861328125, 'личико,': 3.8443679809570312, 'редкие': 1.8352584838867188, 'седые': 1.3232803344726562, 'волосы,': 1.7507781982421875, 'настороженный': 1.7018089294433594, 'и': 1.50299072265625, 'почти': 2.3984947204589844, 'что': 1.617929458618164, 'не': 2.4634628295898438, 'пугливый': 5.986824035644531, 'взгляд.': 0.2992591857910156}"
нищо подобно,"{'нищо': 18.41489315032959, 'подобно': 12.267782211303711}","от двайсет и пет години насам, професоре, кълна ви се, нищо подобно.","{'от': 5.919739723205566, 'двайсет': 22.011717796325684, 'и': 5.151839733123779, 'пет': 10.504504203796387, 'години': 15.830419540405273, 'насам,': 14.302656650543213, 'професоре,': 12.844864845275879, 'кълна': 17.050392150878906, 'ви': 5.079113006591797, 'се,': 8.2817964553833, 'нищо': 15.589110374450684, 'подобно.': 12.249576568603516}",ничего подобного,"{'ничего': 0.9155998229980469, 'подобного': 4.270461082458496}","двадцать пять лет, клянусь богом, профессор, ничего подобного.","{'двадцать': 3.154947280883789, 'пять': 0.5805683135986328, 'лет,': 2.8037328720092773, 'клянусь': 0.04148292541503906, 'богом,': 3.3202781677246094, 'профессор,': 9.529729843139648, 'ничего': 1.025949478149414, 'подобного.': 2.587545394897461}",ничего подобно,"{'ничего': 7.359943389892578, 'подобно': 13.483061790466309}","двадцать пять лет, клянусь богом, профессор, ничего подобно.","{'двадцать': 3.184732437133789, 'пять': 0.5964336395263672, 'лет,': 2.44488525390625, 'клянусь': 0.050556182861328125, 'богом,': 2.5920047760009766, 'профессор,': 9.578445434570312, 'ничего': 5.839376449584961, 'подобно.': 12.740791320800781}"
добре де,"{'добре': 17.511547088623047, 'де': 10.096148490905762}","добре де, пошегувах се, имам само едно огледало и то се намира в антрето…","{'добре': 4.654274940490723, 'де,': 8.781613826751709, 'пошегувах': 24.023637771606445, 'се,': 6.596036911010742, 'имам': 7.326931953430176, 'само': 6.410404682159424, 'едно': 12.05173921585083, 'огледало': 20.310236930847168, 'и': 3.8822383880615234, 'то': 5.335392951965332, 'се': 3.5143260955810547, 'намира': 14.532377243041992, 'в': 2.811147689819336, 'антрето…': 23.726711750030518}",да ладно,"{'да': 0.6977062225341797, 'ладно': 4.494348526000977}","да ладно, я пошутил, зеркало всего одно и то в прихожей…","{'да': 1.2098407745361328, 'ладно,': 1.773324966430664, 'я': 0.46357154846191406, 'пошутил,': 9.718040466308594, 'зеркало': 5.36783504486084, 'всего': 2.6688642501831055, 'одно': 0.10989952087402344, 'и': 0.00974273681640625, 'то': 0.6927928924560547, 'в': 0.03484153747558594, 'прихожей…': 14.039566993713379}",хорошо же,"{'хорошо': 0.12728500366210938, 'же': 7.147747993469238}","хорошо же, я пошутил, зеркало всего одно и то в прихожей…","{'хорошо': 0.18551063537597656, 'же,': 5.5193634033203125, 'я': 2.452296257019043, 'пошутил,': 12.555142402648926, 'зеркало': 7.158257007598877, 'всего': 5.1507978439331055, 'одно': 0.09603118896484375, 'и': 0.014842987060546875, 'то': 1.0354394912719727, 'в': 0.49161243438720703, 'прихожей…': 13.978886604309082}"
