phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
в істоті,"{'в': 0.0, 'істоті': 20.265844345092773}","які ж вони всі, в істоті, були більшовики, які нелюди.","{'які': 2.0968523025512695, 'ж': 6.230493545532227, 'вони': 6.676074981689453, 'всі,': 10.259298324584961, 'в': 4.09316349029541, 'істоті,': 12.584936141967773, 'були': 5.73161506652832, 'більшовики,': 18.41984748840332, 'нелюди.': 15.943574905395508}",в сущности,"{'в': 0.0, 'сущности': 9.258739471435547}","какие же все они, в сущности, были большевики, какие нелюди.","{'какие': 3.892350196838379, 'же': 4.944025993347168, 'все': 4.0535430908203125, 'они,': 8.102334976196289, 'в': 3.4052953720092773, 'сущности,': 0.6500530242919922, 'были': 5.361761093139648, 'большевики,': 11.820137023925781, 'нелюди.': 10.820263862609863}",в существе,"{'в': 0.0, 'существе': 12.562100410461426}","какие же все они, в существе, были большевики, какие нелюди.","{'какие': 3.692514419555664, 'же': 4.944025993347168, 'все': 4.053545951843262, 'они,': 8.10232925415039, 'в': 3.40529727935791, 'существе,': 13.208732604980469, 'были': 4.6123456954956055, 'большевики,': 11.380044937133789, 'нелюди.': 10.65807819366455}"
як відомо,"{'як': 0.0, 'відомо': 18.317035675048828}","тургенєв, наприклад, в тих же 40-х роках дає свої «записки охотника», в яких, як відомо, ідеалізує селянина і підносить його крізь призму свого ліберально-поміщицького світогляду.","{'тургенєв,': 24.084506034851074, 'наприклад,': 10.298978805541992, 'в': 2.562633514404297, 'тих': 7.205959796905518, 'же': 3.8280019760131836, '40-х': 10.686681747436523, 'роках': 3.196308135986328, 'дає': 10.68073844909668, 'свої': 4.935999870300293, '«записки': 13.15369701385498, 'охотника»,': 10.888225555419922, 'яких,': 5.046364784240723, 'як': 2.3746395111083984, 'відомо,': 3.980806350708008, 'ідеалізує': 16.783656120300293, 'селянина': 12.785262107849121, 'і': 3.3335447311401367, 'підносить': 19.65108585357666, 'його': 3.3056726455688477, 'крізь': 14.293340682983398, 'призму': 13.860727310180664, 'свого': 5.195498466491699, 'ліберально-поміщицького': 32.53868293762207, 'світогляду.': 12.954317092895508}",как известно,"{'как': 0.0, 'известно': 6.380215167999268}","тургенев, например, в те же сороковые годы выпускает свои «записки охотника», где, как известно, идеализирует крестьянина и возвышает его, рассматривая сквозь призму либерально-помещичьего мировоззрения.","{'тургенев,': 15.144782066345215, 'например,': 6.788593292236328, 'в': 2.7172040939331055, 'те': 6.415092468261719, 'же': 1.8681764602661133, 'сороковые': 5.562071800231934, 'годы': 0.42780113220214844, 'выпускает': 10.501921653747559, 'свои': 3.6665449142456055, '«записки': 8.987200736999512, 'охотника»,': 3.568021774291992, 'где,': 4.961644172668457, 'как': 2.543673515319824, 'известно,': 3.162961959838867, 'идеализирует': 9.68381118774414, 'крестьянина': 7.302121162414551, 'и': 1.7280025482177734, 'возвышает': 8.078405380249023, 'его,': 3.187607765197754, 'рассматривая': 7.518564224243164, 'сквозь': 5.486213684082031, 'призму': 0.1415729522705078, 'либерально-помещичьего': 17.93516731262207, 'мировоззрения.': 2.592693328857422}",как видимо,"{'как': 0.0, 'видимо': 10.440271377563477}","тургенев, например, в те же сороковые годы выпускает свои «записки охотника», где, как видимо, идеализирует крестьянина и возвышает его, рассматривая сквозь призму либерально-помещичьего мировоззрения.","{'тургенев,': 15.144782066345215, 'например,': 6.788593292236328, 'в': 2.7172040939331055, 'те': 6.415092468261719, 'же': 1.8681764602661133, 'сороковые': 5.562071800231934, 'годы': 0.42780113220214844, 'выпускает': 10.501921653747559, 'свои': 3.6665449142456055, '«записки': 8.987200736999512, 'охотника»,': 3.568021774291992, 'где,': 4.961644172668457, 'как': 2.543673515319824, 'видимо,': 11.348904609680176, 'идеализирует': 9.13476276397705, 'крестьянина': 7.656428337097168, 'и': 1.8941640853881836, 'возвышает': 8.462581634521484, 'его,': 3.08493709564209, 'рассматривая': 7.487308502197266, 'сквозь': 5.3861846923828125, 'призму': 0.13043594360351562, 'либерально-помещичьего': 18.121277809143066, 'мировоззрения.': 2.5949440002441406}"
за його думкою,"{'за': 0.0, 'його': 13.61646842956543, 'думкою': 9.249780654907227}","безкрилий реалізм крабба не міг, за його думкою, передати усю повноту, всю чарівність і всю велич сільського життя.","{'безкрилий': 21.191221237182617, 'реалізм': 21.58569049835205, 'крабба': 22.759943962097168, 'не': 6.87763786315918, 'міг,': 10.398979663848877, 'за': 5.419196128845215, 'його': 4.103876113891602, 'думкою,': 6.722023010253906, 'передати': 7.464075088500977, 'усю': 11.250843048095703, 'повноту,': 13.769509315490723, 'всю': 4.7166242599487305, 'чарівність': 12.333127975463867, 'і': 2.807954788208008, 'велич': 6.429880142211914, 'сільського': 16.348916053771973, 'життя.': 3.061321258544922}",по его мнению,"{'по': 0.0, 'его': 7.188804626464844, 'мнению': 1.915421485900879}","бескрылый реализм крабба не мог, по его мнению, выразить всю полноту, всю прелесть и все величие сельской жизни.","{'бескрылый': 11.757745742797852, 'реализм': 11.48765754699707, 'крабба': 23.684486389160156, 'не': 6.86865234375, 'мог,': 8.142221450805664, 'по': 3.532292366027832, 'его': 2.425230026245117, 'мнению,': 0.3534374237060547, 'выразить': 5.963714599609375, 'всю': 2.0685558319091797, 'полноту,': 6.219297409057617, 'прелесть': 5.112897872924805, 'и': 0.95941162109375, 'все': 3.3544063568115234, 'величие': 2.1686344146728516, 'сельской': 9.169245719909668, 'жизни.': 0.9342803955078125}",за его мыслью,"{'за': 0.0, 'его': 6.063085079193115, 'мыслью': 12.740133285522461}","бескрылый реализм крабба не мог, за его мыслью, выразить всю полноту, всю прелесть и все величие сельской жизни.","{'бескрылый': 11.757745742797852, 'реализм': 11.48765754699707, 'крабба': 23.684486389160156, 'не': 6.86865234375, 'мог,': 8.142221450805664, 'за': 7.219810485839844, 'его': 4.419872283935547, 'мыслью,': 10.940672874450684, 'выразить': 7.127634048461914, 'всю': 1.174849510192871, 'полноту,': 6.8199920654296875, 'прелесть': 5.397727966308594, 'и': 1.2842330932617188, 'все': 3.4063634872436523, 'величие': 2.0913524627685547, 'сельской': 10.034257888793945, 'жизни.': 1.1688003540039062}"
одним словом,"{'одним': 6.0306901931762695, 'словом': 2.2404518127441406}","одним словом, творчий елемент, елемент саморозвитку, самобутності переважав.","{'одним': 6.030690670013428, 'словом,': 2.908140182495117, 'творчий': 19.7842378616333, 'елемент,': 16.12872314453125, 'елемент': 10.558661460876465, 'саморозвитку,': 30.02409267425537, 'самобутності': 31.196654319763184, 'переважав.': 21.457569122314453}",одним словом,"{'одним': 6.0306901931762695, 'словом': 2.2404518127441406}","одним словом, творческий элемент, элемент саморазвития, самобытности преобладал.","{'одним': 6.030690670013428, 'словом,': 2.908140182495117, 'творческий': 10.772706985473633, 'элемент,': 8.903308868408203, 'элемент': 6.529414176940918, 'саморазвития,': 9.502323150634766, 'самобытности': 7.580702781677246, 'преобладал.': 16.316816329956055}",одного слова,"{'одного': 4.305774688720703, 'слова': 5.535223960876465}","одного слова, творческий элемент, элемент саморазвития, самобытности преобладал.","{'одного': 4.305776596069336, 'слова,': 7.346493721008301, 'творческий': 12.404866218566895, 'элемент,': 7.766945838928223, 'элемент': 5.776045799255371, 'саморазвития,': 9.763578414916992, 'самобытности': 7.429324150085449, 'преобладал.': 18.92898464202881}"
що називається,"{'що': 4.932155609130859, 'називається': 13.163547992706299}","вона (як і сама оксана) безперервно курсує поміж києвом та нью-йорком, тусується, що називається, з американською літературною та інтелектуальною богемою.","{'вона': 6.490091800689697, '(як': 14.67106580734253, 'і': 4.738638877868652, 'сама': 5.451376914978027, 'оксана)': 15.01141357421875, 'безперервно': 17.586435317993164, 'курсує': 12.945998191833496, 'поміж': 10.974570274353027, 'києвом': 12.89699935913086, 'та': 5.496888160705566, 'нью-йорком,': 11.665115356445312, 'тусується,': 19.532747268676758, 'що': 4.756348609924316, 'називається,': 13.589128494262695, 'з': 4.1723432540893555, 'американською': 8.379145622253418, 'літературною': 6.457555770874023, 'інтелектуальною': 11.475667953491211, 'богемою.': 17.24114418029785}",что называется,"{'что': 0.0, 'называется': 7.739140510559082}","она (как и сама оксана) непрерывно курсирует между киевом и нью-йорком, тусуется, что называется, с американской литературной и интеллектуальной богемой.","{'она': 0.0, '(как': 9.691163063049316, 'и': 3.8124122619628906, 'сама': 6.372718811035156, 'оксана)': 14.25123405456543, 'непрерывно': 10.401016235351562, 'курсирует': 9.487068176269531, 'между': 1.1424570083618164, 'киевом': 10.091371536254883, 'нью-йорком,': 8.979609489440918, 'тусуется,': 14.782200813293457, 'что': 5.572328567504883, 'называется,': 1.880960464477539, 'с': 2.3130111694335938, 'американской': 10.18917465209961, 'литературной': 9.356583595275879, 'интеллектуальной': 5.584212303161621, 'богемой.': 5.752405166625977}",что именуется,"{'что': 0.0, 'именуется': 12.50761604309082}","она (как и сама оксана) непрерывно курсирует между киевом и нью-йорком, тусуется, что именуется, с американской литературной и интеллектуальной богемой.","{'она': 0.0, '(как': 9.691163063049316, 'и': 3.1388559341430664, 'сама': 6.372718811035156, 'оксана)': 14.25123405456543, 'непрерывно': 10.401016235351562, 'курсирует': 9.487068176269531, 'между': 1.1424570083618164, 'киевом': 10.091371536254883, 'нью-йорком,': 8.979609489440918, 'тусуется,': 14.782200813293457, 'что': 5.572328567504883, 'именуется,': 11.871764183044434, 'с': 3.510565757751465, 'американской': 8.283305168151855, 'литературной': 9.229443550109863, 'интеллектуальной': 5.520608901977539, 'богемой.': 6.4225358963012695}"
судячи з усього,"{'судячи': 17.740422248840332, 'з': 9.60049057006836, 'усього': 8.70898723602295}","судячи з усього, мвс дійсно дуже заважає комусь, хто прагне електорального тріумфу.","{'судячи': 17.740418434143066, 'з': 9.600489616394043, 'усього,': 10.9300217628479, 'мвс': 16.74125385284424, 'дійсно': 8.650075912475586, 'дуже': 6.095451354980469, 'заважає': 10.348267555236816, 'комусь,': 11.76534366607666, 'хто': 4.165277481079102, 'прагне': 8.428597450256348, 'електорального': 22.898080825805664, 'тріумфу.': 18.38679790496826}",судя по всему,"{'судя': 3.829318046569824, 'по': 0.02623748779296875, 'всему': 1.3844575881958008}","судя по всему, мвд действительно очень мешает кое-кому, жаждущему электорального триумфа.","{'судя': 3.829318046569824, 'по': 0.02623748779296875, 'всему,': 1.7195186614990234, 'мвд': 14.33230972290039, 'действительно': 5.1110334396362305, 'очень': 4.456867218017578, 'мешает': 7.2812910079956055, 'кое-кому,': 11.382894515991211, 'жаждущему': 10.488729476928711, 'электорального': 13.628469467163086, 'триумфа.': 8.116868019104004}",судить по всем,"{'судить': 8.354372024536133, 'по': 3.7122745513916016, 'всем': 6.091809272766113}","судить по всем, мвд действительно очень мешает кое-кому, жаждущему электорального триумфа.","{'судить': 8.354371070861816, 'по': 3.7122726440429688, 'всем,': 10.825243949890137, 'мвд': 16.268478393554688, 'действительно': 7.328808307647705, 'очень': 4.208000183105469, 'мешает': 7.78055477142334, 'кое-кому,': 12.328666687011719, 'жаждущему': 11.816926956176758, 'электорального': 13.70265007019043, 'триумфа.': 8.414786338806152}"
ради бога,"{'ради': 0.0, 'бога': 11.743861198425293}","— ваша королівська величносте! мовчіть! мовчіть, ради бога! — заблагав янкель.","{'—': 3.472105026245117, 'ваша': 10.931368827819824, 'королівська': 21.36972427368164, 'величносте!': 23.335357666015625, 'мовчіть!': 19.668984413146973, 'мовчіть,': 6.106071472167969, 'ради': 8.939064979553223, 'бога!': 6.164119720458984, 'заблагав': 20.8624849319458, 'янкель.': 28.166759490966797}",ради бога,"{'ради': 0.0, 'бога': 11.743861198425293}","— ваше королевское величество! молчите! молчите, ради бога! — закричал янкель.","{'—': 2.896063804626465, 'ваше': 11.429333686828613, 'королевское': 6.770931243896484, 'величество!': 4.070158004760742, 'молчите!': 17.68362808227539, 'молчите,': 5.477716445922852, 'ради': 3.5878992080688477, 'бога!': 1.6420135498046875, 'закричал': 3.349961280822754, 'янкель.': 23.029829025268555}",рад бог,"{'рад': 0.0, 'бог': 12.406942367553711}","— ваше королевское величество! молчите! молчите, рад бог! — закричал янкель.","{'—': 3.16878604888916, 'ваше': 11.429333686828613, 'королевское': 6.770931243896484, 'величество!': 4.070158004760742, 'молчите!': 17.68362808227539, 'молчите,': 5.477716445922852, 'рад': 12.192399978637695, 'бог!': 12.930025100708008, 'закричал': 3.6332778930664062, 'янкель.': 22.234997749328613}"
все ж,"{'все': 0.0, 'ж': 8.29564094543457}","і все ж безуспішність спроб реалізувати в масовому масштабі заходи щодо організаційно-господарського зміщення колгоспів, пояснювалася руйнівним впливом продрозкладки.","{'і': 0.0, 'все': 9.500672340393066, 'ж': 3.5841293334960938, 'безуспішність': 20.13670253753662, 'спроб': 8.600408554077148, 'реалізувати': 12.790182113647461, 'в': 3.2509727478027344, 'масовому': 16.413818359375, 'масштабі': 9.915176391601562, 'заходи': 9.332243919372559, 'щодо': 3.4422168731689453, 'організаційно-господарського': 28.790221214294434, 'зміщення': 13.154305458068848, 'колгоспів,': 16.91659164428711, 'пояснювалася': 18.05974578857422, 'руйнівним': 26.996828079223633, 'впливом': 8.502737522125244, 'продрозкладки.': 39.39348125457764}",все же,"{'все': 0.0, 'же': 5.203333377838135}","и все же безуспешность попыток реализовать в массовом масштабе мероприятия относительно организационно-хозяйственного смещения колхозов, объяснялась разрушительным влиянием продразверстки.","{'и': 0.0, 'все': 6.37807559967041, 'же': 3.039510726928711, 'безуспешность': 17.47063446044922, 'попыток': 3.1455135345458984, 'реализовать': 7.252846717834473, 'в': 3.654486656188965, 'массовом': 6.444618225097656, 'масштабе': 0.7749557495117188, 'мероприятия': 7.201623916625977, 'относительно': 9.009902954101562, 'организационно-хозяйственного': 17.03404998779297, 'смещения': 11.492477416992188, 'колхозов,': 11.544979095458984, 'объяснялась': 9.309799194335938, 'разрушительным': 12.628582000732422, 'влиянием': 0.9662914276123047, 'продразверстки.': 9.910696029663086}",все да,"{'все': 0.0, 'да': 8.111454010009766}","и все да безуспешность попыток реализовать в массовом масштабе мероприятия относительно организационно-хозяйственного смещения колхозов, объяснялась разрушительным влиянием продразверстки.","{'и': 0.0, 'все': 6.37807559967041, 'да': 8.89724063873291, 'безуспешность': 20.77351474761963, 'попыток': 5.220735549926758, 'реализовать': 7.431193828582764, 'в': 3.94720458984375, 'массовом': 6.919496536254883, 'масштабе': 1.016845703125, 'мероприятия': 7.456936836242676, 'относительно': 8.980340003967285, 'организационно-хозяйственного': 16.399431228637695, 'смещения': 11.618875503540039, 'колхозов,': 11.843836784362793, 'объяснялась': 10.322502136230469, 'разрушительным': 12.215975761413574, 'влиянием': 0.9442272186279297, 'продразверстки.': 9.635370254516602}"
ще і,"{'ще': 0.0, 'і': 11.890514373779297}","засуджений винен ще і в іншому злочині, вчиненому ним до постановлення попереднього вироку.","{'засуджений': 19.800795555114746, 'винен': 19.561156272888184, 'ще': 11.956205368041992, 'і': 7.076175689697266, 'в': 3.7345991134643555, 'іншому': 7.653993606567383, 'злочині,': 11.024147033691406, 'вчиненому': 8.711352348327637, 'ним': 8.334062576293945, 'до': 3.721737861633301, 'постановлення': 14.055994987487793, 'попереднього': 8.18263053894043, 'вироку.': 10.003246307373047}",еще и,"{'еще': 0.0, 'и': 3.6758852005004883}","осужденный виновен еще и в другом преступлении, совершенном им до вынесения предыдущего приговора.","{'осужденный': 9.509424209594727, 'виновен': 8.532691955566406, 'еще': 7.269228935241699, 'и': 0.2594871520996094, 'в': 0.17240333557128906, 'другом': 5.759677886962891, 'преступлении,': 2.0844650268554688, 'совершенном': 1.682424545288086, 'им': 1.1015968322753906, 'до': 3.4308528900146484, 'вынесения': 2.281038284301758, 'предыдущего': 8.749608039855957, 'приговора.': 0.8178577423095703}",уж и,"{'уж': 0.0, 'и': 7.383874416351318}","осужденный виновен уж и в другом преступлении, совершенном им до вынесения предыдущего приговора.","{'осужденный': 9.509424209594727, 'виновен': 8.532691955566406, 'уж': 12.856034278869629, 'и': 4.223199844360352, 'в': 0.7150669097900391, 'другом': 3.8149147033691406, 'преступлении,': 2.082575798034668, 'совершенном': 2.4996891021728516, 'им': 1.0769948959350586, 'до': 3.798748016357422, 'вынесения': 3.06134033203125, 'предыдущего': 8.643611907958984, 'приговора.': 0.9386844635009766}"
чи що,"{'чи': 0.0, 'що': 12.572494506835938}","дай мені хоч якусь премію, чи що?","{'дай': 0.0, 'мені': 13.843008041381836, 'хоч': 6.67962646484375, 'якусь': 9.495491027832031, 'премію,': 12.824923515319824, 'чи': 5.152441024780273, 'що?': 7.335585594177246}",что ли,"{'что': 0.0, 'ли': 6.380331516265869}","дай мне хоть премию какую-нибудь, что ли?","{'дай': 0.0, 'мне': 5.126160621643066, 'хоть': 5.753674507141113, 'премию': 11.014360427856445, 'какую-нибудь,': 5.751201629638672, 'что': 3.1347579956054688, 'ли?': 2.71433162689209}",либо что,"{'либо': 0.0, 'что': 6.325218200683594}","дай мне хоть премию какую-нибудь, либо что?","{'дай': 0.0, 'мне': 5.126160621643066, 'хоть': 5.753674507141113, 'премию': 11.014360427856445, 'какую-нибудь,': 5.751201629638672, 'либо': 8.42626667022705, 'что?': 7.781877517700195}"
не те що,"{'не': 0.0, 'те': 9.132274627685547, 'що': 9.122121810913086}","що то люди живуть, не те що ми – світа білого за роботою не бачимо…","{'що': 3.661151885986328, 'то': 5.592090606689453, 'люди': 8.20576286315918, 'живуть,': 9.734570503234863, 'не': 3.17144775390625, 'те': 6.436809539794922, 'ми': 6.107989311218262, '–': 5.177172660827637, 'світа': 10.693794250488281, 'білого': 11.412151336669922, 'за': 6.437681198120117, 'роботою': 11.555743217468262, 'бачимо…': 10.043575286865234}",не то что,"{'не': 0.0, 'то': 7.172945976257324, 'что': 1.6347408294677734}","что значит, люди живут, не то, что мы — света белого за работой не видим…","{'что': 0.1706371307373047, 'значит,': 9.590964317321777, 'люди': 6.876375198364258, 'живут,': 7.443375587463379, 'не': 0.081146240234375, 'то,': 8.371935844421387, 'мы': 2.3598642349243164, '—': 5.425114631652832, 'света': 10.943063735961914, 'белого': 2.3987045288085938, 'за': 7.945019721984863, 'работой': 9.408592224121094, 'видим…': 5.181248664855957}",не те что,"{'не': 0.0, 'те': 9.132274627685547, 'что': 4.714203834533691}","что значит, люди живут, не те что мы — света белого за работой не видим…","{'что': 2.376079559326172, 'значит,': 9.590964317321777, 'люди': 6.876375198364258, 'живут,': 7.443375587463379, 'не': 0.11255073547363281, 'те': 9.936264038085938, 'мы': 1.8781852722167969, '—': 5.937690734863281, 'света': 10.868273735046387, 'белого': 2.6732406616210938, 'за': 8.007284164428711, 'работой': 9.270588874816895, 'видим…': 9.140680313110352}"
чи не,"{'чи': 0.0, 'не': 6.158233642578125}","до речі, чи не вперше за історію українського слова друкованим способом відтворюється великоруська експресивна лексика.","{'до': 0.0, 'речі,': 18.85088539123535, 'чи': 6.028831481933594, 'не': 2.9601354598999023, 'вперше': 6.383702278137207, 'за': 3.819944381713867, 'історію': 6.410269737243652, 'українського': 6.401430130004883, 'слова': 4.454656600952148, 'друкованим': 21.708316802978516, 'способом': 7.380239486694336, 'відтворюється': 15.068013191223145, 'великоруська': 18.244796752929688, 'експресивна': 18.152764320373535, 'лексика.': 6.671010971069336}",едва ли не,"{'едва': 8.080429077148438, 'ли': 3.121053695678711, 'не': 2.5206966400146484}","кстати, едва ли не впервые в истории украинской литературы печатным образом воспроизводится великорусская экспрессивная лексика.","{'кстати,': 10.527811050415039, 'едва': 9.082198143005371, 'ли': 0.7348880767822266, 'не': 0.8431015014648438, 'впервые': 3.2053775787353516, 'в': 1.3303098678588867, 'истории': 1.3600273132324219, 'украинской': 7.521135330200195, 'литературы': 2.995121955871582, 'печатным': 11.83527660369873, 'образом': 6.2210798263549805, 'воспроизводится': 8.127179145812988, 'великорусская': 12.13946533203125, 'экспрессивная': 12.966724395751953, 'лексика.': 2.329761505126953}",либо не,"{'либо': 0.0, 'не': 4.489628791809082}","кстати, либо не впервые в истории украинской литературы печатным образом воспроизводится великорусская экспрессивная лексика.","{'кстати,': 10.527811050415039, 'либо': 9.655921936035156, 'не': 4.1031084060668945, 'впервые': 10.807348251342773, 'в': 3.0477075576782227, 'истории': 2.7550697326660156, 'украинской': 8.513286590576172, 'литературы': 3.5109357833862305, 'печатным': 13.739399909973145, 'образом': 5.918278694152832, 'воспроизводится': 7.875668525695801, 'великорусская': 11.618024826049805, 'экспрессивная': 12.815306663513184, 'лексика.': 2.7802352905273438}"
нічого подібного,"{'нічого': 7.242083549499512, 'подібного': 13.833751678466797}",адже нічого подібного в мене не було зімою.,"{'адже': 6.703794479370117, 'нічого': 15.656547546386719, 'подібного': 10.808198928833008, 'в': 3.6914844512939453, 'мене': 5.925821304321289, 'не': 0.8739919662475586, 'було': 1.8636932373046875, 'зімою.': 23.70452308654785}",ничего подобного,"{'ничего': 0.0, 'подобного': 7.7904767990112305}",ведь ничего подобного у меня не было зимой.,"{'ведь': 0.0, 'ничего': 7.229278564453125, 'подобного': 4.565579414367676, 'у': 4.142050743103027, 'меня': 1.7391204833984375, 'не': 0.9960222244262695, 'было': 0.34931182861328125, 'зимой.': 12.523550033569336}",ничего сходного,"{'ничего': 0.0, 'сходного': 13.662900924682617}",ведь ничего сходного у меня не было зимой.,"{'ведь': 0.0, 'ничего': 7.229278564453125, 'сходного': 10.868265151977539, 'у': 3.553349494934082, 'меня': 2.6321678161621094, 'не': 1.6174659729003906, 'было': 0.5212078094482422, 'зимой.': 12.723373413085938}"
ну гаразд,"{'ну': 0.0, 'гаразд': 17.38024377822876}","ну гаразд… крізь розчинені двері обширної кам'яної споруди, єдиної кам'яної у всьому селищі, ян побачив три жаркі багаття.","{'ну': 0.0, 'гаразд…': 22.08721160888672, 'крізь': 20.187217235565186, 'розчинені': 17.95870065689087, 'двері': 7.888600826263428, 'обширної': 16.34980869293213, ""кам'яної"": 11.796307563781738, 'споруди,': 12.849861145019531}",да ладно,"{'да': 0.0, 'ладно': 10.82226276397705}","да ладно… через раскрытую дверь обширного каменного строения, единственного каменного во всем селении, ян увидел три жарких костра.","{'да': 0.0, 'ладно…': 15.323680877685547, 'через': 8.346824645996094, 'раскрытую': 12.330646514892578, 'дверь': 0.61566162109375, 'обширного': 13.358843803405762, 'каменного': 6.570123672485352, 'строения,': 4.9098005294799805, 'единственного': 7.894594192504883, 'во': 7.180103302001953, 'всем': 0.5917148590087891, 'селении,': 4.686927795410156, 'ян': 12.190393447875977, 'увидел': 10.203906059265137, 'три': 5.928902626037598, 'жарких': 9.406078338623047, 'костра.': 2.152311325073242}",ну гораздо,"{'ну': 0.0, 'гораздо': 10.160955429077148}","ну гораздо… через раскрытую дверь обширного каменного строения, единственного каменного во всем селении, ян увидел три жарких костра.","{'ну': 0.0, 'гораздо…': 18.540661811828613, 'через': 8.72968578338623, 'раскрытую': 11.065013885498047, 'дверь': 1.02191162109375, 'обширного': 13.748495101928711, 'каменного': 6.386474609375, 'строения,': 4.559560775756836, 'единственного': 7.941956996917725, 'во': 7.516278266906738, 'всем': 0.5638160705566406, 'селении,': 5.439602851867676, 'ян': 12.876505851745605, 'увидел': 10.123208045959473, 'три': 6.013673782348633, 'жарких': 9.415236473083496, 'костра.': 2.447835922241211}"
не інакше як,"{'не': 0.0, 'інакше': 18.12942409515381, 'як': 5.203263282775879}",а трансформаторну будку спорудив не інакше як сам ле гарбузьє.,"{'а': 0.0, 'трансформаторну': 23.640992164611816, 'будку': 7.054410934448242, 'спорудив': 22.182762145996094, 'не': 6.12138557434082, 'інакше': 13.372987747192383, 'як': 3.9106979370117188, 'сам': 5.954284191131592, 'ле': 9.274765968322754, 'гарбузьє.': 28.572922706604004}",не иначе как,"{'не': 0.0, 'иначе': 10.061405181884766, 'как': 1.4983339309692383}",а трансформаторную будку соорудил не иначе как сам ле гарбузье.,"{'а': 0.0, 'трансформаторную': 16.601191520690918, 'будку': 0.7194232940673828, 'соорудил': 10.397400856018066, 'не': 5.568737983703613, 'иначе': 5.194671630859375, 'как': 0.4106254577636719, 'сам': 4.310257911682129, 'ле': 7.941903114318848, 'гарбузье.': 28.030513763427734}",не иной как,"{'не': 0.0, 'иной': 10.653214454650879, 'как': 5.175196647644043}",а трансформаторную будку соорудил не иной как сам ле гарбузье.,"{'а': 0.0, 'трансформаторную': 16.601191520690918, 'будку': 0.7194232940673828, 'соорудил': 10.397400856018066, 'не': 5.568737983703613, 'иной': 12.408246040344238, 'как': 2.7694292068481445, 'сам': 4.131185531616211, 'ле': 8.59592056274414, 'гарбузье.': 26.9750337600708}"
мало не,"{'мало': 6.966378688812256, 'не': 4.688094139099121}",вона була в стані мало не закінченої вагітности й на протязі якихсь трьох - чотирьох тижнів мусіла народити дитину.,"{'вона': 6.490091800689697, 'була': 11.569910049438477, 'в': 3.6231346130371094, 'стані': 9.267380714416504, 'мало': 10.360639572143555, 'не': 4.355047225952148, 'закінченої': 12.061022281646729, 'вагітности': 20.858840942382812, 'й': 6.497179985046387, 'на': 3.7405214309692383, 'протязі': 9.476265907287598, 'якихсь': 11.180999755859375, 'трьох': 5.750370025634766, '-': 6.413376808166504, 'чотирьох': 3.8804216384887695, 'тижнів': 5.629535675048828, 'мусіла': 15.746696472167969, 'народити': 10.391332626342773, 'дитину.': 12.610974311828613}",почти что,"{'почти': 0.0, 'что': 4.318419456481934}",она находилась в положении почти что закончившейся беременности и на протяжении каких-то трех - четырех недель должна была родить ребенка.,"{'она': 0.0, 'находилась': 9.730291366577148, 'в': 1.1266975402832031, 'положении': 6.327630996704102, 'почти': 6.9956769943237305, 'что': 3.4381980895996094, 'закончившейся': 15.164669036865234, 'беременности': 3.7695980072021484, 'и': 3.2194862365722656, 'на': 4.818971633911133, 'протяжении': 3.615218162536621, 'каких-то': 7.330483436584473, 'трех': 2.8892507553100586, '-': 7.062270164489746, 'четырех': 0.28452110290527344, 'недель': 1.0718231201171875, 'должна': 4.280644416809082, 'была': 0.04452705383300781, 'родить': 1.6898527145385742, 'ребенка.': 2.6137619018554688}",мало не,"{'мало': 6.966378688812256, 'не': 4.688094139099121}",она находилась в положении мало не закончившейся беременности и на протяжении каких-то трех - четырех недель должна была родить ребенка.,"{'она': 0.0, 'находилась': 9.730291366577148, 'в': 1.1266975402832031, 'положении': 6.327630996704102, 'мало': 11.472541809082031, 'не': 5.452786445617676, 'закончившейся': 10.857241153717041, 'беременности': 4.497077941894531, 'и': 3.152986526489258, 'на': 4.850275993347168, 'протяжении': 3.303966522216797, 'каких-то': 7.541079521179199, 'трех': 2.891277313232422, '-': 6.981955528259277, 'четырех': 0.32001495361328125, 'недель': 1.1005401611328125, 'должна': 4.829319953918457, 'была': 0.04784965515136719, 'родить': 1.330286979675293, 'ребенка.': 2.5817489624023438}"
