phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
між іншим,"{'між': 34.121493339538574, 'іншим': 33.75737762451172}",були сказані наче між іншим дві чи одна фраза.,"{'були': 28.044010162353516, 'сказані': 32.401968002319336, 'наче': 12.096013069152832, 'між': 22.682265758514404, 'іншим': 33.8806266784668, 'дві': 23.66148614883423, 'чи': 10.100349426269531, 'одна': 9.458860397338867, 'фраза.': 19.3941707611084}",между прочим,"{'между': 19.029850006103516, 'прочим': 10.61495304107666}",были сказаны вроде бы между прочим две или одна фраза.,"{'были': 20.496959686279297, 'сказаны': 21.03066635131836, 'вроде': 14.749374389648438, 'бы': 10.923873901367188, 'между': 17.388134002685547, 'прочим': 17.426877975463867, 'две': 11.571274757385254, 'или': 6.401099681854248, 'одна': 15.808601379394531, 'фраза.': 23.542430877685547}",между иными,"{'между': 16.452228546142578, 'иными': 7.961606025695801}",были сказаны вроде бы между иными две или одна фраза.,"{'были': 20.52927589416504, 'сказаны': 21.18506908416748, 'вроде': 15.390012741088867, 'бы': 11.20854663848877, 'между': 17.621166229248047, 'иными': 14.86896800994873, 'две': 7.830526828765869, 'или': 7.316666126251221, 'одна': 16.326698303222656, 'фраза.': 23.81423854827881}"
можна сказати,"{'можна': 24.50034999847412, 'сказати': 28.80529022216797}","це, можна сказати, взірець ставлення до рідної мови.","{'це,': 25.060826301574707, 'можна': 21.332181453704834, 'сказати,': 35.73195838928223, 'взірець': 46.938334465026855, 'ставлення': 31.756388664245605, 'до': 11.647579193115234, 'рідної': 42.96078014373779, 'мови.': 26.170806884765625}",можно сказать,"{'можно': 16.792320251464844, 'сказать': 6.633101463317871}","это, можно сказать, образец отношения к родному языку.","{'это,': 30.092620849609375, 'можно': 17.1987361907959, 'сказать,': 23.285690307617188, 'образец': 19.93906593322754, 'отношения': 9.388525009155273, 'к': 10.238605499267578, 'родному': 16.89442253112793, 'языку.': 19.6154727935791}",возможно говорить,"{'возможно': 19.140583038330078, 'говорить': 8.789359092712402}","это, возможно говорить, образец отношения к родному языку.","{'это,': 29.69880199432373, 'возможно': 18.055034637451172, 'говорить,': 21.065126419067383, 'образец': 19.72013282775879, 'отношения': 8.640780448913574, 'к': 10.018281936645508, 'родному': 17.331798553466797, 'языку.': 19.553739547729492}"
в істоті,"{'в': 11.317843437194824, 'істоті': 37.60895395278931}","які ж вони всі, в істоті, були більшовики, які нелюди.","{'які': 18.4249849319458, 'ж': 9.379632949829102, 'вони': 11.05662727355957, 'всі,': 24.07851505279541, 'в': 7.436678886413574, 'істоті,': 45.55810356140137, 'були': 23.653162956237793, 'більшовики,': 66.57530975341797, 'нелюди.': 30.53532123565674}",в сущности,"{'в': 13.380268096923828, 'сущности': 10.757331848144531}","какие же все они, в сущности, были большевики, какие нелюди.","{'какие': 16.87964630126953, 'же': 6.049088001251221, 'все': 12.26875114440918, 'они,': 17.60861873626709, 'в': 15.61569595336914, 'сущности,': 27.82113265991211, 'были': 14.803220748901367, 'большевики,': 23.55803155899048, 'нелюди.': 43.07431602478027}",в существе,"{'в': 13.666399955749512, 'существе': 24.69875431060791}","какие же все они, в существе, были большевики, какие нелюди.","{'какие': 17.090160369873047, 'же': 6.072808742523193, 'все': 12.772388458251953, 'они,': 17.368332862854004, 'в': 14.92564582824707, 'существе,': 41.839091300964355, 'были': 14.650636672973633, 'большевики,': 23.25912857055664, 'нелюди.': 43.11498546600342}"
як відомо,"{'як': 15.06095027923584, 'відомо': 40.962063789367676}","тургенєв, наприклад, в тих же 40-х роках дає свої «записки охотника», в яких, як відомо, ідеалізує селянина і підносить його крізь призму свого ліберально-поміщицького світогляду.",{},как известно,"{'как': 15.495388984680176, 'известно': 8.306365966796875}","тургенев, например, в те же сороковые годы выпускает свои «записки охотника», где, как известно, идеализирует крестьянина и возвышает его, рассматривая сквозь призму либерально-помещичьего мировоззрения.","{'тургенев,': 47.338685035705566, 'например,': 34.61233329772949, 'в': 18.854141235351562, 'те': 15.417688369750977, 'же': 11.691375732421875, 'сороковые': 29.115821838378906, 'годы': 7.426551818847656, 'выпускает': 19.09803581237793, 'свои': 8.917957305908203, '«записки': 43.5226526260376, 'охотника»,': 30.3766508102417, 'где,': 30.50551986694336, 'как': 15.643094062805176, 'известно,': 29.521421432495117, 'идеализирует': 35.75885581970215, 'крестьянина': 11.765189170837402, 'и': 11.032073020935059, 'возвышает': 39.865440368652344, 'его,': 25.67731285095215, 'рассматривая': 22.73411750793457, 'сквозь': 7.9639739990234375, 'призму': 12.706097602844238, 'либерально-помещичьего': 84.06478929519653, 'мировоззрения.': 24.851179122924805}",как видимо,"{'как': 15.359735488891602, 'видимо': 7.960362434387207}","тургенев, например, в те же сороковые годы выпускает свои «записки охотника», где, как видимо, идеализирует крестьянина и возвышает его, рассматривая сквозь призму либерально-помещичьего мировоззрения.","{'тургенев,': 47.23410987854004, 'например,': 34.510817527770996, 'в': 18.586599349975586, 'те': 15.291630744934082, 'же': 11.547538757324219, 'сороковые': 29.03633689880371, 'годы': 7.489421844482422, 'выпускает': 18.99209976196289, 'свои': 8.846084594726562, '«записки': 43.639299392700195, 'охотника»,': 30.45728874206543, 'где,': 29.900503158569336, 'как': 16.364316940307617, 'видимо,': 27.90895652770996, 'идеализирует': 36.633666038513184, 'крестьянина': 11.924142837524414, 'и': 10.962059020996094, 'возвышает': 40.116878509521484, 'его,': 25.37826442718506, 'рассматривая': 22.404346466064453, 'сквозь': 8.013387680053711, 'призму': 12.762001037597656, 'либерально-помещичьего': 84.0850601196289, 'мировоззрения.': 24.810194969177246}"
за його думкою,"{'за': 14.102550506591797, 'його': 12.153627395629883, 'думкою': 16.856160163879395}","безкрилий реалізм крабба не міг, за його думкою, передати усю повноту, всю чарівність і всю велич сільського життя.","{'безкрилий': 40.198357582092285, 'реалізм': 45.77828311920166, 'крабба': 28.42642116546631, 'не': 8.980866432189941, 'міг,': 34.953001976013184, 'за': 8.837525367736816, 'його': 12.38296890258789, 'думкою,': 25.361629962921143, 'передати': 25.623852729797363, 'усю': 19.524832725524902, 'повноту,': 44.18818283081055, 'всю': 7.052356719970703, 'чарівність': 60.60067558288574, 'і': 10.453092575073242, 'велич': 16.291369438171387, 'сільського': 51.37332534790039, 'життя.': 33.40114212036133}",по его мнению,"{'по': 13.677735328674316, 'его': 5.977968215942383, 'мнению': 16.215818405151367}","бескрылый реализм крабба не мог, по его мнению, выразить всю полноту, всю прелесть и все величие сельской жизни.","{'бескрылый': 43.72616004943848, 'реализм': 28.18697166442871, 'крабба': 34.76682376861572, 'не': 7.473005294799805, 'мог,': 28.044896125793457, 'по': 17.45345115661621, 'его': 11.942474365234375, 'мнению,': 31.142589569091797, 'выразить': 18.273223876953125, 'всю': 12.256538391113281, 'полноту,': 38.89984607696533, 'прелесть': 16.32443618774414, 'и': 8.786734580993652, 'все': 14.929681777954102, 'величие': 15.263810157775879, 'сельской': 10.717841148376465, 'жизни.': 17.21261692047119}",за его мыслью,"{'за': 13.327803611755371, 'его': 7.138312339782715, 'мыслью': 15.999189376831055}","бескрылый реализм крабба не мог, за его мыслью, выразить всю полноту, всю прелесть и все величие сельской жизни.","{'бескрылый': 43.093414306640625, 'реализм': 28.080307006835938, 'крабба': 34.988322257995605, 'не': 6.841404914855957, 'мог,': 27.15299129486084, 'за': 14.068134307861328, 'его': 11.570552825927734, 'мыслью,': 28.208454132080078, 'выразить': 17.301944732666016, 'всю': 12.130782127380371, 'полноту,': 37.95364284515381, 'прелесть': 15.980280876159668, 'и': 8.19070053100586, 'все': 14.615012168884277, 'величие': 15.131412506103516, 'сельской': 10.749004364013672, 'жизни.': 16.61573839187622}"
одним словом,"{'одним': 19.759361267089844, 'словом': 7.663286209106445}","одним словом, творчий елемент, елемент саморозвитку, самобутності переважав.","{'одним': 21.41992950439453, 'словом,': 16.61724281311035, 'творчий': 33.42136096954346, 'елемент,': 31.96639633178711, 'елемент': 28.220335006713867, 'саморозвитку,': 49.656922340393066, 'самобутності': 82.44891834259033, 'переважав.': 32.55019474029541}",одним словом,"{'одним': 19.759361267089844, 'словом': 7.663286209106445}","одним словом, творческий элемент, элемент саморазвития, самобытности преобладал.","{'одним': 21.271408081054688, 'словом,': 17.342676162719727, 'творческий': 18.437286376953125, 'элемент,': 18.832308769226074, 'элемент': 19.045455932617188, 'саморазвития,': 47.751325607299805, 'самобытности': 32.81911849975586, 'преобладал.': 37.319976806640625}",одного слова,"{'одного': 18.717369079589844, 'слова': 7.651155948638916}","одного слова, творческий элемент, элемент саморазвития, самобытности преобладал.","{'одного': 20.426374435424805, 'слова,': 18.14232349395752, 'творческий': 19.094636917114258, 'элемент,': 17.827703952789307, 'элемент': 18.901689529418945, 'саморазвития,': 47.66091251373291, 'самобытности': 31.914148330688477, 'преобладал.': 37.14574909210205}"
що називається,{'що': 20.66741371154785},"вона (як і сама оксана) безперервно курсує поміж києвом та нью-йорком, тусується, що називається, з американською літературною та інтелектуальною богемою.","{'вона': 26.730897903442383, '(як': 25.276223182678223, 'і': 10.22789478302002, 'сама': 8.400906562805176, 'оксана)': 22.946791648864746, 'безперервно': 52.60204887390137}",что называется,"{'что': 15.54840087890625, 'называется': 8.830219268798828}","она (как и сама оксана) непрерывно курсирует между киевом и нью-йорком, тусуется, что называется, с американской литературной и интеллектуальной богемой.","{'она': 20.094139099121094, '(как': 25.24994945526123, 'и': 7.287106990814209, 'сама': 15.183233261108398, 'оксана)': 24.50078582763672, 'непрерывно': 17.204029083251953, 'курсирует': 22.101859092712402, 'между': 15.920340538024902, 'киевом': 28.385977745056152, 'нью-йорком,': 79.24730777740479, 'тусуется,': 58.36396884918213, 'что': 15.738835334777832, 'называется,': 23.679779052734375, 'с': 15.899347305297852, 'американской': 15.116707801818848, 'литературной': 9.207178115844727, 'интеллектуальной': 18.087528228759766, 'богемой.': 48.10958766937256}",что именуется,"{'что': 16.676441192626953, 'именуется': 20.43795394897461}","она (как и сама оксана) непрерывно курсирует между киевом и нью-йорком, тусуется, что именуется, с американской литературной и интеллектуальной богемой.","{'она': 20.20256805419922, '(как': 25.49614143371582, 'и': 7.551122188568115, 'сама': 15.188167572021484, 'оксана)': 24.57747459411621, 'непрерывно': 17.351245880126953, 'курсирует': 22.028515815734863, 'между': 15.87488842010498, 'киевом': 28.793432235717773, 'нью-йорком,': 80.07120323181152, 'тусуется,': 57.92732238769531, 'что': 15.837177276611328, 'именуется,': 40.229291915893555, 'с': 15.856002807617188, 'американской': 15.768991470336914, 'литературной': 9.467658996582031, 'интеллектуальной': 18.19963836669922, 'богемой.': 49.15239906311035}"
судячи з усього,"{'судячи': 26.973990440368652, 'з': 5.340363502502441, 'усього': 26.349748611450195}","судячи з усього, мвс дійсно дуже заважає комусь, хто прагне електорального тріумфу.","{'судячи': 28.23673963546753, 'з': 6.435638427734375, 'усього,': 39.966851234436035, 'мвс': 22.04381275177002, 'дійсно': 39.885188579559326, 'дуже': 18.221410751342773}",судя по всему,"{'судя': 21.693317413330078, 'по': 7.66279411315918, 'всему': 13.157445907592773}","судя по всему, мвд действительно очень мешает кое-кому, жаждущему электорального триумфа.","{'судя': 23.634498596191406, 'по': 8.964852333068848, 'всему,': 22.25120449066162, 'мвд': 23.91374969482422, 'действительно': 8.750775337219238, 'очень': 7.135942459106445, 'мешает': 14.282869338989258, 'кое-кому,': 56.078145027160645, 'жаждущему': 30.596092224121094, 'электорального': 36.035972595214844, 'триумфа.': 34.96786403656006}",судить по всем,"{'судить': 29.24518871307373, 'по': 8.691628456115723, 'всем': 8.011682510375977}","судить по всем, мвд действительно очень мешает кое-кому, жаждущему электорального триумфа.","{'судить': 32.29478073120117, 'по': 9.245193481445312, 'всем,': 19.060526847839355, 'мвд': 24.72023582458496, 'действительно': 8.594629287719727, 'очень': 8.15491008758545, 'мешает': 14.739409446716309, 'кое-кому,': 58.39749050140381, 'жаждущему': 31.443294525146484, 'электорального': 35.55755615234375, 'триумфа.': 35.0616717338562}"
ради бога,"{'ради': 18.02484893798828, 'бога': 9.231822967529297}","— ваша королівська величносте! мовчіть! мовчіть, ради бога! — заблагав янкель.","{'—': 12.659355163574219, 'ваша': 11.261494636535645, 'королівська': 42.94291019439697, 'величносте!': 43.01760244369507, 'мовчіть!': 51.968018531799316, 'мовчіть,': 51.27829027175903, 'ради': 14.348386764526367, 'бога!': 21.24776840209961, 'заблагав': 41.32207202911377, 'янкель.': 36.06593036651611}",ради бога,"{'ради': 18.02484893798828, 'бога': 9.231822967529297}","— ваше королевское величество! молчите! молчите, ради бога! — закричал янкель.","{'—': 14.953553199768066, 'ваше': 5.3934478759765625, 'королевское': 22.20641803741455, 'величество!': 23.106919288635254, 'молчите!': 29.546170711517334, 'молчите,': 29.903526306152344, 'ради': 15.332757949829102, 'бога!': 19.041428565979004, 'закричал': 16.435718536376953, 'янкель.': 32.144554138183594}",рад бог,"{'рад': 17.28229331970215, 'бог': 9.713119506835938}","— ваше королевское величество! молчите! молчите, рад бог! — закричал янкель.","{'—': 14.778419494628906, 'ваше': 5.546882629394531, 'королевское': 22.273876190185547, 'величество!': 23.43913173675537, 'молчите!': 29.959280490875244, 'молчите,': 30.4286527633667, 'рад': 16.46393394470215, 'бог!': 13.109182357788086, 'закричал': 16.578948974609375, 'янкель.': 32.123759269714355}"
все ж,"{'все': 15.679471015930176, 'ж': 7.985080718994141}","і все ж безуспішність спроб реалізувати в масовому масштабі заходи щодо організаційно-господарського зміщення колгоспів, пояснювалася руйнівним впливом продрозкладки.","{'і': 15.41028881072998, 'все': 10.640420913696289, 'ж': 8.599201202392578, 'безуспішність': 63.52308750152588, 'спроб': 23.621641159057617, 'реалізувати': 51.10366344451904, 'в': 9.0115966796875, 'масовому': 37.03550434112549, 'масштабі': 18.653486251831055, 'заходи': 14.705255508422852, 'щодо': 19.115206718444824, 'організаційно-господарського': 133.05744457244873, 'зміщення': 53.79220628738403, 'колгоспів,': 54.659165382385254, 'пояснювалася': 38.64091491699219, 'руйнівним': 62.259886741638184, 'впливом': 34.25651741027832, 'продрозкладки.': 55.17698383331299}",все же,"{'все': 15.890511512756348, 'же': 7.072635173797607}","и все же безуспешность попыток реализовать в массовом масштабе мероприятия относительно организационно-хозяйственного смещения колхозов, объяснялась разрушительным влиянием продразверстки.","{'и': 20.238656997680664, 'все': 11.249597549438477, 'же': 11.949068069458008, 'безуспешность': 32.42052745819092, 'попыток': 11.209169387817383, 'реализовать': 12.250089645385742, 'в': 8.583359718322754, 'массовом': 29.996766090393066, 'масштабе': 14.959710121154785, 'мероприятия': 12.193785667419434, 'относительно': 9.106894493103027, 'организационно-хозяйственного': 74.3338451385498, 'смещения': 32.46572399139404, 'колхозов,': 37.65784454345703, 'объяснялась': 38.442386627197266, 'разрушительным': 25.699048042297363, 'влиянием': 15.500650405883789, 'продразверстки.': 56.0644416809082}",все да,"{'все': 14.526092529296875, 'да': 4.167757987976074}","и все да безуспешность попыток реализовать в массовом масштабе мероприятия относительно организационно-хозяйственного смещения колхозов, объяснялась разрушительным влиянием продразверстки.","{'и': 20.447134017944336, 'все': 11.788199424743652, 'да': 8.408818244934082, 'безуспешность': 26.082151412963867, 'попыток': 11.320898056030273, 'реализовать': 12.10484504699707, 'в': 8.549327850341797, 'массовом': 29.919546127319336, 'масштабе': 14.85458755493164, 'мероприятия': 12.04377555847168, 'относительно': 9.146531105041504, 'организационно-хозяйственного': 74.4600944519043, 'смещения': 32.66209030151367, 'колхозов,': 38.03134536743164, 'объяснялась': 38.31510543823242, 'разрушительным': 25.813986778259277, 'влиянием': 15.497458457946777, 'продразверстки.': 56.4802770614624}"
ще і,"{'ще': 12.787862777709961, 'і': 9.177335739135742}","засуджений винен ще і в іншому злочині, вчиненому ним до постановлення попереднього вироку.","{'засуджений': 43.25273895263672, 'винен': 24.67318820953369, 'ще': 10.735624313354492, 'і': 8.82408332824707, 'в': 8.207647323608398, 'іншому': 33.273109436035156, 'злочині,': 39.420939445495605, 'вчиненому': 39.539910316467285, 'ним': 13.150395393371582, 'до': 7.888784408569336, 'постановлення': 33.396461963653564, 'попереднього': 44.64296627044678, 'вироку.': 46.99924087524414}",еще и,"{'еще': 17.425317764282227, 'и': 7.482095718383789}","осужденный виновен еще и в другом преступлении, совершенном им до вынесения предыдущего приговора.","{'осужденный': 47.751243591308594, 'виновен': 15.750123977661133, 'еще': 7.856264114379883, 'и': 10.415444374084473, 'в': 12.438295364379883, 'другом': 16.33696174621582, 'преступлении,': 38.68526649475098, 'совершенном': 41.802016258239746, 'им': 15.02283000946045, 'до': 10.551717758178711, 'вынесения': 27.53209114074707, 'предыдущего': 12.346527099609375, 'приговора.': 20.737618446350098}",уж и,"{'уж': 14.617751121520996, 'и': 6.319665908813477}","осужденный виновен уж и в другом преступлении, совершенном им до вынесения предыдущего приговора.","{'осужденный': 47.440491676330566, 'виновен': 15.889982223510742, 'уж': 7.3124847412109375, 'и': 7.423906326293945, 'в': 12.544920921325684, 'другом': 15.865338325500488, 'преступлении,': 38.48882484436035, 'совершенном': 41.18645477294922, 'им': 15.1551513671875, 'до': 10.644158363342285, 'вынесения': 27.28318977355957, 'предыдущего': 12.408527374267578, 'приговора.': 20.658442497253418}"
чи що,"{'чи': 15.148239135742188, 'що': 7.74985408782959}","дай мені хоч якусь премію, чи що?","{'дай': 15.527620315551758, 'мені': 13.06736421585083, 'хоч': 15.359553337097168, 'якусь': 20.466700553894043, 'премію,': 37.44914960861206, 'чи': 10.871828079223633, 'що?': 15.563868999481201}",что ли,"{'что': 15.135330200195312, 'ли': 5.503811836242676}","дай мне хоть премию какую-нибудь, что ли?","{'дай': 19.754621505737305, 'мне': 7.2411370277404785, 'хоть': 12.008068084716797, 'премию': 15.053564071655273, 'какую-нибудь,': 51.282482624053955, 'что': 13.704902648925781, 'ли?': 25.7693452835083}",либо что,"{'либо': 16.121109008789062, 'что': 7.16987419128418}","дай мне хоть премию какую-нибудь, либо что?","{'дай': 19.33607292175293, 'мне': 7.155779838562012, 'хоть': 11.403690338134766, 'премию': 14.918220520019531, 'какую-нибудь,': 50.15536594390869, 'либо': 14.245616912841797, 'что?': 16.07667112350464}"
не те що,"{'не': 12.072652816772461, 'те': 8.686513900756836, 'що': 9.134960174560547}","що то люди живуть, не те що ми – світа білого за роботою не бачимо…","{'що': 11.036962509155273, 'то': 5.358694076538086, 'люди': 13.288142204284668, 'живуть,': 28.25612735748291, 'не': 6.8496856689453125, 'те': 9.889845848083496, 'ми': 8.61785888671875, '–': 10.996065139770508, 'світа': 31.238802909851074, 'білого': 36.20462703704834, 'за': 5.940262317657471, 'роботою': 29.75327777862549, 'бачимо…': 49.133694648742676}",не то что,"{'не': 13.915241241455078, 'то': 5.193502426147461, 'что': 10.456282615661621}","что значит, люди живут, не то, что мы — света белого за работой не видим…","{'что': 14.439476013183594, 'значит,': 20.08640718460083, 'люди': 13.597068786621094, 'живут,': 19.877543449401855, 'не': 7.252392768859863, 'то,': 25.71162700653076, 'мы': 16.29912757873535, '—': 15.432719230651855, 'света': 13.982251167297363, 'белого': 10.353034019470215, 'за': 8.131811141967773, 'работой': 17.872295379638672, 'видим…': 31.996468544006348}",не те что,"{'не': 13.573129653930664, 'те': 7.330665111541748, 'что': 8.285325050354004}","что значит, люди живут, не те что мы — света белого за работой не видим…","{'что': 8.718854904174805, 'значит,': 19.35324478149414, 'люди': 12.898738861083984, 'живут,': 19.440983772277832, 'не': 6.74392557144165, 'те': 11.161087989807129, 'мы': 9.550432205200195, '—': 14.516472816467285, 'света': 14.185450553894043, 'белого': 10.528080940246582, 'за': 7.209102153778076, 'работой': 17.540802001953125, 'видим…': 31.24638843536377}"
чи не,"{'чи': 15.494272232055664, 'не': 7.071999549865723}","до речі, чи не вперше за історію українського слова друкованим способом відтворюється великоруська експресивна лексика.","{'до': 16.317623138427734, 'речі,': 35.05569934844971, 'чи': 12.212571144104004, 'не': 7.317047119140625, 'вперше': 22.484333992004395, 'за': 9.466602325439453, 'історію': 36.49622869491577, 'українського': 50.852418422698975, 'слова': 13.856788635253906, 'друкованим': 29.841931343078613, 'способом': 14.129923820495605}",едва ли не,"{'едва': 19.065143585205078, 'ли': 5.2579169273376465, 'не': 14.694600105285645}","кстати, едва ли не впервые в истории украинской литературы печатным образом воспроизводится великорусская экспрессивная лексика.","{'кстати,': 34.986371994018555, 'едва': 20.38018226623535, 'ли': 11.357462882995605, 'не': 13.006268501281738, 'впервые': 14.333080291748047, 'в': 10.098173141479492, 'истории': 17.56175994873047, 'украинской': 13.448244094848633, 'литературы': 8.872419357299805, 'печатным': 26.24906349182129, 'образом': 14.414520263671875, 'воспроизводится': 29.235142707824707, 'великорусская': 22.821837425231934, 'экспрессивная': 35.22146797180176, 'лексика.': 45.297401428222656}",либо не,"{'либо': 15.607686042785645, 'не': 6.152792930603027}","кстати, либо не впервые в истории украинской литературы печатным образом воспроизводится великорусская экспрессивная лексика.","{'кстати,': 34.739280700683594, 'либо': 19.328948974609375, 'не': 10.03958511352539, 'впервые': 13.526167869567871, 'в': 8.951950073242188, 'истории': 16.878751754760742, 'украинской': 13.349668502807617, 'литературы': 8.628961563110352, 'печатным': 25.98885440826416, 'образом': 14.070374488830566, 'воспроизводится': 28.367053031921387, 'великорусская': 22.624929428100586, 'экспрессивная': 35.396103858947754, 'лексика.': 45.470458030700684}"
нічого подібного,"{'нічого': 40.09846305847168, 'подібного': 45.551008224487305}",адже нічого подібного в мене не було зімою.,{},ничего подобного,"{'ничего': 17.99893569946289, 'подобного': 7.719011306762695}",ведь ничего подобного у меня не было зимой.,"{'ведь': 19.240915298461914, 'ничего': 3.519624710083008, 'подобного': 12.977119445800781, 'у': 7.259922504425049, 'меня': 16.375511169433594, 'не': 14.98145866394043, 'было': 14.329689979553223, 'зимой.': 25.68677520751953}",ничего сходного,"{'ничего': 18.907798767089844, 'сходного': 21.89671039581299}",ведь ничего сходного у меня не было зимой.,"{'ведь': 19.606555938720703, 'ничего': 4.076138496398926, 'сходного': 29.33236789703369, 'у': 10.558695793151855, 'меня': 17.510622024536133, 'не': 15.157081604003906, 'было': 14.75432014465332, 'зимой.': 26.219430923461914}"
ну гаразд,"{'ну': 13.622956275939941, 'гаразд': 25.607892990112305}","ну гаразд… крізь розчинені двері обширної кам'яної споруди, єдиної кам'яної у всьому селищі, ян побачив три жаркі багаття.","{'ну': 16.001340866088867, 'гаразд…': 35.27176761627197, 'крізь': 30.868184566497803, 'розчинені': 36.20799541473389, 'двері': 17.887117385864258, 'обширної': 34.82728385925293, ""кам'яної"": 41.64666509628296, 'споруди,': 42.388668060302734}",да ладно,"{'да': 15.006105422973633, 'ладно': 6.835995197296143}","да ладно… через раскрытую дверь обширного каменного строения, единственного каменного во всем селении, ян увидел три жарких костра.","{'да': 19.56099510192871, 'ладно…': 14.067755222320557, 'через': 10.64623737335205, 'раскрытую': 27.477971076965332, 'дверь': 13.555855751037598, 'обширного': 29.194307327270508, 'каменного': 10.06098747253418, 'строения,': 18.755210876464844, 'единственного': 18.324485778808594, 'во': 8.158924102783203, 'всем': 14.253898620605469, 'селении,': 42.911733627319336, 'ян': 23.378189086914062, 'увидел': 12.188502311706543, 'три': 12.779193878173828, 'жарких': 26.034236907958984, 'костра.': 27.77127170562744}",ну гораздо,"{'ну': 13.83770751953125, 'гораздо': 7.415190696716309}","ну гораздо… через раскрытую дверь обширного каменного строения, единственного каменного во всем селении, ян увидел три жарких костра.","{'ну': 19.773338317871094, 'гораздо…': 18.10057306289673, 'через': 8.304282188415527, 'раскрытую': 27.84052276611328, 'дверь': 13.406536102294922, 'обширного': 28.663857460021973, 'каменного': 10.028807640075684, 'строения,': 18.424760818481445, 'единственного': 18.629514694213867, 'во': 7.964911937713623, 'всем': 14.034982681274414, 'селении,': 42.67941951751709, 'ян': 24.269250869750977, 'увидел': 12.449777603149414, 'три': 12.71484375, 'жарких': 25.77248764038086, 'костра.': 27.980064392089844}"
не інакше як,"{'не': 12.56496810913086, 'інакше': 33.772772789001465, 'як': 10.20841121673584}",а трансформаторну будку спорудив не інакше як сам ле гарбузьє.,{},не иначе как,"{'не': 13.273027420043945, 'иначе': 9.457435607910156, 'как': 8.202640533447266}",а трансформаторную будку соорудил не иначе как сам ле гарбузье.,{},не иной как,"{'не': 11.97283935546875, 'иной': 10.599833488464355, 'как': 8.230896949768066}",а трансформаторную будку соорудил не иной как сам ле гарбузье.,{}
мало не,"{'мало': 17.95461082458496, 'не': 6.347208023071289}",вона була в стані мало не закінченої вагітности й на протязі якихсь трьох - чотирьох тижнів мусіла народити дитину.,"{'вона': 23.41743803024292, 'була': 12.699714660644531, 'в': 6.638987064361572, 'стані': 20.591716766357422, 'мало': 11.213787078857422, 'не': 5.612418174743652, 'закінченої': 51.604332447052, 'вагітности': 32.22910213470459, 'й': 4.688541412353516, 'на': 7.176383018493652, 'протязі': 32.504937171936035, 'якихсь': 25.0760235786438, 'трьох': 30.67213487625122, '-': 8.01913833618164}",почти что,"{'почти': 18.58280372619629, 'что': 7.605209827423096}",она находилась в положении почти что закончившейся беременности и на протяжении каких-то трех - четырех недель должна была родить ребенка.,"{'она': 19.788843154907227, 'находилась': 9.261072158813477, 'в': 10.557147979736328, 'положении': 19.83075523376465, 'почти': 8.691030502319336, 'что': 10.96599006652832, 'закончившейся': 29.101770401000977, 'беременности': 15.697183609008789, 'и': 9.14748764038086, 'на': 12.972748756408691, 'протяжении': 18.95663833618164, 'каких-то': 34.771172523498535, 'трех': 16.189254760742188, '-': 11.567949295043945, 'четырех': 13.560836791992188, 'недель': 11.679954528808594, 'должна': 16.88905906677246, 'была': 6.509878158569336, 'родить': 15.4244966506958, 'ребенка.': 21.387372970581055}",мало не,"{'мало': 17.95461082458496, 'не': 6.347208023071289}",она находилась в положении мало не закончившейся беременности и на протяжении каких-то трех - четырех недель должна была родить ребенка.,"{'она': 20.067846298217773, 'находилась': 9.66781997680664, 'в': 9.443342208862305, 'положении': 19.818490982055664, 'мало': 12.093685150146484, 'не': 7.347914218902588, 'закончившейся': 32.65157890319824, 'беременности': 15.519218444824219, 'и': 8.314218521118164, 'на': 11.81412124633789, 'протяжении': 19.023405075073242, 'каких-то': 35.06495952606201, 'трех': 16.24201011657715, '-': 11.901679992675781, 'четырех': 13.301294326782227, 'недель': 11.694906234741211, 'должна': 16.83641242980957, 'была': 6.585046768188477, 'родить': 15.510872840881348, 'ребенка.': 21.409911155700684}"
саме що,"{'саме': 24.0500431060791, 'що': 11.470614433288574}",а саме що кавун можна їсти й без ножа та виделки.,{},именно что,"{'именно': 18.904443740844727, 'что': 6.988731861114502}",а именно что арбуз можно есть и без ножа и вилки.,{},сами что,"{'сами': 18.8775577545166, 'что': 7.497927665710449}",а сами что арбуз можно есть и без ножа и вилки.,{}
