phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
перш чым,"{'перш': 6.16312313079834, 'чым': 18.246638298034668}","пройдзе яшчэ шмат гадоў, перш чым будуць пабудаваны прыгодныя для эксплуатацыі рэактары тэрмаядзернага сінтэзу.","{'пройдзе': 20.51027202606201, 'яшчэ': 17.813544273376465, 'шмат': 9.340055465698242, 'гадоў,': 12.949932098388672, 'перш': 7.732884883880615, 'чым': 7.018442153930664, 'будуць': 8.959269523620605, 'пабудаваны': 13.989529609680176, 'прыгодныя': 14.991971969604492, 'для': 4.733242034912109, 'эксплуатацыі': 15.459504127502441, 'рэактары': 17.66213083267212, 'тэрмаядзернага': 40.75506782531738, 'сінтэзу.': 26.61744785308838}",прежде чем,"{'прежде': 2.6750669479370117, 'чем': 0.6909046173095703}","пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'пройдет': 9.354072570800781, 'много': 5.104140281677246, 'времени,': 1.1568479537963867, 'прежде': 1.5150890350341797, 'чем': 0.019361495971679688, 'будут': 5.882133483886719, 'построены': 4.429551124572754, 'полезные': 9.073223114013672, 'термоядерные': 10.268628120422363, 'реакторы.': 1.520223617553711}",прежде нежели,"{'прежде': 2.6750669479370117, 'нежели': 5.868140697479248}","пройдет много времени, прежде нежели будут построены полезные термоядерные реакторы.","{'пройдет': 9.354072570800781, 'много': 5.104140281677246, 'времени,': 1.1568479537963867, 'прежде': 1.5150890350341797, 'нежели': 6.14244270324707, 'будут': 5.72242546081543, 'построены': 4.54566764831543, 'полезные': 9.16648006439209, 'термоядерные': 11.18630599975586, 'реакторы.': 1.6076955795288086}"
па чутках,"{'па': 0.0, 'чутках': 21.25196647644043}","а можа, гэта быў воўк-людаед, якіх, па чутках, шмат развялося ў навакольных пушчах.","{'а': 0.0, 'можа,': 14.898746490478516, 'гэта': 8.51781177520752, 'быў': 6.749884605407715, 'воўк-людаед,': 42.703290939331055, 'якіх,': 12.779682159423828, 'па': 4.282857894897461, 'чутках,': 15.986034393310547, 'шмат': 7.5345258712768555, 'развялося': 17.064655303955078, 'ў': 2.326174736022949, 'навакольных': 14.682926654815674, 'пушчах.': 14.916199684143066}",по слухам,"{'по': 0.0, 'слухам': 8.841740608215332}","а может, это волк-людоед, которых, по слухам, много развелось в окрестных пущах.","{'а': 0.0, 'может,': 7.849626541137695, 'это': 3.2876014709472656, 'волк-людоед,': 19.934144020080566, 'которых,': 10.8870210647583, 'по': 2.367481231689453, 'слухам,': 2.7135000228881836, 'много': 4.804056167602539, 'развелось': 4.130309104919434, 'в': 0.8048934936523438, 'окрестных': 5.427717208862305, 'пущах.': 12.679519653320312}",по молве,"{'по': 0.0, 'молве': 14.793590545654297}","а может, это волк-людоед, которых, по молве, много развелось в окрестных пущах.","{'а': 0.0, 'может,': 7.849626541137695, 'это': 3.2876014709472656, 'волк-людоед,': 19.934144020080566, 'которых,': 10.8870210647583, 'по': 2.367481231689453, 'молве,': 11.981940269470215, 'много': 3.9400854110717773, 'развелось': 4.0415496826171875, 'в': 1.311117172241211, 'окрестных': 5.369978904724121, 'пущах.': 12.173298835754395}"
такім чынам,"{'такім': 13.004779815673828, 'чынам': 9.898262023925781}","такім чынам, паводле экспертнай ацэнкі, інфляцыя з пачатку года склала 4, 7%.","{'такім': 13.004780292510986, 'чынам,': 11.430268287658691, 'паводле': 16.761305809020996, 'экспертнай': 23.981422424316406, 'ацэнкі,': 26.618960857391357, 'інфляцыя': 20.016396522521973, 'з': 3.2778615951538086, 'пачатку': 12.729386329650879, 'года': 6.90403938293457, 'склала': 10.786195755004883, '4,': 10.708017349243164, '7%.': 16.41085147857666}",таким образом,"{'таким': 5.713441371917725, 'образом': 1.3183479309082031}","таким образом, по экспертной оценке, инфляция с начала года составила 4, 7%.","{'таким': 5.713441848754883, 'образом,': 1.8817615509033203, 'по': 4.997942924499512, 'экспертной': 10.270342826843262, 'оценке,': 0.8007345199584961, 'инфляция': 7.655540466308594, 'с': 5.467313766479492, 'начала': 1.8811473846435547, 'года': 0.5816879272460938, 'составила': 1.1062088012695312, '4,': 3.3726768493652344, '7%.': 9.728555679321289}",таким чином,"{'таким': 5.713441371917725, 'чином': 11.304262161254883}","таким чином, по экспертной оценке, инфляция с начала года составила 4, 7%.","{'таким': 5.713441848754883, 'чином,': 12.751000881195068, 'по': 5.313509941101074, 'экспертной': 12.370176315307617, 'оценке,': 0.7715511322021484, 'инфляция': 9.445619583129883, 'с': 5.61051082611084, 'начала': 2.164064407348633, 'года': 0.47614479064941406, 'составила': 1.1629657745361328, '4,': 3.391080856323242, '7%.': 9.577773094177246}"
ва ўсякім разе,"{'ва': 0.0, 'ўсякім': 19.468823432922363, 'разе': 8.934447288513184}","спадарыня стэйр, якая нібыта нарадзілася ў люйсьвіле, штат кентукі, ды адышла ў іншы свет ў 1988 годзе ва ўзросьце 86 гадоў увогуле ніколі не існавала, ва ўсякім разе, з гэтым імем альбо літаратурным псеўданімам.","{'спадарыня': 20.266432762145996, 'стэйр,': 23.067089080810547, 'якая': 11.96516227722168, 'нібыта': 14.083868980407715, 'нарадзілася': 15.541306495666504, 'ў': 9.328409194946289, 'люйсьвіле,': 36.87782001495361, 'штат': 11.98735237121582, 'кентукі,': 24.285292625427246, 'ды': 5.7910614013671875, 'адышла': 15.188875198364258, 'іншы': 9.205282211303711, 'свет': 6.095771789550781, '1988': 10.849588394165039, 'годзе': 6.19123649597168, 'ва': 7.309321403503418, 'ўзросьце': 22.709794998168945, '86': 13.494495391845703, 'гадоў': 5.867225646972656, 'увогуле': 19.411548614501953, 'ніколі': 9.117505073547363, 'не': 1.1973991394042969, 'існавала,': 14.047103881835938, 'ўсякім': 8.204512596130371, 'разе,': 12.635836601257324, 'з': 3.6639909744262695, 'гэтым': 5.218219757080078, 'імем': 15.835901260375977, 'альбо': 13.151975631713867, 'літаратурным': 14.325760841369629, 'псеўданімам.': 36.03549766540527}",во всяком случае,"{'во': 0.0, 'всяком': 9.509740829467773, 'случае': 0.014917373657226562}","госпожа стейр, будто бы родившася в люйсвиле, штат кентукки, и отошедшая в мир иной в 1988 году в возрасте 86 лет, вообще никогда не существовала, во всяком случае, под этим именем или литературным псевдонимом.","{'госпожа': 11.695951461791992, 'стейр,': 22.6065092086792, 'будто': 9.699369430541992, 'бы': 2.0684080123901367, 'родившася': 18.611824989318848, 'в': 3.4542341232299805, 'люйсвиле,': 31.523505210876465, 'штат': 8.957588195800781, 'кентукки,': 10.920708656311035, 'и': 2.7326602935791016, 'отошедшая': 10.836722373962402, 'мир': 2.2085447311401367, 'иной': 0.07071495056152344, '1988': 8.53247356414795, 'году': 0.3741626739501953, 'возрасте': 0.6553354263305664, '86': 4.971323013305664, 'лет,': 1.5198745727539062, 'вообще': 9.083332061767578, 'никогда': 4.266406059265137, 'не': 0.247161865234375, 'существовала,': 6.88448429107666, 'во': 5.7187652587890625, 'всяком': 0.18906593322753906, 'случае,': 0.5320243835449219, 'под': 7.007253646850586, 'этим': 2.976797103881836, 'именем': 0.8850040435791016, 'или': 5.394121170043945, 'литературным': 9.320069313049316, 'псевдонимом.': 1.356292724609375}",во всяком разе,"{'во': 0.0, 'всяком': 9.509740829467773, 'разе': 8.385610580444336}","госпожа стейр, будто бы родившася в люйсвиле, штат кентукки, и отошедшая в мир иной в 1988 году в возрасте 86 лет, вообще никогда не существовала, во всяком разе, под этим именем или литературным псевдонимом.","{'госпожа': 11.695951461791992, 'стейр,': 22.6065092086792, 'будто': 9.699369430541992, 'бы': 2.0684080123901367, 'родившася': 18.611824989318848, 'в': 3.4542341232299805, 'люйсвиле,': 31.523505210876465, 'штат': 8.957588195800781, 'кентукки,': 10.920708656311035, 'и': 2.7326602935791016, 'отошедшая': 10.836722373962402, 'мир': 2.2085447311401367, 'иной': 0.07071495056152344, '1988': 8.53247356414795, 'году': 0.3741626739501953, 'возрасте': 0.6553354263305664, '86': 4.971323013305664, 'лет,': 1.5198745727539062, 'вообще': 9.083332061767578, 'никогда': 4.266406059265137, 'не': 0.247161865234375, 'существовала,': 6.88448429107666, 'во': 5.7187652587890625, 'всяком': 0.18906593322753906, 'разе,': 10.687966346740723, 'под': 6.578853607177734, 'этим': 4.341222763061523, 'именем': 0.7444295883178711, 'или': 4.779594421386719, 'литературным': 9.659443855285645, 'псевдонимом.': 1.1736059188842773}"
мiж iншым,"{'мiж': 14.030115127563477, 'iншым': 11.928147315979004}","у беларусi ""кошт"" гадзiны працы медыцынскiх работнiкаў складае ўсяго 4404 рублi, а гэта, мiж iншым, толькi 59, 7 працэнта ад аплаты за гадзiну працы ў прамысловасцi.","{'у': 0.0, 'беларусi': 22.655614852905273, '""кошт""': 20.6502628326416, 'гадзiны': 17.04469108581543, 'працы': 3.7197046279907227, 'медыцынскiх': 28.55921173095703, 'работнiкаў': 16.076072692871094, 'складае': 17.93887424468994, 'ўсяго': 9.35317611694336, '4404': 20.303861618041992, 'рублi,': 11.033650875091553, 'а': 2.03664493560791, 'гэта,': 9.733179092407227, 'мiж': 8.652402877807617, 'iншым,': 9.69229793548584, 'толькi': 4.982207298278809, '59,': 14.674827575683594, '7': 6.884675979614258, 'працэнта': 14.619058609008789, 'ад': 6.9121198654174805, 'аплаты': 16.45314598083496, 'за': 4.4175567626953125, 'гадзiну': 9.568777084350586, 'ў': 3.249955177307129, 'прамысловасцi.': 30.21901512145996}",между прочим,"{'между': 0.0, 'прочим': 6.398007392883301}","в беларуси «стоимость» часа работы медицинских работников составляет всего 4404 рубля, а это, между прочим, только 59, 7% от оплаты за час работы в промышленности.","{'в': 1.9182701110839844, 'беларуси': 15.776535987854004, '«стоимость»': 20.00678539276123, 'часа': 9.935057640075684, 'работы': 0.6651468276977539, 'медицинских': 10.198371887207031, 'работников': 1.6107540130615234, 'составляет': 2.292224884033203, 'всего': 3.9608230590820312, '4404': 15.07711124420166, 'рубля,': 2.4463253021240234, 'а': 1.8186874389648438, 'это,': 7.750828742980957, 'между': 5.433330535888672, 'прочим,': 0.04676246643066406, 'только': 5.841923713684082, '59,': 9.4846830368042, '7%': 10.859674453735352, 'от': 0.7714014053344727, 'оплаты': 6.057704925537109, 'за': 2.7118215560913086, 'час': 5.696266174316406, 'промышленности.': 7.860212326049805}",между другими,"{'между': 0.0, 'другими': 8.448683738708496}","в беларуси «стоимость» часа работы медицинских работников составляет всего 4404 рубля, а это, между другими, только 59, 7% от оплаты за час работы в промышленности.","{'в': 2.1933441162109375, 'беларуси': 15.776535987854004, '«стоимость»': 20.00678539276123, 'часа': 9.935057640075684, 'работы': 0.684600830078125, 'медицинских': 10.198371887207031, 'работников': 1.6107540130615234, 'составляет': 2.292224884033203, 'всего': 3.9608230590820312, '4404': 15.07711124420166, 'рубля,': 2.4463253021240234, 'а': 1.8186874389648438, 'это,': 7.750828742980957, 'между': 5.433330535888672, 'другими,': 12.424947738647461, 'только': 5.871828079223633, '59,': 9.589933395385742, '7%': 11.573609352111816, 'от': 0.7694292068481445, 'оплаты': 6.220820426940918, 'за': 2.685504913330078, 'час': 5.1983137130737305, 'промышленности.': 7.797039985656738}"
можна сказаць,"{'можна': 4.422552108764648, 'сказаць': 15.334013938903809}","можна сказаць, яму проста пашанцавала, абы толькі ўдалося.","{'можна': 4.422554016113281, 'сказаць,': 16.5696964263916, 'яму': 9.908432006835938, 'проста': 7.909470081329346, 'пашанцавала,': 30.792587280273438, 'абы': 7.9344587326049805, 'толькі': 6.1439409255981445, 'ўдалося.': 14.824032306671143}",можно сказать,"{'можно': 0.0, 'сказать': 4.217169761657715}","можно сказать, ему просто повезло, если все удастся.","{'можно': 0.0, 'сказать,': 4.684406280517578, 'ему': 8.20180892944336, 'просто': 3.768400192260742, 'повезло,': 4.043634414672852, 'если': 4.9505615234375, 'все': 5.207337379455566, 'удастся.': 7.459026336669922}",возможно сказать,"{'возможно': 0.0, 'сказать': 5.961180686950684}","возвозможно сказать, ему просто повезло, если все удастся.","{'возвозможно': 12.29187297821045, 'сказать,': 8.582777976989746, 'ему': 8.696635246276855, 'просто': 3.6926259994506836, 'повезло,': 4.551459312438965, 'если': 5.211935997009277, 'все': 5.134685516357422, 'удастся.': 8.040058135986328}"
у сутнасці,"{'у': 0.0, 'сутнасці': 33.35565757751465}","у сутнасці, ніякага асаблівага працы або небяспекі ў паляванні няма.","{'у': 0.0, 'сутнасці,': 35.09793186187744, 'ніякага': 16.661882400512695, 'асаблівага': 16.817307472229004, 'працы': 10.238712310791016, 'або': 6.714757919311523, 'небяспекі': 22.579818725585938, 'ў': 8.229732513427734, 'паляванні': 16.566612720489502, 'няма.': 10.274075031280518}",в сущности,"{'в': 0.0, 'сущности': 9.889307022094727}","в сущности, никакого особого труда или опасности в охоте нет.","{'в': 2.6220321655273438, 'сущности,': 10.220473289489746, 'никакого': 6.1111602783203125, 'особого': 4.202066421508789, 'труда': 5.571551322937012, 'или': 5.352105140686035, 'опасности': 5.336245536804199, 'охоте': 8.215051651000977, 'нет.': 3.41269588470459}",по суткам,"{'по': 0.0, 'суткам': 13.50168514251709}","по суткам, никакого особого труда или опасности в охоте нет.","{'по': 0.0, 'суткам,': 15.027162551879883, 'никакого': 9.61355972290039, 'особого': 5.189578056335449, 'труда': 3.54400634765625, 'или': 5.355064392089844, 'опасности': 5.6594038009643555, 'в': 3.6031389236450195, 'охоте': 7.440752029418945, 'нет.': 3.1238393783569336}"
як вядома,"{'як': 0.0, 'вядома': 21.41787624359131}","як вядома, пчолы патрэбны дзеля таго, каб рабіць мед.","{'як': 0.0, 'вядома,': 23.011869430541992, 'пчолы': 18.703070640563965, 'патрэбны': 21.033535957336426, 'дзеля': 12.871482849121094, 'таго,': 12.105781555175781, 'каб': 6.739953517913818, 'рабіць': 15.605143547058105, 'мед.': 11.784324645996094}",как известно,"{'как': 0.0, 'известно': 6.474274635314941}","как известно, пчелы нужны только для того, чтобы делать мед.","{'как': 0.0, 'известно,': 6.721767425537109, 'пчелы': 10.060990333557129, 'нужны': 8.253438949584961, 'только': 2.4401168823242188, 'для': 0.6506662368774414, 'того,': 1.649674415588379, 'чтобы': 0.03346061706542969, 'делать': 5.088409423828125, 'мед.': 3.396599769592285}",как ведомо,"{'как': 0.0, 'ведомо': 13.547024726867676}","как ведомо, пчелы нужны только для того, чтобы делать мед.","{'как': 0.0, 'ведомо,': 15.4403076171875, 'пчелы': 10.80768871307373, 'нужны': 8.557733535766602, 'только': 3.6668014526367188, 'для': 0.9594554901123047, 'того,': 1.7173748016357422, 'чтобы': 0.09232711791992188, 'делать': 5.377373695373535, 'мед.': 3.9635391235351562}"
на яго думку,"{'на': 0.0, 'яго': 13.809738159179688, 'думку': 9.618622779846191}","на яго думку, у нас на падобныя тэмы пішуць нецікава і мала.","{'на': 3.3327322006225586, 'яго': 13.809741020202637, 'думку,': 11.093846321105957, 'у': 5.009772300720215, 'нас': 3.242929458618164, 'падобныя': 19.647751808166504, 'тэмы': 14.15610122680664, 'пішуць': 14.389737129211426, 'нецікава': 15.589092254638672, 'і': 4.619723320007324, 'мала.': 10.397891521453857}",по его мнению,"{'по': 0.0, 'его': 7.179531097412109, 'мнению': 2.708531379699707}","по его мнению, у нас на подобные темы пишут мало и неинтересно.","{'по': 0.0, 'его': 7.179531097412109, 'мнению,': 2.8528003692626953, 'у': 5.14980936050415, 'нас': 2.3054370880126953, 'на': 4.374692916870117, 'подобные': 9.30402660369873, 'темы': 4.008532524108887, 'пишут': 7.901337623596191, 'мало': 4.832231521606445, 'и': 2.8051509857177734, 'неинтересно.': 5.483638763427734}",на его мысль,"{'на': 0.0, 'его': 5.861128807067871, 'мысль': 7.756429672241211}","на его мысль, у нас на подобные темы пишут мало и неинтересно.","{'на': 3.9132442474365234, 'его': 5.861128807067871, 'мысль,': 9.182804107666016, 'у': 6.318273544311523, 'нас': 3.60906982421875, 'подобные': 9.558836936950684, 'темы': 3.2826976776123047, 'пишут': 8.114543914794922, 'мало': 5.513160705566406, 'и': 3.1970396041870117, 'неинтересно.': 5.592578887939453}"
адным словам,"{'адным': 5.670629501342773, 'словам': 7.541319370269775}","адным словам, пад мінскам есць такая спецыяльная бальніца, дзе раней паміралі вось такія асуджаныя…","{'адным': 5.670631408691406, 'словам,': 9.06087350845337, 'пад': 10.556483268737793, 'мінскам': 33.191415786743164, 'есць': 9.955932140350342, 'такая': 8.383127212524414, 'спецыяльная': 25.930530548095703, 'бальніца,': 20.92262840270996, 'дзе': 8.085033416748047, 'раней': 10.240255355834961, 'паміралі': 15.710308074951172, 'вось': 9.043092727661133, 'такія': 6.48037052154541, 'асуджаныя…': 25.049444675445557}",одним словом,"{'одним': 7.4301676750183105, 'словом': 3.3391714096069336}","одним словом, под минском, есть специальная больница, где раньше умирали вот такие обреченные…","{'одним': 7.430169105529785, 'словом,': 4.20521354675293, 'под': 6.145770072937012, 'минском,': 18.059593200683594, 'есть': 5.9842681884765625, 'специальная': 8.013553619384766, 'больница,': 6.899548530578613, 'где': 1.7368698120117188, 'раньше': 7.434298038482666, 'умирали': 7.107592582702637, 'вот': 9.746906280517578, 'такие': 0.6399917602539062, 'обреченные…': 15.704627990722656}",одним словам,"{'одним': 7.4301676750183105, 'словам': 7.09186315536499}","одним словам, под минском, есть специальная больница, где раньше умирали вот такие обреченные…","{'одним': 7.430169105529785, 'словам,': 7.658040523529053, 'под': 6.386555194854736, 'минском,': 16.623766899108887, 'есть': 6.017378807067871, 'специальная': 7.515986919403076, 'больница,': 7.03336238861084, 'где': 1.773019790649414, 'раньше': 7.3022942543029785, 'умирали': 7.170076370239258, 'вот': 10.15534496307373, 'такие': 0.7555942535400391, 'обреченные…': 16.637102127075195}"
што называецца,"{'што': 6.437682151794434, 'называецца': 14.411139488220215}","што называецца, не ў службу, а ў дружбу.","{'што': 6.437682151794434, 'называецца,': 16.71564483642578, 'не': 4.200094223022461, 'ў': 1.474461555480957, 'службу,': 12.510631561279297, 'а': 0.5112905502319336, 'дружбу.': 7.975589752197266}",что называется,"{'что': 0.0, 'называется': 8.619929313659668}","что называется, не в службу, а в дружбу.","{'что': 0.0, 'называется,': 11.035359382629395, 'не': 4.128706455230713, 'в': 0.14358901977539062, 'службу,': 6.919065475463867, 'а': 0.12200546264648438, 'дружбу.': 0.9579591751098633}",что называют,"{'что': 0.0, 'называют': 9.263620376586914}","что называют, не в службу, а в дружбу.","{'что': 0.0, 'называют,': 14.064170837402344, 'не': 4.488803863525391, 'в': 0.2359600067138672, 'службу,': 7.984232425689697, 'а': 0.1509723663330078, 'дружбу.': 0.9557647705078125}"
мяркуючы па ўсім,"{'мяркуючы': 29.5004243850708, 'па': 6.211583137512207, 'ўсім': 8.138398170471191}","мяркуючы па ўсім, палкоўнік быў чалавек гаваркі і меў процьму часу.","{'мяркуючы': 29.50042200088501, 'па': 6.211583137512207, 'ўсім,': 11.203710556030273, 'палкоўнік': 19.880197525024414, 'быў': 3.942760467529297, 'чалавек': 5.927762985229492, 'гаваркі': 17.957809448242188, 'і': 3.315016746520996, 'меў': 7.862452030181885, 'процьму': 23.29660701751709, 'часу.': 10.67587947845459}",судя по всему,"{'судя': 4.711893081665039, 'по': 0.47858238220214844, 'всему': 2.3953943252563477}","судя по всему, поговорить полковник любил, к тому же имел уйму времени.","{'судя': 4.711894989013672, 'по': 0.47858428955078125, 'всему,': 3.3972291946411133, 'поговорить': 11.29825210571289, 'полковник': 12.908580780029297, 'любил,': 8.749937534332275, 'к': 5.857646942138672, 'тому': 0.4804086685180664, 'же': 0.020875930786132812, 'имел': 5.388187408447266, 'уйму': 7.918376922607422, 'времени.': 3.553997039794922}",предполагая по всему,"{'предполагая': 8.747833251953125, 'по': 6.578501224517822, 'всему': 5.471127510070801}","предполагая по всему, поговорить полковник любил, к тому же имел уйму времени.","{'предполагая': 8.747827529907227, 'по': 6.578498840332031, 'всему,': 6.872128486633301, 'поговорить': 14.029967308044434, 'полковник': 13.32628059387207, 'любил,': 9.734519004821777, 'к': 5.992865562438965, 'тому': 0.7044296264648438, 'же': 0.01316070556640625, 'имел': 5.374073028564453, 'уйму': 7.85105037689209, 'времени.': 3.431820869445801}"
дзеля бога,"{'дзеля': 5.653852462768555, 'бога': 11.43792724609375}","дзеля бога, пакіньце ў пакоі маю бедную галаву.","{'дзеля': 5.653853893280029, 'бога,': 14.047891616821289, 'пакіньце': 32.056875705718994, 'ў': 4.321928024291992, 'пакоі': 10.310315132141113, 'маю': 9.325221061706543, 'бедную': 13.62960433959961, 'галаву.': 8.362109184265137}",ради бога,"{'ради': 0.0, 'бога': 9.708484649658203}","ради бога, оставьте в покое мою бедную голову.","{'ради': 0.0, 'бога,': 11.280488967895508, 'оставьте': 9.283036231994629, 'в': 3.063155174255371, 'покое': 0.20326614379882812, 'мою': 4.10446834564209, 'бедную': 5.231441497802734, 'голову.': 3.5674400329589844}",для бога,"{'для': 0.0, 'бога': 9.60965633392334}","для бога, оставьте в покое мою бедную голову.","{'для': 0.0, 'бога,': 11.358325004577637, 'оставьте': 9.538936614990234, 'в': 3.049346923828125, 'покое': 0.3033437728881836, 'мою': 4.514944076538086, 'бедную': 5.157651901245117, 'голову.': 3.5498838424682617}"
усе ж,"{'усе': 0.0, 'ж': 8.015176773071289}","і мяне ўразіла, што нават у сельскіх мужыкоў, простых і грубых, з жанчынамі усе ж асаблівыя адносіны.","{'і': 2.1372203826904297, 'мяне': 14.960065841674805, 'ўразіла,': 20.73152494430542, 'што': 1.5335016250610352, 'нават': 7.011579513549805, 'у': 3.4054698944091797, 'сельскіх': 14.177745819091797, 'мужыкоў,': 19.442901611328125, 'простых': 12.654518127441406, 'грубых,': 8.198414325714111, 'з': 3.074965476989746, 'жанчынамі': 15.102347373962402, 'усе': 8.67085075378418, 'ж': 4.139975547790527, 'асаблівыя': 15.217033386230469, 'адносіны.': 16.92599868774414}",все же,"{'все': 0.0, 'же': 3.8514938354492188}","и меня поразило, что даже у сельских мужиков, в междусобоях простых и грубых, к женщинам все же особое отношение.","{'и': 2.443389892578125, 'меня': 6.519676208496094, 'поразило,': 10.026460647583008, 'что': 0.736419677734375, 'даже': 4.57669734954834, 'у': 3.652462959289551, 'сельских': 8.800575256347656, 'мужиков,': 7.445884704589844, 'в': 3.68853759765625, 'междусобоях': 24.293862342834473, 'простых': 10.279067039489746, 'грубых,': 5.683631896972656, 'к': 5.696016311645508, 'женщинам': 4.059026718139648, 'все': 4.934648513793945, 'же': 1.5491828918457031, 'особое': 4.886297225952148, 'отношение.': 1.2160530090332031}",все то же,"{'все': 0.0, 'то': 5.770658493041992, 'же': 1.522317886352539}","и меня поразило, что даже у сельских мужиков, в междусобоях простых и грубых, к женщинам все то же особое отношение.","{'и': 2.443389892578125, 'меня': 6.519676208496094, 'поразило,': 10.026460647583008, 'что': 0.736419677734375, 'даже': 4.57669734954834, 'у': 3.652462959289551, 'сельских': 8.800575256347656, 'мужиков,': 7.445884704589844, 'в': 3.68853759765625, 'междусобоях': 24.293862342834473, 'простых': 10.279067039489746, 'грубых,': 5.683631896972656, 'к': 5.696016311645508, 'женщинам': 4.059026718139648, 'все': 4.934648513793945, 'то': 7.15086555480957, 'же': 0.10725784301757812, 'особое': 4.431756019592285, 'отношение.': 1.7096481323242188}"
яшчэ і,"{'яшчэ': 17.317821502685547, 'і': 5.171404838562012}","за словам містыфікацыя часта крыецца яшчэ і прымітыўная, ілжывая ды бессэнсоўная авантура.","{'за': 0.0, 'словам': 10.96941089630127, 'містыфікацыя': 51.82589530944824, 'часта': 12.879342079162598, 'крыецца': 28.992941856384277, 'яшчэ': 11.661467552185059, 'і': 4.23763370513916, 'прымітыўная,': 39.655141830444336, 'ілжывая': 29.106836318969727, 'ды': 6.91949462890625, 'бессэнсоўная': 27.95974349975586, 'авантура.': 19.713662147521973}",еще и,"{'еще': 0.0, 'и': 3.4556808471679688}","за словом «мистификация» часто кроется еще и примитивная, лживая и бессмысленная авантюра.","{'за': 0.0, 'словом': 11.39274787902832, '«мистификация»': 15.280089378356934, 'часто': 6.341573715209961, 'кроется': 8.130508422851562, 'еще': 5.916867256164551, 'и': 2.577975273132324, 'примитивная,': 12.90813159942627, 'лживая': 6.292769432067871, 'бессмысленная': 6.409023284912109, 'авантюра.': 9.40317153930664}",далее и,"{'далее': 0.0, 'и': 3.4785804748535156}","за словом «мистификация» часто кроется далее и примитивная, лживая и бессмысленная авантюра.","{'за': 0.0, 'словом': 11.39274787902832, '«мистификация»': 15.280089378356934, 'часто': 6.341573715209961, 'кроется': 8.130508422851562, 'далее': 12.735100746154785, 'и': 2.614797592163086, 'примитивная,': 15.879779815673828, 'лживая': 6.912947654724121, 'бессмысленная': 6.237497329711914, 'авантюра.': 9.436264991760254}"
ці што,"{'ці': 0.0, 'што': 12.75390911102295}","ты ж сам казаў. не памятаеш, ці што?","{'ты': 0.0, 'ж': 8.266075134277344, 'сам': 8.534639358520508, 'казаў.': 16.115575790405273, 'не': 9.698212623596191, 'памятаеш,': 9.577081680297852, 'ці': 6.475713729858398, 'што?': 7.555571556091309}",что ли,"{'что': 0.0, 'ли': 7.019231796264648}","ты же сам говорил. не помнишь, что ли?","{'ты': 0.0, 'же': 6.880664348602295, 'сам': 8.048675537109375, 'говорил.': 8.793800354003906, 'не': 8.88667106628418, 'помнишь,': 9.335474967956543, 'что': 2.062835693359375, 'ли?': 1.9834480285644531}",маловероятно ли,"{'маловероятно': 13.131933212280273, 'ли': 6.5315752029418945}","ты же сам говорил. не помнишь, маловероятно ли?","{'ты': 0.0, 'же': 6.880664348602295, 'сам': 8.048675537109375, 'говорил.': 8.793800354003906, 'не': 8.88667106628418, 'помнишь,': 9.335474967956543, 'маловероятно': 14.383894920349121, 'ли?': 6.235726356506348}"
