phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
може да се каже,"{'може': 26.407527923583984, 'да': 5.790534496307373, 'се': 11.339059829711914, 'каже': 16.248582363128662}","всичко това спомогна най-вече и за този неочакван случай, благодарение на който сега се променя, може да се каже, цялата ни съдба.","{'всичко': 45.72357940673828, 'това': 15.156341552734375, 'спомогна': 41.85798263549805, 'най-вече': 41.91041803359985, 'и': 9.30978775024414, 'за': 10.763007164001465, 'този': 23.279571533203125}",можно сказать,"{'можно': 16.79231834411621, 'сказать': 6.633099555969238}","все это способствовало главным образом и тому неожиданному случаю, через который теперь меняется, можно сказать, вся судьба наша.","{'все': 18.930038452148438, 'это': 6.5554070472717285, 'способствовало': 18.458297729492188, 'главным': 7.6490092277526855, 'образом': 10.528790473937988, 'и': 10.477993965148926, 'тому': 12.603972434997559, 'неожиданному': 30.43858051300049, 'случаю,': 24.589645385742188, 'через': 19.307186126708984, 'который': 11.234881401062012, 'теперь': 9.971580505371094, 'меняется,': 22.801822662353516, 'можно': 16.65032958984375, 'сказать,': 25.987987518310547, 'вся': 15.02754020690918, 'судьба': 10.666498184204102, 'наша.': 15.837315559387207}",может себе сказать,"{'может': 19.817445755004883, 'себе': 6.942683696746826, 'сказать': 11.390056610107422}","все это способствовало главным образом и тому неожиданному случаю, через который теперь меняется, может себе сказать, вся судьба наша.","{'все': 18.78506851196289, 'это': 6.402765274047852, 'способствовало': 18.34734535217285, 'главным': 7.429193019866943, 'образом': 10.190868377685547, 'и': 10.097921371459961, 'тому': 12.51944351196289, 'неожиданному': 30.236818313598633, 'случаю,': 24.264867782592773, 'через': 19.435388565063477, 'который': 10.725452423095703, 'теперь': 10.144628524780273, 'меняется,': 22.245559692382812, 'может': 18.36275863647461, 'себе': 14.766098022460938, 'сказать,': 22.751601219177246, 'вся': 15.446346282958984, 'судьба': 10.884596824645996, 'наша.': 16.449849128723145}"
в същност,"{'в': 11.544054985046387, 'същност': 46.32328701019287}","в същност тя не „заставаше, а някак витаеше наоколо му като една сянка, която неочаквано беше добила едно ново измерение, плътността.","{'в': 15.744457244873047, 'същност': 48.554707527160645, 'тя': 12.066509246826172, 'не': 6.08439302444458}",в сущности,"{'в': 13.380268096923828, 'сущности': 10.757329940795898}","в сущности, она не «возникала», а как бы витала рядом, подобно тени, неожиданно обретшей плоть, еще одно измерение.","{'в': 17.567119598388672, 'сущности,': 24.080671310424805, 'она': 17.966093063354492, 'не': 14.539421081542969, '«возникала»,': 77.12566375732422}",в сущность,"{'в': 12.475683212280273, 'сущность': 10.805771827697754}","в сущность, она не «возникала», а как бы витала рядом, подобно тени, неожиданно обретшей плоть, еще одно измерение.","{'в': 17.79591178894043, 'сущность,': 19.453266620635986, 'она': 16.952392578125, 'не': 14.208795547485352, '«возникала»,': 77.17530345916748}"
както е известно,{'както': 22.974358081817627},както е известно светът не е останал без добри хора.,{'както': 25.034295558929443},как известно,"{'как': 15.495388984680176, 'известно': 8.306365966796875}",мир как известно не без добрых людей.,"{'мир': 21.133438110351562, 'как': 5.785860538482666, 'известно': 16.410215377807617, 'не': 9.282483100891113, 'без': 14.889093399047852, 'добрых': 14.571852684020996, 'людей.': 20.94916534423828}",как это известно,"{'как': 16.449323654174805, 'это': 5.641872882843018, 'известно': 12.889824867248535}",мир как это известно не без добрых людей.,"{'мир': 20.822057723999023, 'как': 5.9980082511901855, 'это': 9.825750350952148, 'известно': 13.61575698852539, 'не': 9.34402847290039, 'без': 14.655688285827637, 'добрых': 14.770867347717285, 'людей.': 20.294795989990234}"
по негово мнение,"{'по': 13.238378524780273, 'негово': 21.221455097198486, 'мнение': 15.312210083007812}","сега той почна едно сепнато pizzicato, което по негово мнение изображаваше песента: „открадна-ла сей, бабината, сла-сланин-каа, сланинка, откраднала сей бабината сланинка“… която „сланинка “цяла е открадната от чешката „slaninka“.","{'сега': 31.572087287902832, 'той': 14.653393745422363, 'почна': 20.878103256225586}",по его мнению,"{'по': 13.677738189697266, 'его': 5.977966785430908, 'мнению': 16.2158203125}","в данный момент он начал осторожное пиччикато, представлявшее, по его мнению, мотив песни: «украли у бабушки саль-це-е, сальце, украли у бабушки сальце», причем «сальце» это украдено целиком у чехов.","{'в': 18.518463134765625, 'данный': 11.653831481933594, 'момент': 10.225577354431152, 'он': 13.976311683654785, 'начал': 16.121030807495117, 'осторожное': 35.39393615722656, 'пиччикато,': 58.812947273254395, 'представлявшее,': 47.63136863708496, 'по': 18.897075653076172, 'его': 12.925309181213379, 'мнению,': 31.420896530151367, 'мотив': 19.18553924560547, 'песни:': 18.05390167236328, '«украли': 43.54806423187256, 'у': 13.854022979736328, 'бабушки': 18.495468139648438}",за его мнение,"{'за': 13.258325576782227, 'его': 7.5065436363220215, 'мнение': 14.758849143981934}","в данный момент он начал осторожное пиччикато, представлявшее, за его мнение, мотив песни: «украли у бабушки саль-це-е, сальце, украли у бабушки сальце», причем «сальце» это украдено целиком у чехов.","{'в': 18.3753719329834, 'данный': 11.652872085571289, 'момент': 10.118318557739258, 'он': 13.862390518188477, 'начал': 15.94571590423584, 'осторожное': 35.099135398864746, 'пиччикато,': 58.49660682678223, 'представлявшее,': 47.28588676452637, 'за': 14.519454956054688, 'его': 12.544053077697754, 'мнение,': 26.126776695251465, 'мотив': 18.713232040405273, 'песни:': 17.951717376708984, '«украли': 43.42019081115723, 'у': 13.668599128723145, 'бабушки': 18.56882095336914}"
с една дума,"{'с': 13.190886497497559, 'една': 21.478537559509277, 'дума': 16.7144775390625}","с една дума, всички бяха затънали в работа до гуша…","{'с': 15.06473159790039, 'една': 23.097898483276367, 'дума,': 24.2629976272583, 'всички': 39.35834884643555, 'бяха': 23.605374813079834, 'затънали': 40.847801208496094, 'в': 12.164793968200684, 'работа': 13.33082103729248, 'до': 8.983747482299805, 'гуша…': 39.88387966156006}",одним словом,"{'одним': 19.759361267089844, 'словом': 7.663284778594971}","одним словом, дел было невпроворот…","{'одним': 21.535490036010742, 'словом,': 18.06915283203125, 'дел': 18.45714569091797, 'было': 7.165888786315918, 'невпроворот…': 47.58215141296387}",с одной мыслью,"{'с': 11.856324195861816, 'одной': 10.059173583984375, 'мыслью': 12.13658332824707}","с одной мыслью, дел было невпроворот…","{'с': 15.35610580444336, 'одной': 12.187408447265625, 'мыслью,': 21.001906394958496, 'дел': 18.445571899414062, 'было': 7.275510787963867, 'невпроворот…': 49.472084045410156}"
дето се вика,"{'дето': 20.393061637878418, 'се': 12.61194896697998, 'вика': 10.48199462890625}","дето се вика, останаха с пръст и устата!","{'дето': 25.955928802490234, 'се': 10.91502571105957, 'вика,': 19.43976402282715, 'останаха': 32.85875368118286, 'с': 10.768782615661621, 'пръст': 32.404653549194336, 'и': 7.234774589538574, 'устата!': 41.40248680114746}",что называется,"{'что': 15.548402786254883, 'называется': 8.830219268798828}","что называется, получили от тех ворот поворот!","{'что': 18.51791000366211, 'называется,': 17.19696617126465, 'получили': 19.68453598022461, 'от': 8.480865478515625, 'тех': 14.697463989257812, 'ворот': 13.094006538391113, 'поворот!': 18.793626308441162}",его зовут,"{'его': 15.626948356628418, 'зовут': 10.141050338745117}","его зовут, получили от тех ворот поворот!","{'его': 19.428285598754883, 'зовут,': 19.278549194335938, 'получили': 17.28853988647461, 'от': 6.744308948516846, 'тех': 15.456926345825195, 'ворот': 12.79572582244873, 'поворот!': 18.603652477264404}"
съдейки по всичко,"{'съдейки': 39.67367362976074, 'по': 13.018284797668457, 'всичко': 30.622032165527344}","момичето бързешком извади парите и ги хвърли в найлоновия плик, но съдейки по всичко, сумата бе смехотворна.","{'момичето': 50.36219596862793, 'бързешком': 44.522101402282715, 'извади': 26.636857986450195, 'парите': 21.18225383758545, 'и': 12.359628677368164, 'ги': 11.975146293640137, 'хвърли': 44.526896476745605, 'в': 11.057162284851074, 'найлоновия': 41.58325242996216, 'плик,': 35.55735778808594, 'но': 14.206962585449219, 'съдейки': 34.543620109558105, 'по': 13.53101921081543, 'всичко,': 37.71407604217529, 'сумата': 25.898277282714844, 'бе': 14.217702865600586, 'смехотворна.': 44.4608736038208}",судя по всему,"{'судя': 21.69331932067871, 'по': 7.662794589996338, 'всему': 13.15744400024414}","девушка торопливо достала деньги и бросила их в пакет, сумма, судя по всему, была смехотворная.","{'девушка': 21.265230178833008, 'торопливо': 8.308990478515625, 'достала': 9.562275886535645, 'деньги': 10.885045051574707, 'и': 7.499728202819824, 'бросила': 21.281875610351562, 'их': 11.764307975769043, 'в': 10.638357162475586, 'пакет,': 26.195480346679688, 'сумма,': 27.35237407684326, 'судя': 19.646995544433594, 'по': 11.592668533325195, 'всему,': 26.429502487182617, 'была': 14.797390937805176, 'смехотворная.': 62.45766544342041}",судить по всему,"{'судить': 29.59358501434326, 'по': 8.87288761138916, 'всему': 11.829130172729492}","девушка торопливо достала деньги и бросила их в пакет, сумма, судить по всему, была смехотворная.","{'девушка': 21.34356117248535, 'торопливо': 8.496642112731934, 'достала': 9.353399276733398, 'деньги': 10.74798583984375, 'и': 7.5211591720581055, 'бросила': 21.298704147338867, 'их': 11.615023612976074, 'в': 10.363245964050293, 'пакет,': 26.066835403442383, 'сумма,': 28.496871948242188, 'судить': 19.323501586914062, 'по': 7.979474067687988, 'всему,': 24.30839729309082, 'была': 13.764668464660645, 'смехотворная.': 61.83336162567139}"
за бога,"{'за': 12.817726135253906, 'бога': 12.129350662231445}","пишете, за бога, пишете, ще чакам!","{'пишете,': 34.77528238296509, 'за': 10.606683731079102, 'бога,': 22.316043853759766, 'ще': 14.800865173339844, 'чакам!': 25.639347553253174}",ради бога,"{'ради': 18.024850845336914, 'бога': 9.231822967529297}","пишите, ради бога пишите, я буду ждать!","{'пишите,': 21.940093994140625, 'ради': 17.327327728271484, 'бога': 10.54458999633789, 'я': 15.457212448120117, 'буду': 11.8212890625, 'ждать!': 22.85545825958252}",за бога,"{'за': 12.817726135253906, 'бога': 12.129350662231445}","пишите, за бога пишите, я буду ждать!","{'пишите,': 19.83753204345703, 'за': 11.686822891235352, 'бога': 14.231616020202637, 'я': 15.134322166442871, 'буду': 11.698568344116211, 'ждать!': 22.51554012298584}"
все пак,"{'все': 14.894996643066406, 'пак': 12.291078567504883}",но все пак… моля ви да си спомните накъде хукна другият престъпник.,"{'но': 14.937652587890625, 'все': 9.488418579101562, 'пак…': 20.40328550338745, 'моля': 15.189738273620605, 'ви': 6.795260906219482, 'да': 4.6063714027404785, 'си': 10.050824165344238, 'спомните': 29.904801845550537, 'накъде': 29.22699546813965, 'хукна': 30.072853088378906, 'другият': 29.817776679992676, 'престъпник.': 51.752427101135254}",все же,"{'все': 15.890512466430664, 'же': 7.072634220123291}","и все же… пожалуйста, вспомните, куда побежал второй преступник?","{'и': 19.17145538330078, 'все': 6.588657855987549, 'же…': 21.18829345703125, 'пожалуйста,': 24.791980743408203, 'вспомните,': 34.17440414428711, 'куда': 15.282432556152344, 'побежал': 15.372261047363281, 'второй': 7.752789497375488, 'преступник?': 20.055302619934082}",все снова,"{'все': 14.60841178894043, 'снова': 5.293091773986816}","и все снова… пожалуйста, вспомните, куда побежал второй преступник?","{'и': 18.998987197875977, 'все': 6.78748893737793, 'снова…': 18.688669204711914, 'пожалуйста,': 23.88400363922119, 'вспомните,': 34.10407257080078, 'куда': 15.27972412109375, 'побежал': 15.148823738098145, 'второй': 7.835563659667969, 'преступник?': 20.41116237640381}"
още и,{},тази операция е скъпа още и заради бащините чувства.,"{'тази': 30.52366065979004, 'операция': 11.53639030456543}",еще и,"{'еще': 17.425317764282227, 'и': 7.4820966720581055}",эта операция дорога еще и по отцовским чувствам.,"{'эта': 20.718427658081055, 'операция': 10.409110069274902, 'дорога': 8.95307731628418, 'еще': 7.872115612030029, 'и': 9.266660690307617, 'по': 11.495977401733398, 'отцовским': 28.476924896240234, 'чувствам.': 22.108871936798096}",больше и,"{'больше': 18.195310592651367, 'и': 6.809464454650879}",эта операция дорога больше и по отцовским чувствам.,"{'эта': 20.769207000732422, 'операция': 10.790607452392578, 'дорога': 8.69666576385498, 'больше': 7.032231330871582, 'и': 8.203985214233398, 'по': 11.145931243896484, 'отцовским': 27.914825439453125, 'чувствам.': 22.24998378753662}"
ли е,{'ли': 15.726692199707031},за кавказ ли е? равнодушно попита колка.,"{'за': 15.959908485412598, 'кавказ': 16.662059783935547, 'ли': 5.8441877365112305}",что ли,"{'что': 15.13532543182373, 'ли': 5.503812313079834}","про кавказ, что ли? скучно поинтересовался колька.","{'про': 20.7468318939209, 'кавказ,': 19.951979637145996, 'что': 10.424991607666016, 'ли?': 25.0506649017334, 'скучно': 13.48332691192627, 'поинтересовался': 9.541358947753906, 'колька.': 24.455313682556152}",или есть,"{'или': 15.203766822814941, 'есть': 5.869085311889648}","про кавказ, или есть? скучно поинтересовался колька.","{'про': 20.32720184326172, 'кавказ,': 18.66343355178833, 'или': 7.8953752517700195, 'есть?': 20.68993854522705, 'скучно': 13.577762603759766, 'поинтересовался': 9.496251106262207, 'колька.': 24.194642066955566}"
камо ли,"{'камо': 24.809797286987305, 'ли': 7.063290596008301}","ами той, ако искаш да знаеш, дори мислите ни чува! камо ли разговорите…","{'ами': 18.728565216064453, 'той,': 15.063951969146729}",не то что,"{'не': 13.915242195129395, 'то': 5.1935014724731445, 'что': 10.456281661987305}","да он, если хочешь знать, даже наши мысли слышит! не то что разговоры…","{'да': 19.404422760009766, 'он,': 15.505801677703857, 'если': 14.122811317443848, 'хочешь': 14.415345191955566, 'знать,': 24.919405937194824, 'даже': 13.81141471862793, 'наши': 11.041692733764648, 'мысли': 12.815457344055176, 'слышит!': 26.558488845825195, 'не': 8.378218650817871, 'то': 8.047937393188477, 'что': 11.012781143188477, 'разговоры…': 20.841201782226562}",уже ли,"{'уже': 14.850164413452148, 'ли': 6.103133201599121}","да он, если хочешь знать, даже наши мысли слышит! уже ли разговоры…","{'да': 19.162046432495117, 'он,': 15.506936073303223, 'если': 14.331869125366211, 'хочешь': 14.626605987548828, 'знать,': 24.152461051940918, 'даже': 13.862045288085938, 'наши': 10.802681922912598, 'мысли': 13.041116714477539, 'слышит!': 26.77171802520752, 'уже': 8.697343826293945, 'ли': 7.465838432312012, 'разговоры…': 23.837056159973145}"
едва ли не,"{'едва': 19.06514549255371, 'ли': 5.257918834686279, 'не': 14.694600105285645}","той имаше сбръчкано личице, редички бели косици и напрегнат и едва ли не страхлив поглед.","{'той': 21.027183532714844, 'имаше': 20.89328908920288, 'сбръчкано': 59.70100975036621, 'личице,': 40.518381118774414, 'редички': 30.768704414367676, 'бели': 15.915929794311523, 'косици': 21.279672622680664, 'и': 10.84310531616211, 'напрегнат': 55.67820358276367, 'едва': 14.704094886779785, 'ли': 14.401335716247559, 'не': 12.50738525390625, 'страхлив': 26.7933406829834, 'поглед.': 35.62666988372803}",едва ли не,"{'едва': 19.06514549255371, 'ли': 5.257918834686279, 'не': 14.694600105285645}","сморщенное личико, редкие седые волосы, настороженный и едва ли не пугливый взгляд.","{'сморщенное': 44.34425163269043, 'личико,': 23.51076030731201, 'редкие': 17.933013916015625, 'седые': 8.740516662597656, 'волосы,': 19.13238525390625, 'настороженный': 35.26088047027588, 'и': 11.993602752685547, 'едва': 12.87054443359375, 'ли': 14.916123390197754, 'не': 11.45521068572998, 'пугливый': 44.60274696350098, 'взгляд.': 27.986169815063477}",почти что не,"{'почти': 18.750423431396484, 'что': 7.027039051055908, 'не': 9.033806800842285}","сморщенное личико, редкие седые волосы, настороженный и почти что не пугливый взгляд.","{'сморщенное': 44.594520568847656, 'личико,': 23.732938766479492, 'редкие': 17.740663528442383, 'седые': 8.734260559082031, 'волосы,': 19.366764068603516, 'настороженный': 35.80110836029053, 'и': 11.588094711303711, 'почти': 8.875995635986328, 'что': 11.026847839355469, 'не': 8.088683128356934, 'пугливый': 43.65338611602783, 'взгляд.': 28.240264892578125}"
нищо подобно,"{'нищо': 27.558034896850586, 'подобно': 10.101841926574707}","от двайсет и пет години насам, професоре, кълна ви се, нищо подобно.","{'от': 17.14645767211914, 'двайсет': 31.01091957092285, 'и': 7.339402675628662, 'пет': 12.973372459411621, 'години': 17.675006866455078, 'насам,': 28.456326484680176, 'професоре,': 43.52443981170654, 'кълна': 29.73477077484131, 'ви': 10.871552467346191, 'се,': 14.883544445037842, 'нищо': 26.855937004089355, 'подобно.': 19.273367881774902}",ничего подобного,"{'ничего': 17.99893569946289, 'подобного': 7.719010829925537}","двадцать пять лет, клянусь богом, профессор, ничего подобного.","{'двадцать': 21.30174446105957, 'пять': 5.005886554718018, 'лет,': 17.014276027679443, 'клянусь': 22.488445281982422, 'богом,': 15.58656930923462, 'профессор,': 28.87783432006836, 'ничего': 16.01012420654297, 'подобного.': 22.649300575256348}",ничего подобно,"{'ничего': 17.531719207763672, 'подобно': 9.55309772491455}","двадцать пять лет, клянусь богом, профессор, ничего подобно.","{'двадцать': 21.46985626220703, 'пять': 4.956495761871338, 'лет,': 16.870893478393555, 'клянусь': 22.277063369750977, 'богом,': 15.474987506866455, 'профессор,': 28.652798652648926, 'ничего': 16.36284828186035, 'подобно.': 23.69575595855713}"
добре де,"{'добре': 21.400304317474365, 'де': 11.942179679870605}","добре де, пошегувах се, имам само едно огледало и то се намира в антрето…","{'добре': 24.42332172393799, 'де,': 17.05820941925049, 'пошегувах': 48.014089584350586, 'се,': 13.717704772949219, 'имам': 20.921427726745605, 'само': 7.4524431228637695}",да ладно,"{'да': 15.006105422973633, 'ладно': 6.835995197296143}","да ладно, я пошутил, зеркало всего одно и то в прихожей…","{'да': 18.9639835357666, 'ладно,': 15.870715141296387, 'я': 14.49324893951416, 'пошутил,': 27.136817932128906, 'зеркало': 18.026248931884766, 'всего': 6.212762832641602, 'одно': 9.431629180908203, 'и': 10.655572891235352, 'то': 9.150092124938965, 'в': 11.415955543518066, 'прихожей…': 32.13969421386719}",хорошо же,"{'хорошо': 17.252758026123047, 'же': 6.13702917098999}","хорошо же, я пошутил, зеркало всего одно и то в прихожей…","{'хорошо': 18.935115814208984, 'же,': 16.986130714416504, 'я': 14.43686294555664, 'пошутил,': 25.467683792114258, 'зеркало': 17.98497772216797, 'всего': 6.351004600524902, 'одно': 9.577717781066895, 'и': 10.345478057861328, 'то': 9.215641975402832, 'в': 11.336047172546387, 'прихожей…': 31.95114040374756}"
без друго,"{'без': 15.766103744506836, 'друго': 17.736294269561768}","— без друго тая мръсница — каза той — ще да е изпуснала писалката из ливадата — и заедно с коста отидоха нататък, наведени из ливадата.","{'—': 8.067185401916504, 'без': 8.658286094665527, 'друго': 17.880316734313965, 'тая': 17.56290054321289, 'мръсница': 52.17969751358032, 'каза': 15.231779098510742, 'той': 9.651445388793945, 'ще': 11.858878135681152, 'да': 6.171379089355469}",не иначе как,"{'не': 13.273031234741211, 'иначе': 9.45743465423584, 'как': 8.202640533447266}","— не иначе как эта дрянь уронила ее где-нибудь на лужайке,  — сказал стефчов и, наклонив голову, вместе с костой принялся искать записку в траве. ","{'—': 25.38371467590332, 'не': 6.270346641540527, 'иначе': 9.581914901733398, 'как': 8.926864624023438, 'эта': 13.657186508178711, 'дрянь': 16.72524642944336, 'уронила': 26.812182426452637, 'ее': 14.073049545288086, 'где-нибудь': 51.69167900085449, 'на': 15.836880683898926, 'лужайке,': 44.93021202087402, 'сказал': 9.804584503173828, 'стефчов': 47.81311321258545, 'и,': 20.654135704040527, 'наклонив': 32.530975341796875, 'голову,': 26.338515281677246, 'вместе': 18.673633575439453, 'с': 9.479991912841797, 'костой': 33.08102607727051, 'принялся': 15.199933052062988, 'искать': 14.537039756774902, 'записку': 12.404693603515625, 'в': 9.736066818237305, 'траве.': 34.55872917175293}",без другого,"{'без': 15.716691017150879, 'другого': 7.0318498611450195}","— без другого эта дрянь уронила ее где-нибудь на лужайке,  — сказал стефчов и, наклонив голову, вместе с костой принялся искать записку в траве. ","{'—': 25.30764675140381, 'без': 9.498540878295898, 'другого': 8.844340324401855, 'эта': 9.26401138305664, 'дрянь': 14.9703369140625, 'уронила': 27.590920448303223, 'ее': 13.474746704101562, 'где-нибудь': 50.94625377655029, 'на': 15.117756843566895, 'лужайке,': 44.506834983825684, 'сказал': 9.58855152130127, 'стефчов': 47.941476821899414, 'и,': 20.565046310424805, 'наклонив': 32.35613822937012, 'голову,': 25.816351890563965, 'вместе': 18.80877685546875, 'с': 9.828193664550781, 'костой': 33.58034706115723, 'принялся': 15.331269264221191, 'искать': 15.051846504211426, 'записку': 12.32153034210205, 'в': 9.493906021118164, 'траве.': 33.59465503692627}"
почти като,"{'почти': 17.185546875, 'като': 11.534113883972168}","колкото за самата епидемия, той не се вълнуваше никак от нея и я считаше почти като сезонно явление, подобно на лятната диария по кърмачетата.","{'колкото': 36.99680137634277, 'за': 10.554779052734375, 'самата': 17.601984977722168, 'епидемия,': 50.4567437171936, 'той': 14.77786636352539, 'не': 8.153094291687012, 'се': 12.754790306091309, 'вълнуваше': 44.67408514022827, 'никак': 7.655690670013428, 'от': 10.89229965209961, 'нея': 17.23570442199707, 'и': 8.260662078857422, 'я': 10.757295608520508, 'считаше': 24.486077308654785, 'почти': 10.096961975097656, 'като': 14.082551956176758, 'сезонно': 23.193732261657715, 'явление,': 21.667515754699707, 'подобно': 19.78761863708496, 'на': 6.233702182769775, 'лятната': 36.286319732666016, 'диария': 24.3966064453125, 'по': 14.227216720581055, 'кърмачетата.': 54.08946132659912}",почти что,"{'почти': 18.582805633544922, 'что': 7.605210304260254}","что до самой эпидемии, она его ничуть не волновала, он считал ее почти что сезонным явлением, вроде летнего поноса у грудных детей.","{'что': 9.777024269104004, 'до': 7.324044227600098, 'самой': 12.499738693237305, 'эпидемии,': 41.164249420166016, 'она': 16.525157928466797, 'его': 9.964421272277832, 'ничуть': 14.784101486206055, 'не': 11.15591049194336, 'волновала,': 49.687002182006836, 'он': 17.83750343322754, 'считал': 16.386287689208984, 'ее': 12.112655639648438, 'почти': 13.100868225097656, 'сезонным': 31.470343589782715, 'явлением,': 24.63205623626709, 'вроде': 17.584026336669922, 'летнего': 15.822678565979004, 'поноса': 28.876346588134766, 'у': 12.042217254638672, 'грудных': 30.13020610809326, 'детей.': 24.016919136047363}",почти как,"{'почти': 17.860187530517578, 'как': 6.491950511932373}","что до самой эпидемии, она его ничуть не волновала, он считал ее почти как сезонным явлением, вроде летнего поноса у грудных детей.","{'что': 20.424278259277344, 'до': 7.371121883392334, 'самой': 12.377525329589844, 'эпидемии,': 41.05026435852051, 'она': 16.454845428466797, 'его': 9.922602653503418, 'ничуть': 14.719398498535156, 'не': 11.07530403137207, 'волновала,': 49.570149421691895, 'он': 17.735132217407227, 'считал': 16.630002975463867, 'ее': 11.047438621520996, 'почти': 13.018882751464844, 'как': 8.25782585144043, 'сезонным': 32.67552661895752, 'явлением,': 24.36920690536499, 'вроде': 17.93476104736328, 'летнего': 15.693778991699219, 'поноса': 28.949451446533203, 'у': 12.125449180603027, 'грудных': 29.998608589172363, 'детей.': 24.172390937805176}"
именно че,"{'именно': 17.864097595214844, 'че': 8.440375328063965}","това още преди две години и половина го знаех и две години и половина вече мисля за това именно, че «дунечка много неща може да понесе».",{'това': 22.57841682434082},именно что,"{'именно': 18.904441833496094, 'что': 6.988731861114502}","это я два с половиной года назад уже знал и с тех пор два с половиной года об этом думал, об этом именно, что «дунечка многое может снести».","{'это': 20.949926376342773, 'я': 7.589285850524902, 'два': 12.870245933532715, 'с': 4.790478706359863, 'половиной': 14.22617244720459, 'года': 7.707716941833496, 'назад': 8.31926441192627, 'уже': 9.686498641967773, 'знал': 13.832479476928711, 'и': 9.088482856750488, 'тех': 13.584198951721191, 'пор': 15.125340461730957, 'об': 17.200679779052734, 'этом': 15.960790634155273, 'думал,': 27.055313110351562, 'именно,': 25.243809700012207, 'что': 14.640373229980469, '«дунечка': 47.482648849487305, 'многое': 10.217884063720703, 'может': 9.548332214355469, 'снести».': 29.800392150878906}",именно а,{'именно': 19.249874114990234},"это я два с половиной года назад уже знал и с тех пор два с половиной года об этом думал, об этом именно а «дунечка многое может снести».","{'это': 21.324007034301758, 'я': 7.753166675567627, 'два': 13.084659576416016, 'с': 5.032613754272461, 'половиной': 14.839035987854004, 'года': 9.635756492614746, 'назад': 8.930307388305664, 'уже': 10.232707977294922, 'знал': 13.93841552734375, 'и': 10.259664535522461, 'тех': 13.739656448364258, 'пор': 15.7972412109375, 'об': 16.014381408691406, 'этом': 15.548404693603516, 'думал,': 30.867258071899414, 'именно': 18.15329360961914}"
как ли пък не,"{'как': 16.497753143310547, 'ли': 8.41987133026123, 'пък': 28.94776201248169, 'не': 10.738309860229492}",дебнете ме? как ли пък не! знаех си аз!,"{'дебнете': 34.27563667297363, 'ме?': 17.933545112609863, 'как': 10.42540168762207, 'ли': 10.713386535644531, 'пък': 28.502683639526367, 'не!': 19.54306983947754}",как бы не так,"{'как': 15.88730239868164, 'бы': 4.36278772354126, 'не': 12.936285018920898, 'так': 10.670258522033691}",подстерегаете? как бы не так! я знал!,"{'подстерегаете?': 61.209492206573486, 'как': 10.579407691955566, 'бы': 12.504331588745117, 'не': 13.890007019042969, 'так!': 24.55088233947754, 'я': 10.391990661621094, 'знал!': 26.072715759277344}",как ли не,"{'как': 15.738155364990234, 'ли': 6.997108459472656, 'не': 11.965490341186523}",подстерегаете? как ли не! я знал!,"{'подстерегаете?': 60.87450838088989, 'как': 11.275139808654785, 'ли': 10.307573318481445, 'не!': 24.157222747802734, 'я': 8.501241683959961, 'знал!': 25.77175998687744}"
всичко на всичко,"{'всичко': 30.18475914001465, 'на': 8.956913948059082}","почваше да й се струва, че това не е непознат, незнайно как попаднал в тяхното семейство летец, а нейният миша, че не тоя неочакван гост, а нейният мъж, с когото бе прекарала всичко на всичко една пролет.","{'почваше': 32.411370277404785, 'да': 5.60895299911499, 'й': 11.967906951904297, 'се': 8.734844207763672, 'струва,': 30.658184051513672, 'че': 11.959482192993164, 'това': 14.500844955444336, 'не': 5.555294990539551}",всего-навсего,{'всего-навсего': 57.04875612258911},"ей начинало казаться, что это не неизвестный ей, невесть как попавший в их семью летчик, а ее миша, что не этого неожиданного гостя, а ее мужа, с которым прожила она всего-навсего одну весну.","{'ей': 22.67085075378418, 'начинало': 10.280078887939453, 'казаться,': 24.585179328918457, 'что': 16.640792846679688, 'это': 14.407575607299805, 'не': 13.590659141540527, 'неизвестный': 20.883527755737305, 'ей,': 18.407252311706543, 'невесть': 19.224550247192383, 'как': 6.53093147277832, 'попавший': 37.21565055847168, 'в': 13.143878936767578, 'их': 16.660593032836914, 'семью': 11.305367469787598, 'летчик,': 18.711442947387695}",все на все,"{'все': 10.907393455505371, 'на': 8.726261138916016}","ей начинало казаться, что это не неизвестный ей, невесть как попавший в их семью летчик, а ее миша, что не этого неожиданного гостя, а ее мужа, с которым прожила она все на все одну весну.","{'ей': 22.743160247802734, 'начинало': 10.35110092163086, 'казаться,': 24.704418182373047, 'что': 16.570423126220703, 'это': 14.613903999328613, 'не': 13.74039077758789, 'неизвестный': 21.086217880249023, 'ей,': 18.767329216003418, 'невесть': 19.567249298095703, 'как': 6.495012283325195, 'попавший': 37.35387420654297, 'в': 13.086844444274902, 'их': 16.559127807617188, 'семью': 11.516867637634277, 'летчик,': 18.982102870941162}"
