phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
за чутками,"{'за': 6.401103973388672, 'чутками': 17.727558135986328}","а те, що клуб, за чутками, кришує губернатор, теж особливого резонансу не викликало — нічого іншого від губернатора, в принципі, й не чекали.","{'а': 4.260776519775391, 'те,': 0.06046485900878906, 'що': 0.022083282470703125, 'клуб,': 9.247764587402344, 'за': 0.0051860809326171875, 'чутками,': 2.5101394653320312, 'кришує': 14.623958587646484, 'губернатор,': 5.839261054992676, 'теж': 0.3824634552001953, 'особливого': 0.08924293518066406, 'резонансу': 0.39793968200683594, 'не': 0.0016326904296875, 'викликало': 0.08657646179199219, '—': 5.015477180480957, 'нічого': 0.0030460357666015625, 'іншого': 0.00704193115234375, 'від': 0.07685661315917969, 'губернатора,': 3.005582809448242, 'в': 0.11981582641601562, 'принципі,': 0.4923095703125, 'й': 4.153382301330566, 'чекали.': 1.9011611938476562}",по слухам,"{'по': 1.532236099243164, 'слухам': 7.897059440612793}","а то, что клуб, по слухам, крышует губернатор, тоже особого резонанса не вызывало – ничего другого от губернатора, в принципе, и не ждали.","{'а': 4.395942687988281, 'то,': 0.008392333984375, 'что': 0.0025386810302734375, 'клуб,': 7.414690971374512, 'по': 0.01621246337890625, 'слухам,': 0.6285152435302734, 'крышует': 0.5285816192626953, 'губернатор,': 1.88922119140625, 'тоже': 1.9293594360351562, 'особого': 0.3068981170654297, 'резонанса': 0.00209808349609375, 'не': 0.00043487548828125, 'вызывало': 4.6529388427734375, '–': 9.449056625366211, 'ничего': 0.1685810089111328, 'другого': 0.23310279846191406, 'от': 0.0024471282958984375, 'губернатора,': 3.0840768814086914, 'в': 0.000553131103515625, 'принципе,': 0.39359474182128906, 'и': 0.00522613525390625, 'ждали.': 1.7542877197265625}",за слухами,"{'за': 2.751866340637207, 'слухами': 15.75617504119873}","а то, что клуб, за слухами, крышует губернатор, тоже особого резонанса не вызывало – ничего другого от губернатора, в принципе, и не ждали.","{'а': 4.403753280639648, 'то,': 0.016927719116210938, 'что': 0.0041904449462890625, 'клуб,': 9.256267070770264, 'за': 4.786334991455078, 'слухами,': 9.950414657592773, 'крышует': 0.6716575622558594, 'губернатор,': 1.441023826599121, 'тоже': 1.7059783935546875, 'особого': 0.3408184051513672, 'резонанса': 0.00283050537109375, 'не': 0.000553131103515625, 'вызывало': 4.562091827392578, '–': 9.291106224060059, 'ничего': 0.2554130554199219, 'другого': 0.22475051879882812, 'от': 0.0029201507568359375, 'губернатора,': 3.021272659301758, 'в': 0.0013523101806640625, 'принципе,': 0.4408683776855469, 'и': 0.005374908447265625, 'ждали.': 1.8072681427001953}"
таким чином,"{'таким': 6.398077964782715, 'чином': 4.174167633056641}","таким чином, не треба було виходити з палацика у ті святочні дні, коли муситься трапезувати під відкритим небом.","{'таким': 3.3546714782714844, 'чином,': 0.6513309478759766, 'не': 0.21500396728515625, 'треба': 0.022169113159179688, 'було': 0.0024623870849609375, 'виходити': 0.029577255249023438, 'з': 0.03363609313964844, 'палацика': 10.064583778381348, 'у': 1.1351947784423828, 'ті': 1.0374774932861328, 'святочні': 1.47393798828125, 'дні,': 0.46336936950683594, 'коли': 1.862874984741211, 'муситься': 17.259066581726074, 'трапезувати': 8.416971206665039, 'під': 0.11565589904785156, 'відкритим': 0.023923873901367188, 'небом.': 0.2975578308105469}",таким образом,"{'таким': 0.10242652893066406, 'образом': 1.5925168991088867}","таким образом, не нужно было выходить из особняка в те праздничные дни, когда требовалось трапезничать под открытым небом.","{'таким': 0.07735443115234375, 'образом,': 1.2907495498657227, 'не': 0.3326091766357422, 'нужно': 0.5595474243164062, 'было': 0.05943107604980469, 'выходить': 0.6146755218505859, 'из': 0.049468994140625, 'особняка': 6.234676361083984, 'в': 0.4886016845703125, 'те': 0.6010093688964844, 'праздничные': 1.2805042266845703, 'дни,': 0.11396217346191406, 'когда': 2.5340776443481445, 'требовалось': 4.159598350524902, 'трапезничать': 0.5492839813232422, 'под': 0.00135040283203125, 'открытым': 0.00238037109375, 'небом.': 0.06747627258300781}",таким способом,"{'таким': 0.7294178009033203, 'способом': 4.368369102478027}","таким способом, не нужно было выходить из особняка в те праздничные дни, когда требовалось трапезничать под открытым небом.","{'таким': 0.3567485809326172, 'способом,': 10.43642520904541, 'не': 0.5706825256347656, 'нужно': 0.7593803405761719, 'было': 0.07036781311035156, 'выходить': 0.781280517578125, 'из': 0.013208389282226562, 'особняка': 6.5962934494018555, 'в': 0.5375480651855469, 'те': 0.7804489135742188, 'праздничные': 1.5747432708740234, 'дни,': 0.29666709899902344, 'когда': 1.2264347076416016, 'требовалось': 4.369930267333984, 'трапезничать': 0.6873722076416016, 'под': 0.0009517669677734375, 'открытым': 0.0027618408203125, 'небом.': 0.08765792846679688}"
в будь-якому випадку,"{'в': 3.189117431640625, 'будь-якому': 18.070459365844727, 'випадку': 20.006054401397705}","що ж, доживемо до понеділка, хоча і він не обіцяє нам спокою, в будь-якому випадку, в телевізійному просторі.","{'що': 5.683370590209961, 'ж,': 0.3094520568847656, 'доживемо': 0.10285758972167969, 'до': 0.014108657836914062, 'понеділка,': 2.686992645263672, 'хоча': 0.20149993896484375, 'і': 1.2182979583740234, 'він': 0.15026283264160156, 'не': 0.03643035888671875, 'обіцяє': 0.4265155792236328, 'нам': 1.659928321838379, 'спокою,': 1.134831428527832, 'в': 2.8639755249023438, 'будь-якому': 0.054782867431640625, 'випадку,': 0.9517040252685547, 'телевізійному': 1.9100685119628906, 'просторі.': 8.036630630493164}",во всяком случае,"{'во': 0.22436141967773438, 'всяком': 0.0062408447265625, 'случае': 0.00476837158203125}","что ж, доживем до понедельника, хотя и он не сулит нам покоя, во всяком случае, в телевизионном пространстве.","{'что': 4.008033752441406, 'ж,': 0.2892894744873047, 'доживем': 0.2791728973388672, 'до': 0.00182342529296875, 'понедельника,': 2.751129150390625, 'хотя': 1.022237777709961, 'и': 0.07064628601074219, 'он': 0.5522556304931641, 'не': 0.0040130615234375, 'сулит': 0.3742389678955078, 'нам': 0.25972557067871094, 'покоя,': 6.757043838500977, 'во': 0.028440475463867188, 'всяком': 0.000278472900390625, 'случае,': 0.3436870574951172, 'в': 0.04314231872558594, 'телевизионном': 7.309001922607422, 'пространстве.': 2.6819000244140625}",в каком-либо случае,"{'в': 0.9260063171386719, 'каком-либо': 2.9800186157226562, 'случае': 5.554221153259277}","что ж, доживем до понедельника, хотя и он не сулит нам покоя, в каком-либо случае, в телевизионном пространстве.","{'что': 3.7122135162353516, 'ж,': 0.5115337371826172, 'доживем': 0.2780113220214844, 'до': 0.002773284912109375, 'понедельника,': 2.679189682006836, 'хотя': 1.8331050872802734, 'и': 0.1949005126953125, 'он': 0.6802024841308594, 'не': 0.06653404235839844, 'сулит': 0.6552982330322266, 'нам': 0.28106689453125, 'покоя,': 5.364652633666992, 'в': 0.06502914428710938, 'каком-либо': 3.6392040252685547, 'случае,': 5.043537139892578, 'телевизионном': 7.962754249572754, 'пространстве.': 3.3043365478515625}"
між іншим,"{'між': 10.431449890136719, 'іншим': 6.408196449279785}",були сказані наче між іншим дві чи одна фраза.,"{'були': 5.340269088745117, 'сказані': 0.5120048522949219, 'наче': 6.625154495239258, 'між': 0.06987380981445312, 'іншим': 5.114015579223633, 'дві': 3.3468809127807617, 'чи': 3.199016571044922, 'одна': 0.4359626770019531, 'фраза.': 2.921539306640625}",между прочим,"{'между': 1.173135757446289, 'прочим': 1.945500373840332}",были сказаны вроде бы между прочим две или одна фраза.,"{'были': 3.5919342041015625, 'сказаны': 0.19353675842285156, 'вроде': 3.7148094177246094, 'бы': 1.2068042755126953, 'между': 0.007755279541015625, 'прочим': 2.8348941802978516, 'две': 2.425203323364258, 'или': 1.7727737426757812, 'одна': 0.8024711608886719, 'фраза.': 0.8655605316162109}",между иными,"{'между': 7.625017166137695, 'иными': 11.187438011169434}",были сказаны вроде бы между иными две или одна фраза.,"{'были': 3.699533462524414, 'сказаны': 1.52105712890625, 'вроде': 3.70090389251709, 'бы': 1.3655586242675781, 'между': 8.778266906738281, 'иными': 11.7728271484375, 'две': 7.163562297821045, 'или': 2.055837631225586, 'одна': 1.2711849212646484, 'фраза.': 1.2585945129394531}"
можна сказати,"{'можна': 1.7646331787109375, 'сказати': 4.773836135864258}","це, можна сказати, взірець ставлення до рідної мови.","{'це,': 8.320854187011719, 'можна': 0.06901931762695312, 'сказати,': 2.3975706100463867, 'взірець': 18.817455291748047, 'ставлення': 0.9517860412597656, 'до': 1.735128402709961, 'рідної': 1.3168315887451172, 'мови.': 0.9943695068359375}",можно сказать,"{'можно': 3.980680465698242, 'сказать': 8.185516357421875}","это, можно сказать, образец отношения к родному языку.","{'это,': 4.455903053283691, 'можно': 1.4978523254394531, 'сказать,': 0.045742034912109375, 'образец': 7.815359115600586, 'отношения': 2.2580909729003906, 'к': 0.001827239990234375, 'родному': 0.24429702758789062, 'языку.': 1.258920669555664}",возможно говорить,"{'возможно': 9.05424690246582, 'говорить': 13.180360794067383}","это, возможно говорить, образец отношения к родному языку.","{'это,': 3.2429141998291016, 'возможно': 13.47300910949707, 'говорить,': 15.128660202026367, 'образец': 10.20462417602539, 'отношения': 2.645829200744629, 'к': 0.003711700439453125, 'родному': 0.4220104217529297, 'языку.': 1.3785858154296875}"
в істоті,"{'в': 5.793194770812988, 'істоті': 4.960000991821289}","які ж вони всі, в істоті, були більшовики, які нелюди.","{'які': 1.4885129928588867, 'ж': 0.8790378570556641, 'вони': 0.0029144287109375, 'всі,': 3.4713058471679688, 'в': 0.9075469970703125, 'істоті,': 4.204361915588379, 'були': 1.7867145538330078, 'більшовики,': 11.491525650024414, 'нелюди.': 5.120504379272461}",в сущности,"{'в': 6.121814727783203, 'сущности': 10.129155158996582}","какие же все они, в сущности, были большевики, какие нелюди.","{'какие': 1.2546606063842773, 'же': 0.06847381591796875, 'все': 2.9822025299072266, 'они,': 2.495682716369629, 'в': 0.001705169677734375, 'сущности,': 0.7126007080078125, 'были': 1.9639902114868164, 'большевики,': 12.78751277923584, 'нелюди.': 2.1775054931640625}",в существе,"{'в': 5.238054275512695, 'существе': 7.748470306396484}","какие же все они, в существе, были большевики, какие нелюди.","{'какие': 1.3396434783935547, 'же': 0.0670166015625, 'все': 3.591745376586914, 'они,': 3.49664306640625, 'в': 0.9562778472900391, 'существе,': 4.754502296447754, 'были': 3.9393720626831055, 'большевики,': 14.072982788085938, 'нелюди.': 2.6173019409179688}"
як відомо,"{'як': 16.741071701049805, 'відомо': 13.147913455963135}","тургенєв, наприклад, в тих же 40-х роках дає свої «записки охотника», в яких, як відомо, ідеалізує селянина і підносить його крізь призму свого ліберально-поміщицького світогляду.","{'тургенєв,': 11.116567611694336, 'наприклад,': 0.0028076171875, 'в': 0.3264656066894531, 'тих': 0.9931678771972656, 'же': 0.2262115478515625, '40-х': 3.7796201705932617, 'роках': 0.09680366516113281, 'дає': 1.0057964324951172, 'свої': 0.00933837890625, '«записки': 5.112102508544922, 'охотника»,': 3.8957929611206055, 'яких,': 0.0016632080078125, 'як': 0.037204742431640625, 'відомо,': 0.010585784912109375, 'ідеалізує': 1.9917316436767578, 'селянина': 0.13566207885742188, 'і': 0.5018863677978516, 'підносить': 7.822060585021973, 'його': 0.1035919189453125, 'крізь': 0.5499191284179688, 'призму': 4.913614273071289, 'свого': 0.09713172912597656, 'ліберально-поміщицького': 10.889154434204102, 'світогляду.': 0.7918701171875}",как известно,"{'как': 4.219120979309082, 'известно': 7.500976085662842}","тургенев, например, в те же сороковые годы выпускает свои «записки охотника», где, как известно, идеализирует крестьянина и возвышает его, рассматривая сквозь призму либерально-помещичьего мировоззрения.","{'тургенев,': 8.30246353149414, 'например,': 2.04274845123291, 'в': 0.0025043487548828125, 'те': 0.06429672241210938, 'же': 0.04487419128417969, 'сороковые': 0.05467033386230469, 'годы': 0.060329437255859375, 'выпускает': 2.8339576721191406, 'свои': 0.2417430877685547, '«записки': 6.598360061645508, 'охотника»,': 0.2245025634765625, 'где,': 0.020481109619140625, 'как': 0.007183074951171875, 'известно,': 0.7884578704833984, 'идеализирует': 0.0068340301513671875, 'крестьянина': 3.0107784271240234, 'и': 0.4158058166503906, 'возвышает': 1.7728271484375, 'его,': 0.035480499267578125, 'рассматривая': 3.4931983947753906, 'сквозь': 1.254007339477539, 'призму': 0.0003681182861328125, 'либерально-помещичьего': 2.820049285888672, 'мировоззрения.': 0.25758934020996094}",как видимо,"{'как': 5.3185834884643555, 'видимо': 13.0836820602417}","тургенев, например, в те же сороковые годы выпускает свои «записки охотника», где, как видимо, идеализирует крестьянина и возвышает его, рассматривая сквозь призму либерально-помещичьего мировоззрения.","{'тургенев,': 8.183929443359375, 'например,': 2.1174068450927734, 'в': 0.0023441314697265625, 'те': 0.07355880737304688, 'же': 0.03389930725097656, 'сороковые': 0.05297660827636719, 'годы': 0.08179473876953125, 'выпускает': 2.8337955474853516, 'свои': 0.2515106201171875, '«записки': 6.166494369506836, 'охотника»,': 0.26595497131347656, 'где,': 0.08263015747070312, 'как': 0.496673583984375, 'видимо,': 10.90124797821045, 'идеализирует': 0.009334564208984375, 'крестьянина': 2.9589920043945312, 'и': 0.4422607421875, 'возвышает': 1.374490737915039, 'его,': 0.03680992126464844, 'рассматривая': 3.3111133575439453, 'сквозь': 1.341766357421875, 'призму': 0.00037384033203125, 'либерально-помещичьего': 2.8272342681884766, 'мировоззрения.': 0.25290489196777344}"
за його думкою,"{'за': 2.084207534790039, 'його': 4.379351615905762, 'думкою': 10.322813987731934}","безкрилий реалізм крабба не міг, за його думкою, передати усю повноту, всю чарівність і всю велич сільського життя.","{'безкрилий': 22.38963031768799, 'реалізм': 8.383440971374512, 'крабба': 20.964954376220703, 'не': 3.3213682174682617, 'міг,': 0.034770965576171875, 'за': 0.04277229309082031, 'його': 0.0013256072998046875, 'думкою,': 0.13916587829589844, 'передати': 3.838510513305664, 'усю': 0.59796142578125, 'повноту,': 4.197135925292969, 'всю': 3.360147476196289, 'чарівність': 10.791098594665527, 'і': 2.051485061645508, 'велич': 10.53609848022461, 'сільського': 0.9443912506103516, 'життя.': 0.150421142578125}",по его мнению,"{'по': 1.0882415771484375, 'его': 1.2672786712646484, 'мнению': 2.7106714248657227}","бескрылый реализм крабба не мог, по его мнению, выразить всю полноту, всю прелесть и все величие сельской жизни.","{'бескрылый': 3.8221893310546875, 'реализм': 4.04580020904541, 'крабба': 20.073688507080078, 'не': 0.2892646789550781, 'мог,': 2.8060760498046875, 'по': 0.001422882080078125, 'его': 1.507955551147461, 'мнению,': 0.2449626922607422, 'выразить': 3.4385032653808594, 'всю': 0.00408172607421875, 'полноту,': 0.06021308898925781, 'прелесть': 2.460000991821289, 'и': 1.3824634552001953, 'все': 0.14919090270996094, 'величие': 2.5306625366210938, 'сельской': 6.1158952713012695, 'жизни.': 0.49750709533691406}",за его мыслью,"{'за': 3.869696617126465, 'его': 5.854034423828125, 'мыслью': 11.406169891357422}","бескрылый реализм крабба не мог, за его мыслью, выразить всю полноту, всю прелесть и все величие сельской жизни.","{'бескрылый': 3.4746742248535156, 'реализм': 3.33284854888916, 'крабба': 21.492631912231445, 'не': 0.3412437438964844, 'мог,': 5.4867095947265625, 'за': 5.683746337890625, 'его': 3.583071708679199, 'мыслью,': 11.486051559448242, 'выразить': 3.7606306076049805, 'всю': 0.00627899169921875, 'полноту,': 0.07133674621582031, 'прелесть': 2.4604969024658203, 'и': 1.6385326385498047, 'все': 0.11106681823730469, 'величие': 2.4681482315063477, 'сельской': 6.215353012084961, 'жизни.': 0.5563983917236328}"
одним словом,"{'одним': 0.0293426513671875, 'словом': 4.117435455322266}","одним словом, творчий елемент, елемент саморозвитку, самобутності переважав.","{'одним': 0.2711944580078125, 'словом,': 1.4496650695800781, 'творчий': 1.3069868087768555, 'елемент,': 1.6602725982666016, 'елемент': 0.015430450439453125, 'саморозвитку,': 4.474514007568359, 'самобутності': 15.506468772888184, 'переважав.': 18.512144088745117}",одним словом,"{'одним': 0.0293426513671875, 'словом': 4.117435455322266}","одним словом, творческий элемент, элемент саморазвития, самобытности преобладал.","{'одним': 0.03904533386230469, 'словом,': 1.3880901336669922, 'творческий': 2.279557228088379, 'элемент,': 4.018601417541504, 'элемент': 0.39603424072265625, 'саморазвития,': 1.5405502319335938, 'самобытности': 2.4461498260498047, 'преобладал.': 8.720149993896484}",одного слова,"{'одного': 3.017335891723633, 'слова': 6.273744583129883}","одного слова, творческий элемент, элемент саморазвития, самобытности преобладал.","{'одного': 5.932308197021484, 'слова,': 8.091328620910645, 'творческий': 3.0889530181884766, 'элемент,': 4.223609924316406, 'элемент': 0.4816398620605469, 'саморазвития,': 1.2168407440185547, 'самобытности': 2.604938507080078, 'преобладал.': 10.8702392578125}"
що називається,"{'що': 4.827048301696777, 'називається': 4.332241058349609}","вона (як і сама оксана) безперервно курсує поміж києвом та нью-йорком, тусується, що називається, з американською літературною та інтелектуальною богемою.","{'вона': 5.590465545654297, '(як': 2.7170982360839844, 'і': 0.08604621887207031, 'сама': 1.7623071670532227, 'оксана)': 21.800382614135742, 'безперервно': 0.30358123779296875, 'курсує': 6.539116859436035, 'поміж': 0.4194068908691406, 'києвом': 0.18863487243652344, 'та': 0.4885406494140625, 'нью-йорком,': 1.3936309814453125, 'тусується,': 2.205991744995117, 'що': 1.9120731353759766, 'називається,': 1.4610538482666016, 'з': 0.05305671691894531, 'американською': 0.5396385192871094, 'літературною': 5.056087493896484, 'інтелектуальною': 0.09995079040527344, 'богемою.': 1.7102108001708984}",что называется,"{'что': 5.8311052322387695, 'называется': 11.18001937866211}","она (как и сама оксана) непрерывно курсирует между киевом и нью-йорком, тусуется, что называется, с американской литературной и интеллектуальной богемой.","{'она': 2.875185012817383, '(как': 0.3775768280029297, 'и': 0.029277801513671875, 'сама': 4.117441177368164, 'оксана)': 14.525728225708008, 'непрерывно': 5.704348564147949, 'курсирует': 0.027557373046875, 'между': 0.0052547454833984375, 'киевом': 4.0735273361206055, 'нью-йорком,': 2.362232208251953, 'тусуется,': 0.8429317474365234, 'что': 0.013397216796875, 'называется,': 0.07397842407226562, 'с': 0.032375335693359375, 'американской': 3.509036064147949, 'литературной': 6.440735816955566, 'интеллектуальной': 3.8119077682495117, 'богемой.': 0.2601661682128906}",что именуется,"{'что': 6.152787208557129, 'именуется': 8.902981758117676}","она (как и сама оксана) непрерывно курсирует между киевом и нью-йорком, тусуется, что именуется, с американской литературной и интеллектуальной богемой.","{'она': 3.002511978149414, '(как': 0.3768787384033203, 'и': 0.035823822021484375, 'сама': 4.231468200683594, 'оксана)': 14.351075172424316, 'непрерывно': 5.035162925720215, 'курсирует': 0.04388236999511719, 'между': 0.009828567504882812, 'киевом': 4.2997236251831055, 'нью-йорком,': 2.387579917907715, 'тусуется,': 1.0356559753417969, 'что': 4.1793060302734375, 'именуется,': 4.893548965454102, 'с': 0.14441299438476562, 'американской': 2.928095817565918, 'литературной': 7.031209945678711, 'интеллектуальной': 3.846102714538574, 'богемой.': 0.25073814392089844}"
судячи з усього,"{'судячи': 9.208542823791504, 'з': 4.075161933898926, 'усього': 1.6288976669311523}","судячи з усього, мвс дійсно дуже заважає комусь, хто прагне електорального тріумфу.","{'судячи': 6.177885055541992, 'з': 0.010318756103515625, 'усього,': 1.2465877532958984, 'мвс': 11.492239952087402, 'дійсно': 0.027917861938476562, 'дуже': 0.08287620544433594, 'заважає': 0.4530754089355469, 'комусь,': 0.21858596801757812, 'хто': 0.001468658447265625, 'прагне': 0.17388153076171875, 'електорального': 0.10831642150878906, 'тріумфу.': 5.630613327026367}",судя по всему,"{'судя': 0.008989334106445312, 'по': 0.0009746551513671875, 'всему': 2.0294361114501953}","судя по всему, мвд действительно очень мешает кое-кому, жаждущему электорального триумфа.","{'судя': 0.000823974609375, 'по': 0.0005626678466796875, 'всему,': 0.7388591766357422, 'мвд': 0.657196044921875, 'действительно': 4.4142913818359375, 'очень': 1.8522796630859375, 'мешает': 2.787487030029297, 'кое-кому,': 0.6361141204833984, 'жаждущему': 0.07973670959472656, 'электорального': 0.01784515380859375, 'триумфа.': 1.8829536437988281}",судить по всем,"{'судить': 8.59074592590332, 'по': 3.2635154724121094, 'всем': 6.932256698608398}","судить по всем, мвд действительно очень мешает кое-кому, жаждущему электорального триумфа.","{'судить': 5.903809547424316, 'по': 1.048722267150879, 'всем,': 11.439773559570312, 'мвд': 0.4777488708496094, 'действительно': 4.952581405639648, 'очень': 1.8505144119262695, 'мешает': 2.6510133743286133, 'кое-кому,': 0.2588005065917969, 'жаждущему': 0.08918190002441406, 'электорального': 0.017839431762695312, 'триумфа.': 2.374959945678711}"
ради бога,"{'ради': 0.11795806884765625, 'бога': 4.243369102478027}","— ваша королівська величносте! мовчіть! мовчіть, ради бога! — заблагав янкель.","{'—': 0.0895090103149414, 'ваша': 7.775887489318848, 'королівська': 4.604255676269531, 'величносте!': 21.58272361755371, 'мовчіть!': 1.1925811767578125, 'мовчіть,': 0.6236743927001953, 'ради': 0.4334878921508789, 'бога!': 2.6781787872314453, 'заблагав': 22.262510299682617, 'янкель.': 12.202973365783691}",ради бога,"{'ради': 0.11795806884765625, 'бога': 4.243369102478027}","— ваше королевское величество! молчите! молчите, ради бога! — закричал янкель.","{'—': 0.0458831787109375, 'ваше': 4.120449066162109, 'королевское': 1.0967826843261719, 'величество!': 1.6159706115722656, 'молчите!': 1.1534042358398438, 'молчите,': 0.4906444549560547, 'ради': 0.0011768341064453125, 'бога!': 0.8043975830078125, 'закричал': 3.0310869216918945, 'янкель.': 14.263975143432617}",рад бог,"{'рад': 10.636672973632812, 'бог': 9.502912521362305}","— ваше королевское величество! молчите! молчите, рад бог! — закричал янкель.","{'—': 0.05064201354980469, 'ваше': 3.5980300903320312, 'королевское': 1.9146842956542969, 'величество!': 1.3971214294433594, 'молчите!': 1.108612060546875, 'молчите,': 2.371858596801758, 'рад': 12.348587036132812, 'бог!': 9.778068542480469, 'закричал': 3.2773799896240234, 'янкель.': 13.087149620056152}"
все ж,"{'все': 8.033332824707031, 'ж': 8.562139511108398}","і все ж безуспішність спроб реалізувати в масовому масштабі заходи щодо організаційно-господарського зміщення колгоспів, пояснювалася руйнівним впливом продрозкладки.","{'і': 7.160469055175781, 'все': 0.07287216186523438, 'ж': 0.3085479736328125, 'безуспішність': 0.07334709167480469, 'спроб': 2.414976119995117, 'реалізувати': 0.11353111267089844, 'в': 0.797576904296875, 'масовому': 0.6488285064697266, 'масштабі': 4.227230072021484, 'заходи': 0.6288375854492188, 'щодо': 0.0002593994140625, 'організаційно-господарського': 0.3870048522949219, 'зміщення': 4.697547912597656, 'колгоспів,': 7.199936866760254, 'пояснювалася': 0.9993724822998047, 'руйнівним': 4.904172897338867, 'впливом': 0.024076461791992188, 'продрозкладки.': 24.25197696685791}",все же,"{'все': 6.912225723266602, 'же': 6.580259323120117}","и все же безуспешность попыток реализовать в массовом масштабе мероприятия относительно организационно-хозяйственного смещения колхозов, объяснялась разрушительным влиянием продразверстки.","{'и': 3.8740081787109375, 'все': 0.4192161560058594, 'же': 0.21677398681640625, 'безуспешность': 0.004871368408203125, 'попыток': 0.4093170166015625, 'реализовать': 3.5185470581054688, 'в': 0.0008945465087890625, 'массовом': 0.003082275390625, 'масштабе': 0.7878074645996094, 'мероприятия': 2.192262649536133, 'относительно': 4.667696952819824, 'организационно-хозяйственного': 0.37767601013183594, 'смещения': 8.202125549316406, 'колхозов,': 3.2667598724365234, 'объяснялась': 2.170001983642578, 'разрушительным': 2.458057403564453, 'влиянием': 1.814340591430664, 'продразверстки.': 0.2006683349609375}",все да,"{'все': 8.069229125976562, 'да': 8.577860832214355}","и все да безуспешность попыток реализовать в массовом масштабе мероприятия относительно организационно-хозяйственного смещения колхозов, объяснялась разрушительным влиянием продразверстки.","{'и': 3.3779850006103516, 'все': 6.371786117553711, 'да': 14.917494773864746, 'безуспешность': 0.8668403625488281, 'попыток': 1.5009031295776367, 'реализовать': 3.4127750396728516, 'в': 0.00090789794921875, 'массовом': 0.003826141357421875, 'масштабе': 0.8912601470947266, 'мероприятия': 2.4568653106689453, 'относительно': 4.804217338562012, 'организационно-хозяйственного': 0.4323463439941406, 'смещения': 7.961126327514648, 'колхозов,': 3.595613479614258, 'объяснялась': 3.402162551879883, 'разрушительным': 2.28802490234375, 'влиянием': 1.8464546203613281, 'продразверстки.': 0.2459564208984375}"
ще і,"{'ще': 8.279226303100586, 'і': 14.141246795654297}","засуджений винен ще і в іншому злочині, вчиненому ним до постановлення попереднього вироку.","{'засуджений': 6.87188720703125, 'винен': 1.3888721466064453, 'ще': 0.0045642852783203125, 'і': 2.6177444458007812, 'в': 0.08192634582519531, 'іншому': 0.03989410400390625, 'злочині,': 0.03920173645019531, 'вчиненому': 0.03550910949707031, 'ним': 1.795684814453125, 'до': 1.0313663482666016, 'постановлення': 1.500406265258789, 'попереднього': 0.004550933837890625, 'вироку.': 3.5313568115234375}",еще и,"{'еще': 5.604720115661621, 'и': 8.116720199584961}","осужденный виновен еще и в другом преступлении, совершенном им до вынесения предыдущего приговора.","{'осужденный': 8.002080917358398, 'виновен': 0.6324748992919922, 'еще': 1.572927474975586, 'и': 0.0019168853759765625, 'в': 0.0008373260498046875, 'другом': 0.5261421203613281, 'преступлении,': 0.20280933380126953, 'совершенном': 0.06862258911132812, 'им': 0.6357345581054688, 'до': 0.3870964050292969, 'вынесения': 0.05753898620605469, 'предыдущего': 5.33323860168457, 'приговора.': 0.2174358367919922}",уж и,"{'уж': 9.327520370483398, 'и': 8.662635803222656}","осужденный виновен уж и в другом преступлении, совершенном им до вынесения предыдущего приговора.","{'осужденный': 7.327154159545898, 'виновен': 1.0890016555786133, 'уж': 13.555566787719727, 'и': 1.348210334777832, 'в': 0.0054492950439453125, 'другом': 0.9827861785888672, 'преступлении,': 0.1989002227783203, 'совершенном': 0.14690017700195312, 'им': 0.8973312377929688, 'до': 0.3091754913330078, 'вынесения': 0.06316184997558594, 'предыдущего': 5.279582977294922, 'приговора.': 0.3450279235839844}"
чи що,"{'чи': 8.430582046508789, 'що': 8.192193984985352}","дай мені хоч якусь премію, чи що?","{'дай': 4.203484535217285, 'мені': 0.34729766845703125, 'хоч': 3.962773323059082, 'якусь': 0.0589447021484375, 'премію,': 8.660073280334473, 'чи': 0.8253078460693359, 'що?': 2.0177230834960938}",что ли,"{'что': 2.6987342834472656, 'ли': 9.988446235656738}","дай мне хоть премию какую-нибудь, что ли?","{'дай': 3.5543766021728516, 'мне': 2.473297119140625, 'хоть': 2.4536209106445312, 'премию': 5.759912490844727, 'какую-нибудь,': 1.9386377334594727, 'что': 0.01377105712890625, 'ли?': 2.8627586364746094}",либо что,"{'либо': 7.790766716003418, 'что': 7.096320629119873}","дай мне хоть премию какую-нибудь, либо что?","{'дай': 3.9171409606933594, 'мне': 2.2081222534179688, 'хоть': 5.351565361022949, 'премию': 6.618779182434082, 'какую-нибудь,': 4.863354682922363, 'либо': 4.67220401763916, 'что?': 3.094308853149414}"
