phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
перш чым,"{'перш': 5.840073585510254, 'чым': 15.338987350463867}","пройдзе яшчэ шмат гадоў, перш чым будуць пабудаваны прыгодныя для эксплуатацыі рэактары тэрмаядзернага сінтэзу.","{'пройдзе': 19.452857494354248, 'яшчэ': 10.960619926452637, 'шмат': 9.119071960449219, 'гадоў,': 8.230324745178223, 'перш': 7.728713035583496, 'чым': 3.3006229400634766, 'будуць': 9.000263214111328, 'пабудаваны': 12.196229934692383, 'прыгодныя': 15.503447532653809, 'для': 1.7016544342041016, 'эксплуатацыі': 13.421548843383789, 'рэактары': 14.641053199768066, 'тэрмаядзернага': 37.12610626220703, 'сінтэзу.': 23.258456230163574}",прежде чем,"{'прежде': 3.3745765686035156, 'чем': 1.7339153289794922}","пройдет много времени, прежде чем будут построены полезные термоядерные реакторы.","{'пройдет': 8.800262928009033, 'много': 4.422698974609375, 'времени,': 1.246307373046875, 'прежде': 0.5045204162597656, 'чем': 0.03288841247558594, 'будут': 6.418386459350586, 'построены': 4.9747419357299805, 'полезные': 9.006636619567871, 'термоядерные': 7.769371032714844, 'реакторы.': 1.7708587646484375}",прежде нежели,"{'прежде': 3.3745765686035156, 'нежели': 6.9241180419921875}","пройдет много времени, прежде нежели будут построены полезные термоядерные реакторы.","{'пройдет': 8.800262928009033, 'много': 4.422698974609375, 'времени,': 1.246307373046875, 'прежде': 0.5045204162597656, 'нежели': 7.328620910644531, 'будут': 6.146883010864258, 'построены': 5.90397834777832, 'полезные': 9.062409400939941, 'термоядерные': 8.769235610961914, 'реакторы.': 1.9220294952392578}"
па чутках,"{'па': 0.0, 'чутках': 22.86553192138672}","а можа, гэта быў воўк-людаед, якіх, па чутках, шмат развялося ў навакольных пушчах.","{'а': 0.0, 'можа,': 16.66014289855957, 'гэта': 9.931879997253418, 'быў': 6.369585990905762, 'воўк-людаед,': 35.52083396911621, 'якіх,': 11.765369415283203, 'па': 3.295534133911133, 'чутках,': 15.636653900146484, 'шмат': 6.551238059997559, 'развялося': 13.64761734008789, 'ў': 1.2834739685058594, 'навакольных': 10.874563217163086, 'пушчах.': 12.813515663146973}",по слухам,"{'по': 0.0, 'слухам': 9.029349327087402}","а может, это волк-людоед, которых, по слухам, много развелось в окрестных пущах.","{'а': 0.0, 'может,': 8.71119737625122, 'это': 2.898465156555176, 'волк-людоед,': 17.59701633453369, 'которых,': 11.503310203552246, 'по': 2.3387956619262695, 'слухам,': 1.3170337677001953, 'много': 4.478681564331055, 'развелось': 2.0574169158935547, 'в': 0.5100898742675781, 'окрестных': 5.7167816162109375, 'пущах.': 11.545609474182129}",по молве,"{'по': 0.0, 'молве': 17.016389846801758}","а может, это волк-людоед, которых, по молве, много развелось в окрестных пущах.","{'а': 0.0, 'может,': 8.71119737625122, 'это': 2.898465156555176, 'волк-людоед,': 17.59701633453369, 'которых,': 11.503310203552246, 'по': 2.3387956619262695, 'молве,': 8.991201400756836, 'много': 4.612092971801758, 'развелось': 1.6477012634277344, 'в': 0.6159610748291016, 'окрестных': 5.368186950683594, 'пущах.': 11.189075469970703}"
такім чынам,"{'такім': 12.642278671264648, 'чынам': 4.616825103759766}","такім чынам, паводле экспертнай ацэнкі, інфляцыя з пачатку года склала 4, 7%.","{'такім': 12.642280578613281, 'чынам,': 6.630375862121582, 'паводле': 9.29177474975586, 'экспертнай': 17.137922286987305, 'ацэнкі,': 16.02841854095459, 'інфляцыя': 12.411423683166504, 'з': 4.0485429763793945, 'пачатку': 8.847396850585938, 'года': 2.412464141845703, 'склала': 8.444286346435547, '4,': 6.520465850830078, '7%.': 10.624582290649414}",таким образом,"{'таким': 4.949761390686035, 'образом': 0.5503902435302734}","таким образом, по экспертной оценке, инфляция с начала года составила 4, 7%.","{'таким': 4.949761390686035, 'образом,': 1.359757423400879, 'по': 4.711687088012695, 'экспертной': 9.702456951141357, 'оценке,': 0.5923118591308594, 'инфляция': 7.3846869468688965, 'с': 4.473089218139648, 'начала': 0.9221324920654297, 'года': 0.2960357666015625, 'составила': 0.7520179748535156, '4,': 2.896413803100586, '7%.': 10.452186584472656}",таким чином,"{'таким': 4.949761390686035, 'чином': 11.39706802368164}","таким чином, по экспертной оценке, инфляция с начала года составила 4, 7%.","{'таким': 4.949761390686035, 'чином,': 12.584888458251953, 'по': 5.337499618530273, 'экспертной': 12.956036567687988, 'оценке,': 0.39573192596435547, 'инфляция': 10.686537742614746, 'с': 5.109045028686523, 'начала': 1.5965471267700195, 'года': 0.2974872589111328, 'составила': 0.6341476440429688, '4,': 3.239421844482422, '7%.': 10.380060195922852}"
ва ўсякім разе,"{'ва': 0.0, 'ўсякім': 23.21727466583252, 'разе': 9.671337127685547}","спадарыня стэйр, якая нібыта нарадзілася ў люйсьвіле, штат кентукі, ды адышла ў іншы свет ў 1988 годзе ва ўзросьце 86 гадоў увогуле ніколі не існавала, ва ўсякім разе, з гэтым імем альбо літаратурным псеўданімам.","{'спадарыня': 20.297308921813965, 'стэйр,': 27.019221305847168, 'якая': 13.562296867370605, 'нібыта': 13.598153114318848, 'нарадзілася': 11.262473106384277, 'ў': 8.61378002166748, 'люйсьвіле,': 35.631869316101074, 'штат': 12.342154502868652, 'кентукі,': 19.865001678466797, 'ды': 6.316202163696289, 'адышла': 11.62253475189209, 'іншы': 7.155923843383789, 'свет': 4.344812393188477, '1988': 10.963193893432617, 'годзе': 1.4098091125488281, 'ва': 7.483076095581055, 'ўзросьце': 13.6265869140625, '86': 10.652315139770508, 'гадоў': 2.618223190307617, 'увогуле': 12.801305770874023, 'ніколі': 8.872920989990234, 'не': 0.6880588531494141, 'існавала,': 10.917235374450684, 'ўсякім': 8.264897346496582, 'разе,': 6.622124671936035, 'з': 4.060416221618652, 'гэтым': 4.003552436828613, 'імем': 12.693463802337646, 'альбо': 8.26305866241455, 'літаратурным': 10.917051315307617, 'псеўданімам.': 36.866437911987305}",во всяком случае,"{'во': 0.0, 'всяком': 8.503047943115234, 'случае': 0.010145187377929688}","госпожа стейр, будто бы родившася в люйсвиле, штат кентукки, и отошедшая в мир иной в 1988 году в возрасте 86 лет, вообще никогда не существовала, во всяком случае, под этим именем или литературным псевдонимом.","{'госпожа': 12.731747150421143, 'стейр,': 20.881007194519043, 'будто': 8.65743637084961, 'бы': 2.946012496948242, 'родившася': 19.071809768676758, 'в': 2.983499526977539, 'люйсвиле,': 27.73138666152954, 'штат': 8.568656921386719, 'кентукки,': 8.123507499694824, 'и': 2.455185890197754, 'отошедшая': 10.187836647033691, 'мир': 0.7113027572631836, 'иной': 0.0449066162109375, '1988': 7.773443222045898, 'году': 0.1905670166015625, 'возрасте': 0.27574920654296875, '86': 3.9671459197998047, 'лет,': 1.328012466430664, 'вообще': 10.026046752929688, 'никогда': 3.866870880126953, 'не': 0.1896209716796875, 'существовала,': 8.922767639160156, 'во': 6.154620170593262, 'всяком': 0.41196250915527344, 'случае,': 0.38690948486328125, 'под': 6.559266090393066, 'этим': 1.1870489120483398, 'именем': 0.1172637939453125, 'или': 5.963541030883789, 'литературным': 9.348023414611816, 'псевдонимом.': 0.7207183837890625}",во всяком разе,"{'во': 0.0, 'всяком': 8.503047943115234, 'разе': 8.138279914855957}","госпожа стейр, будто бы родившася в люйсвиле, штат кентукки, и отошедшая в мир иной в 1988 году в возрасте 86 лет, вообще никогда не существовала, во всяком разе, под этим именем или литературным псевдонимом.","{'госпожа': 12.731747150421143, 'стейр,': 20.881007194519043, 'будто': 8.65743637084961, 'бы': 2.946012496948242, 'родившася': 19.071809768676758, 'в': 2.983499526977539, 'люйсвиле,': 27.73138666152954, 'штат': 8.568656921386719, 'кентукки,': 8.123507499694824, 'и': 2.455185890197754, 'отошедшая': 10.187836647033691, 'мир': 0.7113027572631836, 'иной': 0.0449066162109375, '1988': 7.773443222045898, 'году': 0.1905670166015625, 'возрасте': 0.27574920654296875, '86': 3.9671459197998047, 'лет,': 1.328012466430664, 'вообще': 10.026046752929688, 'никогда': 3.866870880126953, 'не': 0.1896209716796875, 'существовала,': 8.922767639160156, 'во': 6.154620170593262, 'всяком': 0.41196250915527344, 'разе,': 10.519746780395508, 'под': 5.440280914306641, 'этим': 1.3167924880981445, 'именем': 0.1941242218017578, 'или': 5.453701019287109, 'литературным': 9.3904390335083, 'псевдонимом.': 0.8045768737792969}"
мiж iншым,"{'мiж': 13.422393798828125, 'iншым': 6.735888481140137}","у беларусi ""кошт"" гадзiны працы медыцынскiх работнiкаў складае ўсяго 4404 рублi, а гэта, мiж iншым, толькi 59, 7 працэнта ад аплаты за гадзiну працы ў прамысловасцi.","{'у': 0.0, 'беларусi': 19.789772033691406, '""кошт""': 23.31551742553711, 'гадзiны': 14.003497123718262, 'працы': 3.3281774520874023, 'медыцынскiх': 20.09333324432373, 'работнiкаў': 9.503755569458008, 'складае': 11.285804748535156, 'ўсяго': 7.467999458312988, '4404': 14.478013038635254, 'рублi,': 5.665136337280273, 'а': 1.3368549346923828, 'гэта,': 10.447922706604004, 'мiж': 7.399974822998047, 'iншым,': 7.115974426269531, 'толькi': 5.829039573669434, '59,': 11.889493942260742, '7': 8.272785186767578, 'працэнта': 9.47823715209961, 'ад': 8.433916091918945, 'аплаты': 14.315796852111816, 'за': 2.778451919555664, 'гадзiну': 7.958601951599121, 'ў': 4.064847946166992, 'прамысловасцi.': 21.503236770629883}",между прочим,"{'между': 0.0, 'прочим': 6.992068290710449}","в беларуси «стоимость» часа работы медицинских работников составляет всего 4404 рубля, а это, между прочим, только 59, 7% от оплаты за час работы в промышленности.","{'в': 2.6348533630371094, 'беларуси': 14.064080238342285, '«стоимость»': 22.947516441345215, 'часа': 7.361230850219727, 'работы': 0.34976959228515625, 'медицинских': 9.660106658935547, 'работников': 1.3506479263305664, 'составляет': 2.6214094161987305, 'всего': 4.18852424621582, '4404': 13.002379417419434, 'рубля,': 3.7956676483154297, 'а': 1.791050910949707, 'это,': 8.105402946472168, 'между': 4.293878555297852, 'прочим,': 0.11635780334472656, 'только': 5.208147048950195, '59,': 8.597208976745605, '7%': 8.651167869567871, 'от': 0.19445419311523438, 'оплаты': 6.717372894287109, 'за': 2.739264488220215, 'час': 1.8553791046142578, 'промышленности.': 10.063688278198242}",между другими,"{'между': 0.0, 'другими': 7.413887023925781}","в беларуси «стоимость» часа работы медицинских работников составляет всего 4404 рубля, а это, между другими, только 59, 7% от оплаты за час работы в промышленности.","{'в': 2.764585494995117, 'беларуси': 14.064080238342285, '«стоимость»': 22.947516441345215, 'часа': 7.361230850219727, 'работы': 0.3881244659423828, 'медицинских': 9.660106658935547, 'работников': 1.3506479263305664, 'составляет': 2.6214094161987305, 'всего': 4.18852424621582, '4404': 13.002379417419434, 'рубля,': 3.7956676483154297, 'а': 1.791050910949707, 'это,': 8.105402946472168, 'между': 4.293878555297852, 'другими,': 10.142301559448242, 'только': 5.278088569641113, '59,': 8.263824462890625, '7%': 8.710824966430664, 'от': 0.25893592834472656, 'оплаты': 6.675078392028809, 'за': 2.657299041748047, 'час': 1.9439067840576172, 'промышленности.': 9.837335586547852}"
можна сказаць,"{'можна': 4.742104530334473, 'сказаць': 13.52314567565918}","можна сказаць, яму проста пашанцавала, абы толькі ўдалося.","{'можна': 4.742103576660156, 'сказаць,': 14.195950508117676, 'яму': 9.292470932006836, 'проста': 7.537782669067383, 'пашанцавала,': 12.104049682617188, 'абы': 7.8817033767700195, 'толькі': 5.335533142089844, 'ўдалося.': 11.112354278564453}",можно сказать,"{'можно': 0.0, 'сказать': 4.402440071105957}","можно сказать, ему просто повезло, если все удастся.","{'можно': 0.0, 'сказать,': 5.084600448608398, 'ему': 7.343094825744629, 'просто': 3.909433364868164, 'повезло,': 3.7299137115478516, 'если': 3.7916202545166016, 'все': 5.56627082824707, 'удастся.': 5.875730514526367}",возможно сказать,"{'возможно': 0.0, 'сказать': 7.166750907897949}","возвозможно сказать, ему просто повезло, если все удастся.","{'возвозможно': 12.373462677001953, 'сказать,': 9.926534652709961, 'ему': 7.445767402648926, 'просто': 3.689382553100586, 'повезло,': 3.8069629669189453, 'если': 3.7499008178710938, 'все': 5.294751167297363, 'удастся.': 6.070038795471191}"
у сутнасці,"{'у': 0.0, 'сутнасці': 31.829121589660645}","у сутнасці, ніякага асаблівага працы або небяспекі ў паляванні няма.","{'у': 0.0, 'сутнасці,': 33.74802112579346, 'ніякага': 11.939603805541992, 'асаблівага': 9.464116096496582, 'працы': 9.573720932006836, 'або': 7.672490119934082, 'небяспекі': 13.987325668334961, 'ў': 4.076883316040039, 'паляванні': 10.767990112304688, 'няма.': 10.395236015319824}",в сущности,"{'в': 0.0, 'сущности': 9.258739471435547}","в сущности, никакого особого труда или опасности в охоте нет.","{'в': 2.948719024658203, 'сущности,': 9.49241828918457, 'никакого': 6.330576419830322, 'особого': 3.6612091064453125, 'труда': 4.702503204345703, 'или': 5.212132453918457, 'опасности': 3.700031280517578, 'охоте': 8.45449447631836, 'нет.': 2.5845165252685547}",по суткам,"{'по': 0.0, 'суткам': 11.978612899780273}","по суткам, никакого особого труда или опасности в охоте нет.","{'по': 0.0, 'суткам,': 14.21538257598877, 'никакого': 9.279584884643555, 'особого': 6.411786079406738, 'труда': 3.7954864501953125, 'или': 4.408746719360352, 'опасности': 4.291430473327637, 'в': 3.6088199615478516, 'охоте': 8.033439636230469, 'нет.': 2.1421871185302734}"
як вядома,"{'як': 0.0, 'вядома': 20.522634506225586}","як вядома, пчолы патрэбны дзеля таго, каб рабіць мед.","{'як': 0.0, 'вядома,': 22.03290843963623, 'пчолы': 15.555304527282715, 'патрэбны': 16.096982955932617, 'дзеля': 9.25126838684082, 'таго,': 5.4073944091796875, 'каб': 2.848865509033203, 'рабіць': 7.883577346801758, 'мед.': 9.757418632507324}",как известно,"{'как': 0.0, 'известно': 6.380215167999268}","как известно, пчелы нужны только для того, чтобы делать мед.","{'как': 0.0, 'известно,': 6.781369686126709, 'пчелы': 10.433874130249023, 'нужны': 8.580733299255371, 'только': 2.3812055587768555, 'для': 0.48252105712890625, 'того,': 1.3868417739868164, 'чтобы': 0.1280231475830078, 'делать': 4.6842803955078125, 'мед.': 1.795095443725586}",как ведомо,"{'как': 0.0, 'ведомо': 13.593973159790039}","как ведомо, пчелы нужны только для того, чтобы делать мед.","{'как': 0.0, 'ведомо,': 16.2928409576416, 'пчелы': 11.302008628845215, 'нужны': 8.092466354370117, 'только': 2.9297285079956055, 'для': 0.5056724548339844, 'того,': 1.7072019577026367, 'чтобы': 0.1721057891845703, 'делать': 4.677157402038574, 'мед.': 2.008647918701172}"
на яго думку,"{'на': 0.0, 'яго': 13.579473972320557, 'думку': 10.530649185180664}","на яго думку, у нас на падобныя тэмы пішуць нецікава і мала.","{'на': 2.9353513717651367, 'яго': 13.579472541809082, 'думку,': 12.035122871398926, 'у': 4.959458351135254, 'нас': 4.590195655822754, 'падобныя': 12.393142700195312, 'тэмы': 8.461091995239258, 'пішуць': 14.804227828979492, 'нецікава': 13.713714122772217, 'і': 4.851827621459961, 'мала.': 13.303372383117676}",по его мнению,"{'по': 0.0, 'его': 7.188804626464844, 'мнению': 1.915421485900879}","по его мнению, у нас на подобные темы пишут мало и неинтересно.","{'по': 0.0, 'его': 7.188804626464844, 'мнению,': 2.051079750061035, 'у': 4.602252006530762, 'нас': 2.9175872802734375, 'на': 4.36558723449707, 'подобные': 7.649718761444092, 'темы': 3.385862350463867, 'пишут': 6.19373893737793, 'мало': 3.621626853942871, 'и': 2.0437021255493164, 'неинтересно.': 4.140293121337891}",на его мысль,"{'на': 0.0, 'его': 6.330513954162598, 'мысль': 8.387678146362305}","на его мысль, у нас на подобные темы пишут мало и неинтересно.","{'на': 3.697728157043457, 'его': 6.330513954162598, 'мысль,': 9.375419616699219, 'у': 5.378890037536621, 'нас': 3.715174674987793, 'подобные': 8.349000930786133, 'темы': 2.762110710144043, 'пишут': 6.412693977355957, 'мало': 4.0430450439453125, 'и': 2.463542938232422, 'неинтересно.': 4.112786293029785}"
адным словам,"{'адным': 6.311707973480225, 'словам': 6.707326889038086}","адным словам, пад мінскам есць такая спецыяльная бальніца, дзе раней паміралі вось такія асуджаныя…","{'адным': 6.311706066131592, 'словам,': 7.894799709320068, 'пад': 10.60725212097168, 'мінскам': 28.713176727294922, 'есць': 13.996048927307129, 'такая': 6.716331958770752, 'спецыяльная': 12.462398052215576, 'бальніца,': 13.425520896911621, 'дзе': 4.832451820373535, 'раней': 8.019248962402344, 'паміралі': 11.892732620239258, 'вось': 8.5640869140625, 'такія': 3.4322986602783203, 'асуджаныя…': 18.111437797546387}",одним словом,"{'одним': 6.0306901931762695, 'словом': 2.2404518127441406}","одним словом, под минском, есть специальная больница, где раньше умирали вот такие обреченные…","{'одним': 6.030690670013428, 'словом,': 2.908140182495117, 'под': 6.7799072265625, 'минском,': 19.362875938415527, 'есть': 7.485784530639648, 'специальная': 7.888510227203369, 'больница,': 7.160854339599609, 'где': 1.4830904006958008, 'раньше': 7.632955551147461, 'умирали': 7.091743469238281, 'вот': 7.634487152099609, 'такие': 0.5272350311279297, 'обреченные…': 12.648223876953125}",одним словам,"{'одним': 6.0306901931762695, 'словам': 7.495602607727051}","одним словам, под минском, есть специальная больница, где раньше умирали вот такие обреченные…","{'одним': 6.030690670013428, 'словам,': 8.934522151947021, 'под': 6.351925849914551, 'минском,': 17.595221519470215, 'есть': 7.250797748565674, 'специальная': 7.2326531410217285, 'больница,': 7.042832374572754, 'где': 1.4430675506591797, 'раньше': 7.44612979888916, 'умирали': 6.760863304138184, 'вот': 7.975247383117676, 'такие': 0.5173778533935547, 'обреченные…': 13.24148178100586}"
што называецца,"{'што': 6.257296562194824, 'называецца': 12.051627159118652}","што называецца, не ў службу, а ў дружбу.","{'што': 6.257296562194824, 'называецца,': 14.573019027709961, 'не': 4.421719551086426, 'ў': 1.5410385131835938, 'службу,': 12.189043045043945, 'а': 0.07902717590332031, 'дружбу.': 3.5815181732177734}",что называется,"{'что': 0.0, 'называется': 7.739140510559082}","что называется, не в службу, а в дружбу.","{'что': 0.0, 'называется,': 9.779314041137695, 'не': 3.515629768371582, 'в': 0.010046005249023438, 'службу,': 4.50407600402832, 'а': 0.023279190063476562, 'дружбу.': 2.9214906692504883}",что называют,"{'что': 0.0, 'называют': 8.53576374053955}","что называют, не в службу, а в дружбу.","{'что': 0.0, 'называют,': 13.69416332244873, 'не': 4.236181259155273, 'в': 0.008365631103515625, 'службу,': 5.025205612182617, 'а': 0.0335693359375, 'дружбу.': 2.545635223388672}"
мяркуючы па ўсім,"{'мяркуючы': 27.424153327941895, 'па': 5.121316909790039, 'ўсім': 7.326898574829102}","мяркуючы па ўсім, палкоўнік быў чалавек гаваркі і меў процьму часу.","{'мяркуючы': 27.424153804779053, 'па': 5.121315956115723, 'ўсім,': 9.888446807861328, 'палкоўнік': 16.206729888916016, 'быў': 4.950815200805664, 'чалавек': 5.691194534301758, 'гаваркі': 16.683725357055664, 'і': 3.442401885986328, 'меў': 7.860614776611328, 'процьму': 16.1776762008667, 'часу.': 10.294785499572754}",судя по всему,"{'судя': 3.829318046569824, 'по': 0.02623748779296875, 'всему': 1.3844575881958008}","судя по всему, поговорить полковник любил, к тому же имел уйму времени.","{'судя': 3.829318046569824, 'по': 0.02623748779296875, 'всему,': 1.7195186614990234, 'поговорить': 11.227262496948242, 'полковник': 11.96688175201416, 'любил,': 9.17495346069336, 'к': 6.875458717346191, 'тому': 0.9966096878051758, 'же': 0.03213691711425781, 'имел': 5.242706298828125, 'уйму': 6.907922744750977, 'времени.': 3.8895578384399414}",предполагая по всему,"{'предполагая': 10.732725143432617, 'по': 6.844438552856445, 'всему': 3.3328323364257812}","предполагая по всему, поговорить полковник любил, к тому же имел уйму времени.","{'предполагая': 10.732720375061035, 'по': 6.844440460205078, 'всему,': 3.5953283309936523, 'поговорить': 12.559858322143555, 'полковник': 13.228015899658203, 'любил,': 9.973676681518555, 'к': 6.404668807983398, 'тому': 0.8819780349731445, 'же': 0.021877288818359375, 'имел': 5.406933784484863, 'уйму': 7.584466934204102, 'времени.': 2.9354724884033203}"
дзеля бога,"{'дзеля': 6.407608985900879, 'бога': 11.245080947875977}","дзеля бога, пакіньце ў пакоі маю бедную галаву.","{'дзеля': 6.4076080322265625, 'бога,': 13.427569389343262, 'пакіньце': 24.953967094421387, 'ў': 3.6689863204956055, 'пакоі': 7.922664642333984, 'маю': 8.993328094482422, 'бедную': 9.962713241577148, 'галаву.': 5.7589521408081055}",ради бога,"{'ради': 0.0, 'бога': 11.743861198425293}","ради бога, оставьте в покое мою бедную голову.","{'ради': 0.0, 'бога,': 12.289214134216309, 'оставьте': 6.110767364501953, 'в': 3.207158088684082, 'покое': 0.051174163818359375, 'мою': 2.499919891357422, 'бедную': 4.799633026123047, 'голову.': 3.0726966857910156}",для бога,"{'для': 0.0, 'бога': 9.52376937866211}","для бога, оставьте в покое мою бедную голову.","{'для': 0.0, 'бога,': 11.221847534179688, 'оставьте': 9.254297256469727, 'в': 3.580958366394043, 'покое': 0.24363327026367188, 'мою': 3.35870361328125, 'бедную': 4.652886390686035, 'голову.': 3.6522674560546875}"
усе ж,"{'усе': 0.0, 'ж': 9.745561599731445}","і мяне ўразіла, што нават у сельскіх мужыкоў, простых і грубых, з жанчынамі усе ж асаблівыя адносіны.","{'і': 2.963406562805176, 'мяне': 12.961009979248047, 'ўразіла,': 15.55861759185791, 'што': 1.2757129669189453, 'нават': 6.513034820556641, 'у': 3.0704736709594727, 'сельскіх': 13.399473190307617, 'мужыкоў,': 13.838607788085938, 'простых': 12.574280738830566, 'грубых,': 6.972867965698242, 'з': 3.8892507553100586, 'жанчынамі': 11.098315238952637, 'усе': 8.711042404174805, 'ж': 3.5887584686279297, 'асаблівыя': 11.78925895690918, 'адносіны.': 10.222564697265625}",все же,"{'все': 0.0, 'же': 5.203333377838135}","и меня поразило, что даже у сельских мужиков, в междусобоях простых и грубых, к женщинам все же особое отношение.","{'и': 3.290313720703125, 'меня': 7.095850467681885, 'поразило,': 11.174765586853027, 'что': 0.5830326080322266, 'даже': 4.678556442260742, 'у': 4.094078063964844, 'сельских': 9.901206970214844, 'мужиков,': 7.278073310852051, 'в': 3.388692855834961, 'междусобоях': 20.419699668884277, 'простых': 9.105780601501465, 'грубых,': 4.4769744873046875, 'к': 6.585074424743652, 'женщинам': 4.277137756347656, 'все': 5.192924499511719, 'же': 1.4285430908203125, 'особое': 4.510412216186523, 'отношение.': 1.4464130401611328}",все то же,"{'все': 0.0, 'то': 5.9302263259887695, 'же': 1.8579025268554688}","и меня поразило, что даже у сельских мужиков, в междусобоях простых и грубых, к женщинам все то же особое отношение.","{'и': 3.290313720703125, 'меня': 7.095850467681885, 'поразило,': 11.174765586853027, 'что': 0.5830326080322266, 'даже': 4.678556442260742, 'у': 4.094078063964844, 'сельских': 9.901206970214844, 'мужиков,': 7.278073310852051, 'в': 3.388692855834961, 'междусобоях': 20.419699668884277, 'простых': 9.105780601501465, 'грубых,': 4.4769744873046875, 'к': 6.585074424743652, 'женщинам': 4.277137756347656, 'все': 5.192924499511719, 'то': 7.80937385559082, 'же': 0.09711074829101562, 'особое': 5.142698287963867, 'отношение.': 2.0797481536865234}"
яшчэ і,"{'яшчэ': 15.48040771484375, 'і': 6.831382751464844}","за словам містыфікацыя часта крыецца яшчэ і прымітыўная, ілжывая ды бессэнсоўная авантура.","{'за': 0.0, 'словам': 11.227709770202637, 'містыфікацыя': 49.120341300964355, 'часта': 10.342543601989746, 'крыецца': 17.88687515258789, 'яшчэ': 5.883291244506836, 'і': 3.3098955154418945, 'прымітыўная,': 32.735891342163086, 'ілжывая': 25.59714984893799, 'ды': 6.747505187988281, 'бессэнсоўная': 22.14861488342285, 'авантура.': 19.427254676818848}",еще и,"{'еще': 0.0, 'и': 3.6758852005004883}","за словом «мистификация» часто кроется еще и примитивная, лживая и бессмысленная авантюра.","{'за': 0.0, 'словом': 11.42309284210205, '«мистификация»': 14.753467559814453, 'часто': 5.304547309875488, 'кроется': 4.6833038330078125, 'еще': 5.729239463806152, 'и': 3.029600143432617, 'примитивная,': 10.88039493560791, 'лживая': 5.799562454223633, 'бессмысленная': 5.533871650695801, 'авантюра.': 8.397531509399414}",далее и,"{'далее': 0.0, 'и': 4.309900283813477}","за словом «мистификация» часто кроется далее и примитивная, лживая и бессмысленная авантюра.","{'за': 0.0, 'словом': 11.42309284210205, '«мистификация»': 14.753467559814453, 'часто': 5.304547309875488, 'кроется': 4.6833038330078125, 'далее': 12.840648651123047, 'и': 2.829669952392578, 'примитивная,': 14.311877250671387, 'лживая': 5.966432571411133, 'бессмысленная': 5.306305885314941, 'авантюра.': 7.985416412353516}"
ці што,"{'ці': 0.0, 'што': 13.95545482635498}","ты ж сам казаў. не памятаеш, ці што?","{'ты': 0.0, 'ж': 8.561738967895508, 'сам': 9.871289253234863, 'казаў.': 14.718450546264648, 'не': 9.666946411132812, 'памятаеш,': 10.940906524658203, 'ці': 4.848430633544922, 'што?': 5.979357719421387}",что ли,"{'что': 0.0, 'ли': 6.380331516265869}","ты же сам говорил. не помнишь, что ли?","{'ты': 0.0, 'же': 7.030713081359863, 'сам': 8.882440567016602, 'говорил.': 8.795756340026855, 'не': 8.856903076171875, 'помнишь,': 9.11582088470459, 'что': 1.1820087432861328, 'ли?': 0.9062814712524414}",маловероятно ли,"{'маловероятно': 14.15758991241455, 'ли': 6.784726142883301}","ты же сам говорил. не помнишь, маловероятно ли?","{'ты': 0.0, 'же': 7.030713081359863, 'сам': 8.882440567016602, 'говорил.': 8.795756340026855, 'не': 8.856903076171875, 'помнишь,': 9.11582088470459, 'маловероятно': 13.453252792358398, 'ли?': 6.37516975402832}"
