phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
по такъв начин,"{'по': 0.0, 'такъв': 24.14473009109497, 'начин': 6.445917129516602}",по такъв начин този проблем с военните превози е решен.,"{'по': 0.0, 'такъв': 24.14473056793213, 'начин': 6.445915222167969, 'този': 9.542470932006836, 'проблем': 7.8636884689331055, 'с': 3.2498559951782227, 'военните': 12.197816848754883, 'превози': 11.559464454650879, 'е': 3.3668031692504883, 'решен.': 11.112336158752441}",таким образом,"{'таким': 5.713440895080566, 'образом': 1.3183469772338867}","таким образом, эта проблема военных перевозок была разрешена.","{'таким': 5.713440895080566, 'образом,': 1.8817577362060547, 'эта': 5.835762977600098, 'проблема': 3.92897891998291, 'военных': 12.271249771118164, 'перевозок': 7.155306816101074, 'была': 3.3212413787841797, 'разрешена.': 6.227987289428711}",по такому способу,"{'по': 0.0, 'такому': 7.330749034881592, 'способу': 5.367952346801758}","по такому способу, эта проблема военных перевозок была разрешена.","{'по': 0.0, 'такому': 7.330749034881592, 'способу,': 7.893842697143555, 'эта': 8.160463333129883, 'проблема': 4.049272537231445, 'военных': 12.991451263427734, 'перевозок': 6.940517902374268, 'была': 3.178915023803711, 'разрешена.': 6.413686752319336}"
във всеки случай,"{'във': 10.890034198760986, 'всеки': 13.561194896697998, 'случай': 5.496477127075195}",във всеки случай сега съм сам и изоставен.,"{'във': 10.890035152435303, 'всеки': 13.561192035675049, 'случай': 5.496477127075195, 'сега': 8.394848823547363, 'съм': 6.942126274108887, 'сам': 5.504936218261719, 'и': 2.900092124938965, 'изоставен.': 17.274313926696777}",во всяком случае,"{'во': 0.0, 'всяком': 9.509742736816406, 'случае': 0.014917373657226562}","во всяком случае, сижу один.","{'во': 0.0, 'всяком': 9.509742736816406, 'случае,': 0.4951744079589844, 'сижу': 11.391423225402832, 'один.': 7.917032241821289}",во всякий случай,"{'во': 0.0, 'всякий': 11.660257339477539, 'случай': 2.7160701751708984}","во всякий случай, сижу один.","{'во': 0.0, 'всякий': 11.660257339477539, 'случай,': 4.774073600769043, 'сижу': 9.487079620361328, 'один.': 7.8140411376953125}"
между другото,"{'между': 0.0, 'другото': 20.65104579925537}",и между другото въпросният „един час време отдавна беше минал.,"{'и': 0.0, 'между': 8.137479782104492, 'другото': 21.509082794189453, 'въпросният': 18.928537845611572, '„един': 20.29595184326172, 'час': 8.30750846862793, 'време': 7.876151084899902, 'отдавна': 11.624260902404785, 'беше': 7.919450759887695, 'минал.': 17.24535369873047}",между прочим,"{'между': 0.0, 'прочим': 6.398009300231934}","между прочим, и «часок» давно уже миновал.","{'между': 0.0, 'прочим,': 6.594766616821289, 'и': 3.9632768630981445, '«часок»': 22.0888090133667, 'давно': 8.420271873474121, 'уже': 1.8076343536376953, 'миновал.': 4.757833480834961}",между другим,"{'между': 0.0, 'другим': 11.357874870300293}","между другим, и «часок» давно уже миновал.","{'между': 0.0, 'другим,': 13.855839729309082, 'и': 2.837019920349121, '«часок»': 22.285457611083984, 'давно': 8.319543838500977, 'уже': 1.5638580322265625, 'миновал.': 4.096158981323242}"
може да се каже,"{'може': 8.40355110168457, 'да': 5.434349060058594, 'се': 4.287101745605469, 'каже': 6.447601318359375}","всичко това спомогна най-вече и за този неочакван случай, благодарение на който сега се променя, може да се каже, цялата ни съдба.","{'всичко': 15.537708282470703, 'това': 8.925995826721191, 'спомогна': 14.508423805236816, 'най-вече': 10.112430572509766, 'и': 3.460415840148926, 'за': 3.5912513732910156, 'този': 5.285841941833496, 'неочакван': 14.441374778747559, 'случай,': 9.94678783416748, 'благодарение': 8.445657730102539, 'на': 0.29443931579589844, 'който': 6.930304527282715, 'сега': 6.6024017333984375, 'се': 1.2987136840820312, 'променя,': 9.880396842956543, 'може': 5.754870414733887, 'да': 0.31517601013183594, 'каже,': 7.284270286560059, 'цялата': 10.238347053527832, 'ни': 4.976902961730957, 'съдба.': 13.912576675415039}",можно сказать,"{'можно': 0.0, 'сказать': 4.217164993286133}","все это способствовало главным образом и тому неожиданному случаю, через который теперь меняется, можно сказать, вся судьба наша.","{'все': 0.0, 'это': 3.4722795486450195, 'способствовало': 9.314023971557617, 'главным': 9.9613037109375, 'образом': 0.3121051788330078, 'и': 4.656519889831543, 'тому': 2.9507274627685547, 'неожиданному': 11.098129272460938, 'случаю,': 7.676729202270508, 'через': 7.223249435424805, 'который': 0.3133220672607422, 'теперь': 6.354119300842285, 'меняется,': 18.813712120056152, 'можно': 6.594717979431152, 'сказать,': 0.22125244140625, 'вся': 1.8297929763793945, 'судьба': 4.882638931274414, 'наша.': 9.028596878051758}",может себе сказать,"{'может': 0.0, 'себе': 7.398204326629639, 'сказать': 6.037039756774902}","все это способствовало главным образом и тому неожиданному случаю, через который теперь меняется, может себе сказать, вся судьба наша.","{'все': 0.0, 'это': 3.4722795486450195, 'способствовало': 9.314023971557617, 'главным': 9.9613037109375, 'образом': 0.3121051788330078, 'и': 4.656519889831543, 'тому': 2.9507274627685547, 'неожиданному': 11.098129272460938, 'случаю,': 7.676729202270508, 'через': 7.223249435424805, 'который': 0.3133220672607422, 'теперь': 6.354119300842285, 'меняется,': 18.813712120056152, 'может': 5.290114402770996, 'себе': 11.890810012817383, 'сказать,': 6.440603256225586, 'вся': 2.2550878524780273, 'судьба': 4.804431915283203, 'наша.': 8.534144401550293}"
в същност,"{'в': 0.0, 'същност': 20.32530689239502}","в същност тя не „заставаше, а някак витаеше наоколо му като една сянка, която неочаквано беше добила едно ново измерение, плътността.","{'в': 0.0, 'същност': 20.325303077697754, 'тя': 7.90293025970459, 'не': 3.6653404235839844, '„заставаше,': 34.94323444366455, 'а': 2.368602752685547, 'някак': 7.725085258483887, 'витаеше': 22.6506290435791, 'наоколо': 17.41679096221924, 'му': 6.245292663574219, 'като': 6.994075775146484, 'една': 7.251021385192871, 'сянка,': 14.397881507873535, 'която': 3.540501594543457, 'неочаквано': 16.91267204284668, 'беше': 5.242898941040039, 'добила': 14.927206993103027, 'едно': 8.549806118011475, 'ново': 7.328061103820801, 'измерение,': 10.683880805969238, 'плътността.': 23.409607887268066}",в сущности,"{'в': 0.0, 'сущности': 9.88930892944336}","в сущности, она не «возникала», а как бы витала рядом, подобно тени, неожиданно обретшей плоть, еще одно измерение.","{'в': 0.0, 'сущности,': 10.220474243164062, 'она': 4.484281539916992, 'не': 2.3476200103759766, '«возникала»,': 18.532750129699707, 'а': 0.7546911239624023, 'как': 3.9015846252441406, 'бы': 0.4685401916503906, 'витала': 7.17115592956543, 'рядом,': 7.679089546203613, 'подобно': 4.442108154296875, 'тени,': 6.597308158874512, 'неожиданно': 8.63528823852539, 'обретшей': 7.157344818115234, 'плоть,': 5.540761947631836, 'еще': 6.567941665649414, 'одно': 5.613224983215332, 'измерение.': 6.363025665283203}",в сущность,"{'в': 0.0, 'сущность': 12.087703704833984}","в сущность, она не «возникала», а как бы витала рядом, подобно тени, неожиданно обретшей плоть, еще одно измерение.","{'в': 0.0, 'сущность,': 15.48108959197998, 'она': 5.215099334716797, 'не': 2.685710906982422, '«возникала»,': 18.412280082702637, 'а': 0.8984832763671875, 'как': 4.093957901000977, 'бы': 0.4620685577392578, 'витала': 7.366939544677734, 'рядом,': 7.811506271362305, 'подобно': 4.492033004760742, 'тени,': 6.801454544067383, 'неожиданно': 8.745182037353516, 'обретшей': 7.326820373535156, 'плоть,': 5.465945243835449, 'еще': 6.716547966003418, 'одно': 5.624880790710449, 'измерение.': 6.1800432205200195}"
както е известно,"{'както': 6.070215225219727, 'е': 8.767614364624023, 'известно': 10.826969146728516}",както е известно светът не е останал без добри хора.,"{'както': 6.070215702056885, 'е': 1.926365852355957, 'известно': 10.826969146728516, 'светът': 16.883071899414062, 'не': 3.4379940032958984, 'останал': 9.870748519897461, 'без': 4.301650047302246, 'добри': 8.274091243743896, 'хора.': 7.517495155334473}",как известно,"{'как': 0.0, 'известно': 6.474274635314941}",мир как известно не без добрых людей.,"{'мир': 0.0, 'как': 6.7644500732421875, 'известно': 6.368471145629883, 'не': 3.0160446166992188, 'без': 6.321794509887695, 'добрых': 4.37619686126709, 'людей.': 2.486393928527832}",как это известно,"{'как': 0.0, 'это': 4.4729228019714355, 'известно': 7.821074962615967}",мир как это известно не без добрых людей.,"{'мир': 0.0, 'как': 6.7644500732421875, 'это': 5.480224609375, 'известно': 7.352907180786133, 'не': 4.421881675720215, 'без': 6.586391448974609, 'добрых': 5.5626935958862305, 'людей.': 3.125565528869629}"
по негово мнение,"{'по': 0.0, 'негово': 20.646875381469727, 'мнение': 10.215950012207031}","сега той почна едно сепнато pizzicato, което по негово мнение изображаваше песента: „открадна-ла сей, бабината, сла-сланин-каа, сланинка, откраднала сей бабината сланинка“… която „сланинка “цяла е открадната от чешката „slaninka“.","{'сега': 6.265621185302734, 'той': 12.150830268859863, 'почна': 20.226137161254883, 'едно': 9.76191759109497, 'сепнато': 23.767444610595703, 'pizzicato,': 32.48320293426514, 'което': 2.9798145294189453, 'по': 4.741345405578613, 'негово': 8.105587005615234, 'мнение': 6.430749893188477, 'изображаваше': 16.7643461227417, 'песента:': 23.643150329589844, '„открадна-ла': 37.45905876159668, 'сей,': 17.8062162399292, 'бабината,': 18.73344326019287, 'сла-сланин-каа,': 49.77925682067871, 'сланинка,': 14.43394947052002, 'откраднала': 12.784244537353516, 'сей': 9.90745735168457, 'бабината': 7.132898330688477, 'сланинка“…': 15.965438842773438, 'която': 9.552534103393555, '„сланинка': 14.426791191101074, '“цяла': 22.23179340362549, 'е': 5.038028717041016, 'открадната': 12.147478103637695, 'от': 5.616912841796875, 'чешката': 11.498501300811768, '„slaninka“.': 25.685407638549805}",по его мнению,"{'по': 0.0, 'его': 7.179530620574951, 'мнению': 2.7085323333740234}","в данный момент он начал осторожное пиччикато, представлявшее, по его мнению, мотив песни: «украли у бабушки саль-це-е, сальце, украли у бабушки сальце», причем «сальце» это украдено целиком у чехов.","{'в': 0.0, 'данный': 8.085494995117188, 'момент': 0.13869667053222656, 'он': 4.016233444213867, 'начал': 6.589928150177002, 'осторожное': 12.593379020690918, 'пиччикато,': 36.29264450073242, 'представлявшее,': 16.597190856933594, 'по': 2.326169967651367, 'его': 1.7896032333374023, 'мнению,': 0.725189208984375, 'мотив': 11.015607833862305, 'песни:': 13.631204605102539, '«украли': 15.888503074645996, 'у': 3.8136558532714844, 'бабушки': 2.614182472229004, 'саль-це-е,': 42.188679695129395, 'сальце,': 11.778356552124023, 'украли': 7.736493110656738, 'сальце»,': 8.793220520019531, 'причем': 5.019708633422852, '«сальце»': 6.60872745513916, 'это': 4.86245059967041, 'украдено': 10.506108283996582, 'целиком': 6.639263153076172, 'чехов.': 11.446209907531738}",за его мнение,"{'за': 0.0, 'его': 5.953364849090576, 'мнение': 7.550268650054932}","в данный момент он начал осторожное пиччикато, представлявшее, за его мнение, мотив песни: «украли у бабушки саль-це-е, сальце, украли у бабушки сальце», причем «сальце» это украдено целиком у чехов.","{'в': 0.0, 'данный': 8.085494995117188, 'момент': 0.13869667053222656, 'он': 4.016233444213867, 'начал': 6.589928150177002, 'осторожное': 12.593379020690918, 'пиччикато,': 36.29264450073242, 'представлявшее,': 16.597190856933594, 'за': 6.877213478088379, 'его': 4.622716903686523, 'мнение,': 8.122509956359863, 'мотив': 11.301163673400879, 'песни:': 13.075119018554688, '«украли': 16.252382278442383, 'у': 3.646148681640625, 'бабушки': 2.478219985961914, 'саль-це-е,': 42.270912170410156, 'сальце,': 11.8782377243042, 'украли': 7.682524681091309, 'сальце»,': 8.683416366577148, 'причем': 5.093316078186035, '«сальце»': 6.768587112426758, 'это': 4.597013473510742, 'украдено': 10.3674955368042, 'целиком': 6.60720157623291, 'чехов.': 11.423846244812012}"
с една дума,"{'с': 0.0, 'една': 13.540287971496582, 'дума': 5.714681625366211}","с една дума, всички бяха затънали в работа до гуша…","{'с': 0.0, 'една': 13.540291786193848, 'дума,': 7.774648666381836, 'всички': 6.81016731262207, 'бяха': 6.168347358703613, 'затънали': 17.994667053222656, 'в': 2.434175491333008, 'работа': 6.714951038360596, 'до': 8.107635498046875, 'гуша…': 24.458301544189453}",одним словом,"{'одним': 7.430168151855469, 'словом': 3.339175224304199}","одним словом, дел было невпроворот…","{'одним': 7.430168151855469, 'словом,': 4.205206871032715, 'дел': 8.918387413024902, 'было': 5.695406913757324, 'невпроворот…': 8.161142349243164}",с одной мыслью,"{'с': 0.0, 'одной': 7.151412010192871, 'мыслью': 7.4595746994018555}","с одной мыслью, дел было невпроворот…","{'с': 0.0, 'одной': 7.151412010192871, 'мыслью,': 8.998971939086914, 'дел': 9.88479232788086, 'было': 7.290379524230957, 'невпроворот…': 8.170021057128906}"
дето се вика,"{'дето': 6.101747512817383, 'се': 10.90673828125, 'вика': 13.421634674072266}","дето се вика, останаха с пръст и устата!","{'дето': 6.10174560546875, 'се': 10.906740188598633, 'вика,': 19.628525733947754, 'останаха': 14.687140464782715, 'с': 4.117366790771484, 'пръст': 9.490468978881836, 'и': 2.879121780395508, 'устата!': 21.297470092773438}",что называется,"{'что': 0.0, 'называется': 8.619930267333984}","что называется, получили от тех ворот поворот!","{'что': 0.0, 'называется,': 11.035361289978027, 'получили': 10.418745040893555, 'от': 3.6221084594726562, 'тех': 6.237041473388672, 'ворот': 8.494271278381348, 'поворот!': 8.263141632080078}",его зовут,"{'его': 0.0, 'зовут': 8.09965991973877}","его зовут, получили от тех ворот поворот!","{'его': 0.0, 'зовут,': 12.133134841918945, 'получили': 10.618083953857422, 'от': 3.625896453857422, 'тех': 6.593090057373047, 'ворот': 8.546157836914062, 'поворот!': 9.093764305114746}"
съдейки по всичко,"{'съдейки': 22.097233772277832, 'по': 4.539297580718994, 'всичко': 10.34281873703003}","момичето бързешком извади парите и ги хвърли в найлоновия плик, но съдейки по всичко, сумата бе смехотворна.","{'момичето': 21.39806842803955, 'бързешком': 30.040478229522705, 'извади': 15.569616317749023, 'парите': 10.99439811706543, 'и': 2.7279348373413086, 'ги': 6.113515853881836, 'хвърли': 7.895069599151611, 'в': 2.1877832412719727, 'найлоновия': 27.36051654815674, 'плик,': 14.559733390808105, 'но': 2.746337890625, 'съдейки': 16.01089572906494, 'по': 4.209987640380859, 'всичко,': 7.653266906738281, 'сумата': 11.865628242492676, 'бе': 4.831916809082031, 'смехотворна.': 20.797616958618164}",судя по всему,"{'судя': 4.7118940353393555, 'по': 0.47858238220214844, 'всему': 2.3953943252563477}","девушка торопливо достала деньги и бросила их в пакет, сумма, судя по всему, была смехотворная.","{'девушка': 4.653258323669434, 'торопливо': 8.397375106811523, 'достала': 4.8709564208984375, 'деньги': 5.3828582763671875, 'и': 1.1047096252441406, 'бросила': 4.2996063232421875, 'их': 0.4485816955566406, 'в': 0.9237518310546875, 'пакет,': 7.2500715255737305, 'сумма,': 16.715209007263184, 'судя': 4.4612226486206055, 'по': 0.003269195556640625, 'всему,': 0.4182090759277344, 'была': 0.6197090148925781, 'смехотворная.': 13.300347328186035}",судить по всему,"{'судить': 9.600196838378906, 'по': 3.69016170501709, 'всему': 6.4255595207214355}","девушка торопливо достала деньги и бросила их в пакет, сумма, судить по всему, была смехотворная.","{'девушка': 4.653258323669434, 'торопливо': 8.397375106811523, 'достала': 4.8709564208984375, 'деньги': 5.3828582763671875, 'и': 1.1047096252441406, 'бросила': 4.2996063232421875, 'их': 0.4485816955566406, 'в': 0.9237518310546875, 'пакет,': 7.2500715255737305, 'сумма,': 16.715209007263184, 'судить': 15.427943229675293, 'по': 1.7566852569580078, 'всему,': 3.2471771240234375, 'была': 0.7163295745849609, 'смехотворная.': 12.791206359863281}"
за бога,"{'за': 0.0, 'бога': 10.14766788482666}","пишете, за бога, пишете, ще чакам!","{'пишете,': 10.80636978149414, 'за': 6.1212005615234375, 'бога,': 13.695173263549805, 'ще': 11.903660774230957, 'чакам!': 18.30746841430664}",ради бога,"{'ради': 0.0, 'бога': 9.70848274230957}","пишите, ради бога пишите, я буду ждать!","{'пишите,': 10.676029205322266, 'ради': 8.770461082458496, 'бога': 1.3712844848632812, 'я': 2.0591001510620117, 'буду': 3.6640501022338867, 'ждать!': 5.623354911804199}",за бога,"{'за': 0.0, 'бога': 10.14766788482666}","пишите, за бога пишите, я буду ждать!","{'пишите,': 11.07375431060791, 'за': 6.273625373840332, 'бога': 11.816926956176758, 'я': 3.321725845336914, 'буду': 4.115774154663086, 'ждать!': 6.580020904541016}"
все пак,"{'все': 0.0, 'пак': 11.076162338256836}",но все пак… моля ви да си спомните накъде хукна другият престъпник.,"{'но': 0.0, 'все': 5.555220127105713, 'пак…': 20.157573699951172, 'моля': 15.580559730529785, 'ви': 7.928253173828125, 'да': 5.673127174377441, 'си': 5.867653846740723, 'спомните': 9.998218536376953, 'накъде': 15.923381805419922, 'хукна': 18.850607872009277, 'другият': 14.98017692565918, 'престъпник.': 13.338911056518555}",все же,"{'все': 0.0, 'же': 3.851491928100586}","и все же… пожалуйста, вспомните, куда побежал второй преступник?","{'и': 0.0, 'все': 5.27144718170166, 'же…': 8.165032386779785, 'пожалуйста,': 10.16321849822998, 'вспомните,': 8.041394233703613, 'куда': 5.1780805587768555, 'побежал': 9.658525466918945, 'второй': 7.932436466217041, 'преступник?': 9.71407699584961}",все снова,"{'все': 0.0, 'снова': 7.960975646972656}","и все снова… пожалуйста, вспомните, куда побежал второй преступник?","{'и': 0.0, 'все': 5.27144718170166, 'снова…': 14.79740285873413, 'пожалуйста,': 10.86155891418457, 'вспомните,': 8.423291206359863, 'куда': 5.389016151428223, 'побежал': 10.0348539352417, 'второй': 8.150239944458008, 'преступник?': 10.143415451049805}"
още и,"{'още': 6.288577079772949, 'и': 6.389976501464844}",тази операция е скъпа още и заради бащините чувства.,"{'тази': 7.92112922668457, 'операция': 13.536535263061523, 'е': 8.949159622192383, 'скъпа': 10.976929187774658, 'още': 7.510962963104248, 'и': 3.7796802520751953, 'заради': 8.998126029968262, 'бащините': 18.45969295501709, 'чувства.': 10.680998802185059}",еще и,"{'еще': 0.0, 'и': 3.4556808471679688}",эта операция дорога еще и по отцовским чувствам.,"{'эта': 0.0, 'операция': 8.893295288085938, 'дорога': 12.849818229675293, 'еще': 5.979085922241211, 'и': 3.3777389526367188, 'по': 4.450366973876953, 'отцовским': 13.948507308959961, 'чувствам.': 6.677545547485352}",больше и,"{'больше': 0.0, 'и': 4.322872161865234}",эта операция дорога больше и по отцовским чувствам.,"{'эта': 0.0, 'операция': 8.893295288085938, 'дорога': 12.849818229675293, 'больше': 7.962484359741211, 'и': 4.640981674194336, 'по': 5.852877616882324, 'отцовским': 14.545382499694824, 'чувствам.': 7.915728569030762}"
ли е,"{'ли': 0.0, 'е': 9.222599983215332}",за кавказ ли е? равнодушно попита колка.,"{'за': 0.0, 'кавказ': 10.729347229003906, 'ли': 12.231306076049805, 'е?': 11.216423034667969, 'равнодушно': 14.25523567199707, 'попита': 17.029460906982422, 'колка.': 23.159132957458496}",что ли,"{'что': 0.0, 'ли': 7.019232273101807}","про кавказ, что ли? скучно поинтересовался колька.","{'про': 0.0, 'кавказ,': 21.905089378356934, 'что': 4.643198013305664, 'ли?': 4.137285232543945, 'скучно': 12.635242462158203, 'поинтересовался': 13.579339981079102, 'колька.': 16.09333324432373}",или есть,"{'или': 0.0, 'есть': 6.790647029876709}","про кавказ, или есть? скучно поинтересовался колька.","{'про': 0.0, 'кавказ,': 21.905089378356934, 'или': 4.50710916519165, 'есть?': 11.962653636932373, 'скучно': 12.68697738647461, 'поинтересовался': 13.241865158081055, 'колька.': 15.943293571472168}"
камо ли,"{'камо': 9.169697761535645, 'ли': 7.559811592102051}","ами той, ако искаш да знаеш, дори мислите ни чува! камо ли разговорите…","{'ами': 0.0, 'той,': 12.460472106933594, 'ако': 14.842545509338379, 'искаш': 10.550543785095215, 'да': 5.104808807373047, 'знаеш,': 8.641475677490234, 'дори': 7.265501022338867, 'мислите': 12.714158058166504, 'ни': 5.879836082458496, 'чува!': 15.742053031921387, 'камо': 16.608859062194824, 'ли': 4.4148454666137695, 'разговорите…': 18.069077968597412}",не то что,"{'не': 0.0, 'то': 6.69522762298584, 'что': 2.391263008117676}","да он, если хочешь знать, даже наши мысли слышит! не то что разговоры…","{'да': 0.0, 'он,': 10.611581802368164, 'если': 5.40913200378418, 'хочешь': 4.813041687011719, 'знать,': 2.7982187271118164, 'даже': 5.681591987609863, 'наши': 9.098648071289062, 'мысли': 5.304746627807617, 'слышит!': 9.071013450622559, 'не': 9.373451232910156, 'то': 2.525239944458008, 'что': 0.5591335296630859, 'разговоры…': 12.195941925048828}",уже ли,"{'уже': 0.0, 'ли': 6.883463382720947}","да он, если хочешь знать, даже наши мысли слышит! уже ли разговоры…","{'да': 0.0, 'он,': 10.611581802368164, 'если': 5.40913200378418, 'хочешь': 4.813041687011719, 'знать,': 2.7982187271118164, 'даже': 5.681591987609863, 'наши': 9.098648071289062, 'мысли': 5.304746627807617, 'слышит!': 9.071013450622559, 'уже': 12.355050086975098, 'ли': 7.740592002868652, 'разговоры…': 17.290610313415527}"
едва ли не,"{'едва': 7.154374599456787, 'ли': 6.697134971618652, 'не': 5.951320648193359}","той имаше сбръчкано личице, редички бели косици и напрегнат и едва ли не страхлив поглед.","{'той': 0.0, 'имаше': 18.871907234191895, 'сбръчкано': 35.32907056808472, 'личице,': 18.094401836395264, 'редички': 23.161540985107422, 'бели': 9.903974533081055, 'косици': 16.7899808883667, 'и': 4.012622833251953, 'напрегнат': 19.55144691467285, 'едва': 10.313511848449707, 'ли': 2.624680519104004, 'не': 1.1872797012329102, 'страхлив': 16.247374534606934, 'поглед.': 11.0353364944458}",едва ли не,"{'едва': 7.154374599456787, 'ли': 6.697134971618652, 'не': 5.951320648193359}","сморщенное личико, редкие седые волосы, настороженный и едва ли не пугливый взгляд.","{'сморщенное': 13.597652435302734, 'личико,': 6.025986671447754, 'редкие': 6.977489471435547, 'седые': 1.6234588623046875, 'волосы,': 0.9964160919189453, 'настороженный': 9.582189559936523, 'и': 3.735166549682617, 'едва': 7.90269660949707, 'ли': 1.9353179931640625, 'не': 0.4517173767089844, 'пугливый': 6.426334381103516, 'взгляд.': 0.8728761672973633}",почти что не,"{'почти': 0.0, 'что': 4.134757995605469, 'не': 3.263190269470215}","сморщенное личико, редкие седые волосы, настороженный и почти что не пугливый взгляд.","{'сморщенное': 13.597652435302734, 'личико,': 6.025986671447754, 'редкие': 6.977489471435547, 'седые': 1.6234588623046875, 'волосы,': 0.9964160919189453, 'настороженный': 9.582189559936523, 'и': 3.735166549682617, 'почти': 5.368999481201172, 'что': 5.247613906860352, 'не': 4.470373153686523, 'пугливый': 8.018542289733887, 'взгляд.': 0.9025259017944336}"
нищо подобно,"{'нищо': 11.99545955657959, 'подобно': 11.08737564086914}","от двайсет и пет години насам, професоре, кълна ви се, нищо подобно.","{'от': 0.0, 'двайсет': 31.11479139328003, 'и': 4.568281173706055, 'пет': 8.315145492553711, 'години': 15.449851989746094, 'насам,': 15.132322311401367, 'професоре,': 18.28631591796875, 'кълна': 16.782740592956543, 'ви': 6.490431308746338, 'се,': 10.390909194946289, 'нищо': 7.016944885253906, 'подобно.': 11.996169090270996}",ничего подобного,"{'ничего': 0.0, 'подобного': 7.700718879699707}","двадцать пять лет, клянусь богом, профессор, ничего подобного.","{'двадцать': 3.8949155807495117, 'пять': 2.521768569946289, 'лет,': 4.431770324707031, 'клянусь': 10.687492370605469, 'богом,': 4.557085037231445, 'профессор,': 12.02406120300293, 'ничего': 5.732265472412109, 'подобного.': 4.126565933227539}",ничего подобно,"{'ничего': 0.0, 'подобно': 12.100341796875}","двадцать пять лет, клянусь богом, профессор, ничего подобно.","{'двадцать': 3.8949155807495117, 'пять': 2.521768569946289, 'лет,': 4.431770324707031, 'клянусь': 10.687492370605469, 'богом,': 4.557085037231445, 'профессор,': 12.02406120300293, 'ничего': 5.732265472412109, 'подобно.': 16.178696632385254}"
добре де,"{'добре': 5.43613338470459, 'де': 9.902145385742188}","добре де, пошегувах се, имам само едно огледало и то се намира в антрето…","{'добре': 5.436134338378906, 'де,': 14.043378829956055, 'пошегувах': 29.960962295532227, 'се,': 8.814300060272217, 'имам': 7.945659637451172, 'само': 7.974320411682129, 'едно': 7.212592124938965, 'огледало': 14.892706871032715, 'и': 2.922308921813965, 'то': 5.773336410522461, 'се': 3.889434814453125, 'намира': 6.624014854431152, 'в': 3.471421241760254, 'антрето…': 24.85603141784668}",да ладно,"{'да': 0.0, 'ладно': 10.637521743774414}","да ладно, я пошутил, зеркало всего одно и то в прихожей…","{'да': 0.0, 'ладно,': 11.553648948669434, 'я': 3.231769561767578, 'пошутил,': 9.130017757415771, 'зеркало': 12.706657409667969, 'всего': 7.960933685302734, 'одно': 4.132384300231934, 'и': 3.0979232788085938, 'то': 2.299640655517578, 'в': 3.778975486755371, 'прихожей…': 9.687333106994629}",хорошо же,"{'хорошо': 0.0, 'же': 6.508550643920898}","хорошо же, я пошутил, зеркало всего одно и то в прихожей…","{'хорошо': 0.0, 'же,': 8.21990966796875, 'я': 4.285503387451172, 'пошутил,': 10.798482894897461, 'зеркало': 13.188983917236328, 'всего': 8.194140434265137, 'одно': 4.174469947814941, 'и': 3.053302764892578, 'то': 2.266842842102051, 'в': 3.9392595291137695, 'прихожей…': 8.839129447937012}"
