phrase l2,surprisal_phrase l2,sentence l2,surprisal_sentence l2,phrase ru,surprisal_phrase ru,sentence ru,surprisal_sentence ru,literal translation,surprisal_literal translation,phrase ru with literal,surprisal_phrase ru with literal
ва ўсякім разе,{'ва': 16.177465438842773},"спадарыня стэйр, якая нібыта нарадзілася ў люйсьвіле, штат кентукі, ды адышла ў іншы свет ў 1988 годзе ва ўзросьце 86 гадоў увогуле ніколі не існавала, ва ўсякім разе, з гэтым імем альбо літаратурным псеўданімам.","{'спадарыня': 33.15916872024536, 'стэйр,': 41.13142967224121, 'якая': 23.226566314697266, 'нібыта': 37.80062961578369, 'нарадзілася': 54.866899490356445}",во всяком случае,"{'во': 17.337289810180664, 'всяком': 8.492134094238281, 'случае': 10.18502140045166}","госпожа стейр, будто бы родившася в люйсвиле, штат кентукки, и отошедшая в мир иной в 1988 году в возрасте 86 лет, вообще никогда не существовала, во всяком случае, под этим именем или литературным псевдонимом.","{'госпожа': 33.08223628997803, 'стейр,': 40.20078945159912, 'будто': 19.295265197753906, 'бы': 9.35489273071289, 'родившася': 56.7854528427124, 'в': 14.930194854736328, 'люйсвиле,': 67.69784879684448, 'штат': 23.726322174072266, 'кентукки,': 44.7666654586792, 'и': 14.550955772399902, 'отошедшая': 34.73793697357178, 'мир': 16.162700653076172, 'иной': 13.656298637390137, '1988': 16.684345245361328, 'году': 8.662128448486328, 'возрасте': 20.553823471069336, '86': 14.675012588500977, 'лет,': 20.503772735595703, 'вообще': 15.09024715423584, 'никогда': 6.236234664916992, 'не': 12.045601844787598, 'существовала,': 30.40465545654297, 'во': 19.734607696533203, 'всяком': 15.165745735168457, 'случае,': 25.093299865722656, 'под': 21.764326095581055, 'этим': 9.064092636108398, 'именем': 11.369429588317871, 'или': 15.371660232543945, 'литературным': 15.81515884399414, 'псевдонимом.': 20.394722938537598}",во всяком разе,"{'во': 17.471702575683594, 'всяком': 12.151383399963379, 'разе': 19.287830352783203}","госпожа стейр, будто бы родившася в люйсвиле, штат кентукки, и отошедшая в мир иной в 1988 году в возрасте 86 лет, вообще никогда не существовала, во всяком разе, под этим именем или литературным псевдонимом.","{'госпожа': 33.25602722167969, 'стейр,': 40.210816383361816, 'будто': 19.353540420532227, 'бы': 9.162202835083008, 'родившася': 56.3014612197876, 'в': 14.78380298614502, 'люйсвиле,': 67.23529958724976, 'штат': 23.66162872314453, 'кентукки,': 44.49009990692139, 'и': 14.544416427612305, 'отошедшая': 34.853575706481934, 'мир': 16.419986724853516, 'иной': 13.562928199768066, '1988': 16.927335739135742, 'году': 8.777196884155273, 'возрасте': 20.689727783203125, '86': 14.5834379196167, 'лет,': 20.465425491333008, 'вообще': 15.158889770507812, 'никогда': 6.017217636108398, 'не': 12.119988441467285, 'существовала,': 29.983949661254883, 'во': 18.705963134765625, 'всяком': 19.071496963500977, 'разе,': 33.65357208251953, 'под': 21.684696197509766, 'этим': 10.419212341308594, 'именем': 11.285059928894043, 'или': 15.308806419372559, 'литературным': 15.992988586425781, 'псевдонимом.': 20.53438377380371}"
мiж iншым,"{'мiж': 36.91709041595459, 'iншым': 30.252097129821777}","у беларусi ""кошт"" гадзiны працы медыцынскiх работнiкаў складае ўсяго 4404 рублi, а гэта, мiж iншым, толькi 59, 7 працэнта ад аплаты за гадзiну працы ў прамысловасцi.","{'у': 16.644546508789062, 'беларусi': 27.911752700805664, '""кошт""': 53.37370681762695, 'гадзiны': 50.4783878326416, 'працы': 25.057281494140625, 'медыцынскiх': 72.2891321182251, 'работнiкаў': 62.453171730041504}",между прочим,"{'между': 19.029850006103516, 'прочим': 10.61495304107666}","в беларуси «стоимость» часа работы медицинских работников составляет всего 4404 рубля, а это, между прочим, только 59, 7% от оплаты за час работы в промышленности.","{'в': 18.707578659057617, 'беларуси': 17.20947265625, '«стоимость»': 51.96380043029785, 'часа': 16.513748168945312, 'работы': 8.428390502929688, 'медицинских': 16.664525985717773, 'работников': 9.620491981506348, 'составляет': 9.728270530700684, 'всего': 11.814800262451172, '4404': 22.062314987182617, 'рубля,': 15.561237335205078}",между другими,"{'между': 17.464691162109375, 'другими': 4.948047637939453}","в беларуси «стоимость» часа работы медицинских работников составляет всего 4404 рубля, а это, между другими, только 59, 7% от оплаты за час работы в промышленности.","{'в': 18.551910400390625, 'беларуси': 17.178796768188477, '«стоимость»': 51.93071269989014, 'часа': 16.558252334594727, 'работы': 8.33161449432373, 'медицинских': 16.529199600219727, 'работников': 9.636749267578125, 'составляет': 9.473127365112305, 'всего': 11.902801513671875, '4404': 21.99563217163086, 'рубля,': 15.373756408691406}"
можна сказаць,"{'можна': 25.099650859832764, 'сказаць': 30.193520545959473}","можна сказаць, яму проста пашанцавала, абы толькі ўдалося.","{'можна': 26.92536735534668, 'сказаць,': 35.74822187423706, 'яму': 17.716407775878906, 'проста': 10.397003173828125, 'пашанцавала,': 40.22678852081299, 'абы': 28.02169132232666, 'толькі': 31.750539779663086}",можно сказать,"{'можно': 16.792320251464844, 'сказать': 6.633101463317871}","можно сказать, ему просто повезло, если все удастся.","{'можно': 19.305639266967773, 'сказать,': 15.193427085876465, 'ему': 14.531354904174805, 'просто': 10.680549621582031, 'повезло,': 24.04459285736084, 'если': 16.739315032958984, 'все': 13.635913848876953, 'удастся.': 25.03255844116211}",возможно сказать,"{'возможно': 18.780296325683594, 'сказать': 7.43537712097168}","возвозможно сказать, ему просто повезло, если все удастся.","{'возвозможно': 32.34099292755127, 'сказать,': 16.749091148376465, 'ему': 14.36867904663086, 'просто': 10.273370742797852, 'повезло,': 23.519289016723633, 'если': 16.297412872314453, 'все': 13.696005821228027, 'удастся.': 24.20903968811035}"
у сутнасці,"{'у': 14.368925094604492, 'сутнасці': 48.493858337402344}","у сутнасці, ніякага асаблівага працы або небяспекі ў паляванні няма.","{'у': 13.276456832885742, 'сутнасці,': 54.20459318161011, 'ніякага': 35.67159605026245, 'асаблівага': 48.497159481048584, 'працы': 19.345799446105957, 'або': 13.175410270690918, 'небяспекі': 34.62357044219971}",в сущности,"{'в': 13.380268096923828, 'сущности': 10.757331848144531}","в сущности, никакого особого труда или опасности в охоте нет.","{'в': 8.017053604125977, 'сущности,': 22.039563179016113, 'никакого': 20.114822387695312, 'особого': 11.827281951904297, 'труда': 9.738177299499512, 'или': 10.015356063842773, 'опасности': 18.070043563842773, 'охоте': 22.372087478637695, 'нет.': 21.263390064239502}",по суткам,"{'по': 14.003045082092285, 'суткам': 28.96329689025879}","по суткам, никакого особого труда или опасности в охоте нет.","{'по': 16.546703338623047, 'суткам,': 44.415897369384766, 'никакого': 15.98464298248291, 'особого': 11.62597370147705, 'труда': 10.182379722595215, 'или': 9.757701873779297, 'опасности': 17.566761016845703, 'в': 7.682223320007324, 'охоте': 22.447925567626953, 'нет.': 21.479775428771973}"
як вядома,"{'як': 15.265771865844727, 'вядома': 21.03663444519043}","як вядома, пчолы патрэбны дзеля таго, каб рабіць мед.","{'як': 15.088264465332031, 'вядома,': 27.988998413085938, 'пчолы': 36.03827476501465, 'патрэбны': 44.81929874420166, 'дзеля': 25.18582248687744, 'таго,': 29.387224197387695, 'каб': 15.51687240600586, 'рабіць': 26.379033088684082, 'мед.': 21.31817054748535}",как известно,"{'как': 15.495388984680176, 'известно': 8.306365966796875}","как известно, пчелы нужны только для того, чтобы делать мед.","{'как': 17.847925186157227, 'известно,': 19.24573516845703, 'пчелы': 22.005287170410156, 'нужны': 10.497960090637207, 'только': 9.639398574829102, 'для': 12.307181358337402, 'того,': 29.96916103363037, 'чтобы': 18.670860290527344, 'делать': 17.613353729248047, 'мед.': 25.743227005004883}",как ведомо,"{'как': 14.868233680725098, 'ведомо': 10.84189510345459}","как ведомо, пчелы нужны только для того, чтобы делать мед.","{'как': 18.10308837890625, 'ведомо,': 21.781554222106934, 'пчелы': 21.885643005371094, 'нужны': 10.74931812286377, 'только': 9.511557579040527, 'для': 12.18221378326416, 'того,': 29.59067726135254, 'чтобы': 18.268585205078125, 'делать': 17.72699737548828, 'мед.': 25.59857940673828}"
на яго думку,"{'на': 13.143553733825684, 'яго': 15.41653060913086, 'думку': 20.160541534423828}","на яго думку, у нас на падобныя тэмы пішуць нецікава і мала.","{'на': 10.122001647949219, 'яго': 12.160541534423828, 'думку,': 27.630467414855957, 'у': 9.495216369628906, 'нас': 13.440144538879395, 'падобныя': 37.97375679016113, 'тэмы': 19.60066509246826, 'пішуць': 43.363346099853516, 'нецікава': 45.35739278793335, 'і': 12.245829582214355, 'мала.': 18.67746353149414}",по его мнению,"{'по': 13.677735328674316, 'его': 5.977968215942383, 'мнению': 16.215818405151367}","по его мнению, у нас на подобные темы пишут мало и неинтересно.","{'по': 17.755022048950195, 'его': 7.182001113891602, 'мнению,': 28.341257095336914, 'у': 21.111408233642578, 'нас': 16.00609016418457, 'на': 12.654034614562988, 'подобные': 17.60865020751953, 'темы': 11.178906440734863, 'пишут': 11.721671104431152, 'мало': 6.547054290771484, 'и': 9.10394287109375, 'неинтересно.': 31.949788093566895}",на его мысль,"{'на': 11.848737716674805, 'его': 6.554966449737549, 'мысль': 12.884655952453613}","на его мысль, у нас на подобные темы пишут мало и неинтересно.","{'на': 11.976571083068848, 'его': 7.061694145202637, 'мысль,': 22.3866605758667, 'у': 17.942089080810547, 'нас': 16.535694122314453, 'подобные': 17.83238410949707, 'темы': 10.799017906188965, 'пишут': 11.37858772277832, 'мало': 7.067988872528076, 'и': 9.08690071105957, 'неинтересно.': 31.925267219543457}"
адным словам,"{'адным': 25.429046630859375, 'словам': 14.8425931930542}","адным словам, пад мінскам есць такая спецыяльная бальніца, дзе раней паміралі вось такія асуджаныя…","{'адным': 24.728650093078613, 'словам,': 21.535237789154053, 'пад': 20.31438446044922, 'мінскам': 49.85489273071289, 'есць': 21.22771167755127, 'такая': 10.249723434448242, 'спецыяльная': 42.65902328491211, 'бальніца,': 53.73466205596924, 'дзе': 14.81147289276123, 'раней': 20.581418991088867, 'паміралі': 40.36569309234619, 'вось': 13.217315673828125, 'такія': 24.387279510498047, 'асуджаныя…': 63.483245849609375}",одним словом,"{'одним': 19.759361267089844, 'словом': 7.663286209106445}","одним словом, под минском, есть специальная больница, где раньше умирали вот такие обреченные…","{'одним': 22.921253204345703, 'словом,': 16.775575637817383, 'под': 18.30642318725586, 'минском,': 40.61672019958496, 'есть': 13.315129280090332, 'специальная': 16.632061004638672, 'больница,': 18.80375862121582, 'где': 15.158306121826172, 'раньше': 14.691128730773926, 'умирали': 15.528541564941406, 'вот': 5.5669708251953125, 'такие': 7.962235450744629, 'обреченные…': 45.16860389709473}",одним словам,"{'одним': 19.52918815612793, 'словам': 10.053836822509766}","одним словам, под минском, есть специальная больница, где раньше умирали вот такие обреченные…","{'одним': 22.98223114013672, 'словам,': 18.260581970214844, 'под': 18.366464614868164, 'минском,': 40.14252185821533, 'есть': 13.342267990112305, 'специальная': 16.580089569091797, 'больница,': 18.655640602111816, 'где': 15.389410018920898, 'раньше': 14.680875778198242, 'умирали': 15.428878784179688, 'вот': 5.541418075561523, 'такие': 7.843271732330322, 'обреченные…': 45.14698314666748}"
што называецца,"{'што': 17.347591400146484, 'называецца': 27.96426773071289}","што называецца, не ў службу, а ў дружбу.","{'што': 19.964696884155273, 'называецца,': 39.66239309310913, 'не': 13.045137405395508}",что называется,"{'что': 15.54840087890625, 'называется': 8.830219268798828}","что называется, не в службу, а в дружбу.","{'что': 18.25919532775879, 'называется,': 17.67658567428589, 'не': 11.242055892944336, 'в': 11.9658203125, 'службу,': 25.6495418548584}",что называют,"{'что': 15.506290435791016, 'называют': 10.608376502990723}","что называют, не в службу, а в дружбу.","{'что': 18.53664207458496, 'называют,': 19.159016609191895, 'не': 10.582172393798828, 'в': 11.823078155517578, 'службу,': 25.196290969848633}"
мяркуючы па ўсім,"{'мяркуючы': 48.318193435668945, 'па': 6.505679130554199}","мяркуючы па ўсім, палкоўнік быў чалавек гаваркі і меў процьму часу.","{'мяркуючы': 43.72984981536865, 'па': 7.651889324188232}",судя по всему,"{'судя': 21.693317413330078, 'по': 7.66279411315918, 'всему': 13.157445907592773}","судя по всему, поговорить полковник любил, к тому же имел уйму времени.","{'судя': 23.956695556640625, 'по': 7.850476264953613, 'всему,': 22.98737335205078, 'поговорить': 17.77246856689453, 'полковник': 8.13547134399414, 'любил,': 18.428860664367676, 'к': 17.300128936767578, 'тому': 11.958532333374023, 'же': 13.113912582397461, 'имел': 19.21436309814453, 'уйму': 24.355509757995605, 'времени.': 30.495651245117188}",предполагая по всему,"{'предполагая': 38.476317405700684, 'по': 13.744773864746094, 'всему': 12.736536026000977}","предполагая по всему, поговорить полковник любил, к тому же имел уйму времени.","{'предполагая': 43.05253982543945, 'по': 13.434633255004883, 'всему,': 23.618910789489746, 'поговорить': 18.180387496948242, 'полковник': 7.662040710449219, 'любил,': 18.748945236206055, 'к': 17.66114044189453, 'тому': 11.599238395690918, 'же': 12.911985397338867, 'имел': 19.054128646850586, 'уйму': 24.05626106262207, 'времени.': 30.49902057647705}"
дзеля бога,"{'дзеля': 24.027669429779053, 'бога': 12.51784896850586}","дзеля бога, пакіньце ў пакоі маю бедную галаву.","{'дзеля': 24.427303791046143, 'бога,': 16.856703758239746, 'пакіньце': 44.71708869934082}",ради бога,"{'ради': 18.02484893798828, 'бога': 9.231822967529297}","ради бога, оставьте в покое мою бедную голову.","{'ради': 22.788188934326172, 'бога,': 14.128504276275635, 'оставьте': 21.340850830078125, 'в': 9.163644790649414, 'покое': 19.513729095458984, 'мою': 5.0221638679504395, 'бедную': 11.687376976013184, 'голову.': 18.74553871154785}",для бога,"{'для': 14.513326644897461, 'бога': 8.883540153503418}","для бога, оставьте в покое мою бедную голову.","{'для': 19.54087257385254, 'бога,': 15.803908824920654, 'оставьте': 20.77938461303711, 'в': 9.264382362365723, 'покое': 19.20056915283203, 'мою': 4.4569172859191895, 'бедную': 11.743443489074707, 'голову.': 18.68370819091797}"
усе ж,"{'усе': 19.410369873046875, 'ж': 6.939367294311523}","і мяне ўразіла, што нават у сельскіх мужыкоў, простых і грубых, з жанчынамі усе ж асаблівыя адносіны.","{'і': 15.489341735839844, 'мяне': 18.571728706359863}",все же,"{'все': 15.890511512756348, 'же': 7.072635173797607}","и меня поразило, что даже у сельских мужиков, в междусобоях простых и грубых, к женщинам все же особое отношение.","{'и': 7.090567588806152, 'меня': 12.734406471252441, 'поразило,': 26.097126007080078, 'что': 16.78400230407715, 'даже': 15.981315612792969, 'у': 11.930871963500977, 'сельских': 19.972013473510742, 'мужиков,': 17.24404239654541, 'в': 17.17743492126465, 'междусобоях': 53.934288024902344, 'простых': 12.95199966430664, 'грубых,': 44.87486457824707, 'к': 16.731409072875977, 'женщинам': 15.174022674560547, 'все': 7.640484809875488, 'же': 11.800030708312988, 'особое': 14.824295043945312, 'отношение.': 26.116561889648438}",все то же,"{'все': 16.148929595947266, 'то': 3.7904138565063477, 'же': 11.465694427490234}","и меня поразило, что даже у сельских мужиков, в междусобоях простых и грубых, к женщинам все то же особое отношение.","{'и': 7.179354190826416, 'меня': 12.625377655029297, 'поразило,': 26.119595527648926, 'что': 16.016342163085938, 'даже': 15.909454345703125, 'у': 11.954136848449707, 'сельских': 20.078414916992188, 'мужиков,': 17.44718599319458, 'в': 16.977249145507812, 'междусобоях': 54.349435806274414, 'простых': 12.889699935913086, 'грубых,': 45.30620193481445, 'к': 16.319334030151367, 'женщинам': 14.950401306152344, 'все': 7.610846996307373, 'то': 11.155463218688965, 'же': 8.803943634033203, 'особое': 16.108396530151367, 'отношение.': 24.982354164123535}"
яшчэ і,"{'яшчэ': 39.5768027305603, 'і': 12.342374801635742}","за словам містыфікацыя часта крыецца яшчэ і прымітыўная, ілжывая ды бессэнсоўная авантура.","{'за': 16.445375442504883, 'словам': 15.720823287963867, 'містыфікацыя': 85.24746179580688, 'часта': 27.522167205810547, 'крыецца': 35.52895545959473, 'яшчэ': 40.478328704833984, 'і': 13.119544982910156, 'прымітыўная,': 81.74219417572021}",еще и,"{'еще': 17.425317764282227, 'и': 7.482095718383789}","за словом «мистификация» часто кроется еще и примитивная, лживая и бессмысленная авантюра.","{'за': 17.400279998779297, 'словом': 8.968018531799316, '«мистификация»': 54.45361375808716, 'часто': 14.715080261230469, 'кроется': 16.759933471679688, 'еще': 7.884621620178223, 'и': 10.246886253356934, 'примитивная,': 41.81443500518799, 'лживая': 33.41958141326904, 'бессмысленная': 33.80536460876465, 'авантюра.': 48.16450119018555}",далее и,"{'далее': 18.529277801513672, 'и': 6.226656913757324}","за словом «мистификация» часто кроется далее и примитивная, лживая и бессмысленная авантюра.","{'за': 17.35726547241211, 'словом': 8.854964256286621, '«мистификация»': 54.07349967956543, 'часто': 14.438977241516113, 'кроется': 17.10041046142578, 'далее': 9.809272766113281, 'и': 10.049678802490234, 'примитивная,': 43.899386405944824, 'лживая': 32.69035530090332, 'бессмысленная': 33.72386169433594, 'авантюра.': 47.93035316467285}"
ці што,"{'ці': 20.662248611450195, 'што': 10.846429824829102}","ты ж сам казаў. не памятаеш, ці што?","{'ты': 15.25986099243164, 'ж': 7.626399993896484, 'сам': 9.463868141174316, 'казаў.': 29.008773803710938, 'не': 7.945540904998779, 'памятаеш,': 43.08074998855591, 'ці': 19.5563383102417, 'што?': 16.56492519378662}",что ли,"{'что': 15.135330200195312, 'ли': 5.503811836242676}","ты же сам говорил. не помнишь, что ли?","{'ты': 18.524158477783203, 'же': 6.692047119140625, 'сам': 12.79965591430664, 'говорил.': 22.968077659606934, 'не': 9.608283042907715, 'помнишь,': 29.01302433013916, 'что': 13.610567092895508, 'ли?': 25.004106521606445}",маловероятно ли,"{'маловероятно': 38.95992851257324, 'ли': 7.862262725830078}","ты же сам говорил. не помнишь, маловероятно ли?","{'ты': 18.89898681640625, 'же': 6.454995155334473, 'сам': 12.084249496459961, 'говорил.': 23.18370532989502, 'не': 9.175214767456055, 'помнишь,': 29.44211769104004, 'маловероятно': 36.115418434143066, 'ли?': 23.49227809906006}"
не тое што,"{'не': 13.596700668334961, 'тое': 27.170333862304688, 'што': 16.934932708740234}","іх не было, наколькі я змог заўважыць, і ў спальні, ды не тое што кніжных паліц — нідзе ніводнай кнігі не віднелася.","{'іх': 22.857648849487305, 'не': 10.840782165527344, 'было,': 21.79727554321289, 'наколькі': 40.63454532623291, 'я': 8.235563278198242, 'змог': 22.613802909851074, 'заўважыць,': 66.66816520690918, 'і': 12.145711898803711}",не то что,"{'не': 13.915241241455078, 'то': 5.193502426147461, 'что': 10.456282615661621}","их не было, насколько я смог заметить, и в спальне, да не то что книжных полок ― нигде книги ни одной.","{'их': 22.078012466430664, 'не': 11.910280227661133, 'было,': 27.714262008666992, 'насколько': 20.4488525390625, 'я': 11.234078407287598, 'смог': 16.404260635375977, 'заметить,': 24.679840087890625, 'и': 13.90414810180664, 'в': 12.882536888122559, 'спальне,': 33.53506565093994, 'да': 14.988470077514648, 'то': 12.450592041015625, 'что': 12.431631088256836, 'книжных': 13.803592681884766, 'полок': 14.773735046386719}",не это что,"{'не': 13.357648849487305, 'это': 6.447693347930908, 'что': 9.198301315307617}","их не было, насколько я смог заметить, и в спальне, да не это что книжных полок ― нигде книги ни одной.","{'их': 22.04060935974121, 'не': 12.70470142364502, 'было,': 27.802159309387207, 'насколько': 20.520715713500977, 'я': 11.06840991973877, 'смог': 16.703571319580078, 'заметить,': 24.64840030670166, 'и': 14.194321632385254, 'в': 13.199230194091797, 'спальне,': 33.36228275299072, 'да': 15.345100402832031, 'это': 10.195664405822754, 'что': 10.020454406738281, 'книжных': 12.280047416687012, 'полок': 14.924339294433594}"
ледзьве не,"{'ледзьве': 36.819271087646484, 'не': 6.601861476898193}","аднак у расказах дзядзькі захары, ледзьве не казачна аддаленых па месцы і часе дзеяння, слухачы лавілі перш за ўсе смешнае.","{'аднак': 27.931106567382812, 'у': 11.790021896362305, 'расказах': 25.13864517211914, 'дзядзькі': 68.29086303710938, 'захары,': 31.052041053771973, 'ледзьве': 35.3978385925293, 'не': 11.526029586791992, 'казачна': 26.9415283203125, 'аддаленых': 46.25729942321777, 'па': 10.626720428466797, 'месцы': 19.810699939727783, 'і': 14.465841293334961, 'часе': 20.512181282043457, 'дзеяння,': 43.812429428100586, 'слухачы': 22.530821323394775, 'лавілі': 41.438805103302, 'перш': 17.58560085296631, 'за': 13.949511528015137}",едва ли не,"{'едва': 19.065143585205078, 'ли': 5.2579169273376465, 'не': 14.694600105285645}","однако в рассказах дядьки захары, едва ли не сказочно отдаленных по месту и времени действия, слушатели ловили и воспринимали прежде всего смешное.","{'однако': 22.481246948242188, 'в': 13.171733856201172, 'рассказах': 30.783379554748535, 'дядьки': 28.448659896850586, 'захары,': 42.1621880531311, 'едва': 19.546463012695312, 'ли': 15.143392562866211, 'не': 13.948062896728516, 'сказочно': 19.804275512695312, 'отдаленных': 26.8260555267334, 'по': 13.237350463867188, 'месту': 16.651142120361328, 'и': 7.7011284828186035, 'времени': 13.933418273925781, 'действия,': 16.87617015838623, 'слушатели': 35.827595710754395, 'ловили': 16.694562911987305, 'воспринимали': 34.543169021606445, 'прежде': 14.468896865844727, 'всего': 9.562490463256836, 'смешное.': 29.675264358520508}",еле не,"{'еле': 17.468488693237305, 'не': 6.192400932312012}","однако в рассказах дядьки захары, еле не сказочно отдаленных по месту и времени действия, слушатели ловили и воспринимали прежде всего смешное.","{'однако': 22.404417037963867, 'в': 12.908843994140625, 'рассказах': 30.310725212097168, 'дядьки': 28.280210494995117, 'захары,': 41.7636194229126, 'еле': 22.51593780517578, 'не': 7.324217796325684, 'сказочно': 16.775014877319336, 'отдаленных': 25.983816146850586, 'по': 13.125070571899414, 'месту': 16.744733810424805, 'и': 7.493537425994873, 'времени': 14.068904876708984, 'действия,': 16.403005599975586, 'слушатели': 36.63127040863037, 'ловили': 16.857215881347656, 'воспринимали': 34.397905349731445, 'прежде': 14.450990676879883, 'всего': 9.266651153564453, 'смешное.': 29.76222324371338}"
нічога падобнага,"{'нічога': 43.69850969314575, 'падобнага': 38.92144203186035}",ніхто раней мне нічога падобнага не расказваў.,"{'ніхто': 36.147475242614746, 'раней': 21.696115493774414, 'мне': 10.172094345092773, 'нічога': 33.90321493148804, 'падобнага': 38.18663215637207, 'не': 9.880411148071289, 'расказваў.': 49.61077356338501}",ничего подобного,"{'ничего': 17.99893569946289, 'подобного': 7.719011306762695}",никто раньше мне ничего подобного не рассказывал.,"{'никто': 20.978559494018555, 'раньше': 6.488083839416504, 'мне': 8.301091194152832, 'ничего': 8.639253616333008, 'подобного': 11.82548713684082, 'не': 5.685027599334717, 'рассказывал.': 27.758928298950195}",ничего как,"{'ничего': 19.014163970947266, 'как': 7.869884490966797}",никто раньше мне ничего как не рассказывал.,"{'никто': 21.000171661376953, 'раньше': 6.6124186515808105, 'мне': 8.814566612243652, 'ничего': 10.964643478393555, 'как': 12.095187187194824, 'не': 6.243391990661621, 'рассказывал.': 26.925325393676758}"
ды годзе,"{'ды': 15.214543342590332, 'годзе': 17.4053955078125}","ды годзе, багдан. ведаю я, што ты скажаш.","{'ды': 17.895233154296875, 'годзе,': 25.436549186706543, 'багдан.': 43.99222183227539, 'ведаю': 26.851041793823242, 'я,': 17.427807807922363, 'што': 16.257930755615234, 'ты': 6.929898262023926, 'скажаш.': 46.40803146362305}",да ладно,"{'да': 15.006105422973633, 'ладно': 6.835995197296143}","да ладно, богдан. знаю я, что ты скажешь.","{'да': 18.77623748779297, 'ладно,': 16.143442153930664, 'богдан.': 37.721853256225586, 'знаю': 10.156049728393555, 'я,': 19.21358013153076, 'что': 13.010893821716309, 'ты': 13.999547004699707, 'скажешь.': 26.78091335296631}",не то кабы,"{'не': 13.046645164489746, 'то': 6.837976455688477, 'кабы': 17.206653594970703}","не то кабы, богдан. знаю я, что ты скажешь.","{'не': 17.264753341674805, 'то': 7.7778120040893555, 'кабы,': 25.52433967590332, 'богдан.': 38.33188533782959, 'знаю': 11.048871040344238, 'я,': 19.181103706359863, 'что': 12.439271926879883, 'ты': 13.970010757446289, 'скажешь.': 26.530813217163086}"
няйначай як,"{'няйначай': 35.27056264877319, 'як': 11.692663192749023}",i намацаў тут бацька міколкі няйначай як ментуза.,"{'i': 12.712349891662598, 'намацаў': 30.173437118530273, 'тут': 8.044637680053711, 'бацька': 27.077470302581787, 'міколкі': 48.33662414550781, 'няйначай': 37.08254814147949, 'як': 10.341314315795898, 'ментуза.': 38.35497570037842}",не иначе как,"{'не': 13.273027420043945, 'иначе': 9.457435607910156, 'как': 8.202640533447266}",и нащупал тут миколкин отец не иначе как налима.,"{'и': 17.43927574157715, 'нащупал': 13.370658874511719, 'тут': 4.773262977600098, 'миколкин': 33.166518211364746, 'отец': 9.109609603881836, 'не': 8.219388961791992, 'иначе': 16.32345962524414, 'как': 9.168736457824707, 'налима.': 38.01748180389404}",нянькой как,"{'нянькой': 29.39473056793213, 'как': 9.117709159851074}",и нащупал тут миколкин отец нянькой как налима.,"{'и': 16.799360275268555, 'нащупал': 13.421104431152344, 'тут': 5.257436275482178, 'миколкин': 32.25425720214844, 'отец': 8.676801681518555, 'нянькой': 23.88222312927246, 'как': 10.49095630645752, 'налима.': 33.67802143096924}"
амаль што,{},"яна разумела і нават апраўдвала, калі на гэта ішлі дарослыя ― акружэнцы і свае мужыкі, але што ў той калатнечы магло прывабіць падлеткаў, амаль што дзяцей?","{'яна': 18.596996307373047, 'разумела': 22.553011894226074, 'і': 15.325301170349121, 'нават': 19.711678981781006, 'апраўдвала,': 64.22683715820312, 'калі': 19.4937686920166, 'на': 11.592223167419434, 'гэта': 25.535536766052246, 'ішлі': 41.67577648162842, 'дарослыя': 38.17161178588867}",почти что,"{'почти': 18.58280372619629, 'что': 7.605209827423096}","она понимала, когда на это решались взрослые ― окруженцы и свои мужики, но что там могло привлечь их, почти что детей, едва оперившихся в жизни подростков?","{'она': 19.821434020996094, 'понимала,': 21.915213584899902, 'когда': 18.361770629882812, 'на': 13.000158309936523, 'это': 11.371891021728516, 'решались': 31.111421585083008, 'взрослые': 15.801355361938477}",едва что,"{'едва': 17.985475540161133, 'что': 7.296689510345459}","она понимала, когда на это решались взрослые ― окруженцы и свои мужики, но что там могло привлечь их, едва что детей, едва оперившихся в жизни подростков?","{'она': 19.828786849975586, 'понимала,': 21.920690536499023, 'когда': 18.309354782104492, 'на': 13.033485412597656, 'это': 11.394323348999023, 'решались': 31.21516990661621, 'взрослые': 15.807958602905273}"
